"MGJ1"	"MGJ10"	"MGJ11"	"MGJ12"	"MGJ13"	"MGJ14"	"MGJ15"	"MGJ16"	"MGJ17"	"MGJ18"	"MGJ19"	"MGJ2"	"MGJ20"	"MGJ21"	"MGJ22"	"MGJ23"	"MGJ24"	"MGJ29"	"MGJ3"	"MGJ4"	"MGJ5"	"MGJ6"	"MGJ7"	"MGJ8"	"MGJ9"
"K03750"	9.95471737384386e-07	8.4060470799951e-07	2.23877358176882e-06	1.97974549234873e-06	4.16894059797638e-07	5.09278473593598e-06	1.68243609121049e-06	5.37337767317905e-06	0	4.68976699536315e-06	2.41987762343448e-06	1.31218473182687e-06	0	2.24672789224706e-06	1.29537790189939e-06	3.96124509786452e-06	9.04344936187633e-07	3.2349323677754e-07	0	0	1.12934923482559e-06	0	1.71126877918188e-06	5.21485135234825e-07	9.78789603852461e-07
"K03752"	0	4.46989611848779e-07	9.56780770816036e-07	0	0	0	0	2.36643955051206e-06	0	7.09944272163657e-06	1.27419588342164e-06	0	0	8.29499812775294e-07	4.62650389691902e-07	2.15145089120943e-06	0	1.41777258237833e-07	0	0	6.96104786701326e-07	0	0	0	7.96064180065368e-07
"K03753"	2.5686160795391e-07	8.68917829706184e-07	5.79956038050175e-07	2.29359589116324e-07	5.14478613969998e-07	1.97323524773986e-06	6.44971167844337e-07	2.22309949837342e-06	0	7.6733537070342e-06	1.91352651619194e-06	0	0	8.626994638395e-07	7.66923879290261e-07	2.81810062569368e-06	3.59386415945965e-07	3.90167262974953e-07	2.75569919390402e-07	0	4.6839241593651e-07	0	4.44898766509381e-07	2.32115908442787e-07	1.26988705928861e-06
"K03755"	0	0	3.72056432142925e-07	1.97711650258438e-07	3.87323280139817e-07	0	0	5.88340712241102e-07	0	6.63085499668735e-06	7.07033446382567e-07	0	0	6.2252413388045e-07	4.25491340006983e-07	3.70333109561948e-06	0	0	0	0	6.96456273870655e-07	0	0	0	1.07887022662702e-06
"K03756"	0	0	0	0	1.94787481342512e-07	0	0	2.77421461394424e-07	0	2.52110326694948e-06	8.67482779447116e-07	0	0	0	4.37710194996591e-07	1.37784478883508e-06	0	0	0	0	5.22143067130882e-07	0	0	0	5.20175386317932e-07
"K03757"	0	3.80258145061133e-07	0	0	0	0	0	5.48273145670389e-07	0	5.56193628663271e-06	6.58991430152668e-07	0	0	6.01398586529576e-07	6.70556209050059e-07	2.042656898363e-06	0	0	0	0	3.68581779689163e-07	0	0	0	5.36403798565788e-07
"K03758"	7.14735631111316e-07	3.30637612870339e-07	1.25730753291805e-06	9.59973503413978e-07	7.86864431029046e-07	7.58450162546593e-07	3.35579137438796e-06	6.69698996639912e-07	8.90099805954284e-07	6.20043390814146e-06	1.42684468278828e-06	0	1.27946867149914e-06	4.21777774548045e-07	6.03571956550459e-06	4.54262568689578e-06	3.50426636726685e-06	1.79026903861858e-06	0	0	6.03550361166844e-07	0	4.64607433820701e-07	0	1.17819027816602e-06
"K03759"	0	0	3.46056490888641e-07	0	0	0	0	3.52129566703175e-07	0	4.57251408078136e-06	5.69810957768856e-07	0	0	4.06455941855683e-07	5.12428095461516e-07	1.80787296134692e-06	0	0	0	0	3.67760472617582e-07	0	0	0	6.24335407750461e-07
"K03760"	2.88971992823639e-07	3.27633946974146e-07	8.97888189849681e-07	0	4.27155427525828e-07	1.57891268740291e-06	2.83223795883531e-07	1.70383740573942e-06	0	5.97486749275325e-06	8.39122963645719e-07	0	0	1.20605967823274e-06	7.48507195712149e-07	2.55137259802604e-06	0	0	0	0	5.92739165383462e-07	0	4.4383226145545e-07	0	8.6630563156261e-07
"K03761"	3.11994657182323e-07	2.24320670313023e-07	9.17736906404565e-07	1.9862495237711e-07	3.68578194314485e-07	3.19191367074325e-06	0	2.26194188500038e-06	0	5.06630113217746e-06	9.81847075561887e-07	2.79204430241024e-07	0	1.23884039097707e-06	6.1811526056004e-07	1.92986502252436e-06	0	0	0	0	4.99267541482672e-07	0	8.43005183665672e-07	1.48781578972972e-07	1.25483181148198e-06
"K03762"	6.13971182355925e-07	1.74600250042872e-06	9.37543473938308e-07	0	5.04152470790438e-07	0	3.17075906142654e-07	7.40879694706842e-07	0	7.55550018664523e-06	1.58015588881014e-06	0	0	3.38215040587158e-07	6.12320404596282e-07	3.4469073642172e-06	0	0	0	0	1.44811485442152e-06	0	1.69214969732988e-07	0	8.29464667932663e-07
"K03763"	2.79399955865825e-05	7.56158602296907e-06	1.93713093665089e-05	3.64152807597281e-05	2.91599388630171e-06	1.92208164249201e-05	7.37852331635425e-05	1.57645652402085e-05	1.73916951256937e-05	0.000139006659032221	5.51272745362724e-05	1.00232300416734e-05	1.69133432174143e-05	1.51627902126416e-05	0.000114183212938437	9.90141739964017e-05	5.98858467858019e-05	1.76850981903129e-05	2.16694764759895e-05	1.06486322493672e-05	1.35770025196659e-05	4.12629025217512e-06	1.73257108742582e-05	1.51714002394919e-05	1.32142910957545e-05
"K03764"	0	7.34599404365538e-07	5.52572562404252e-06	3.53720586091544e-05	7.17814516824632e-06	0	3.26849546293404e-07	1.57932345346642e-05	0	2.94051163667779e-05	3.10493748956516e-06	0	0	1.42403236135326e-05	2.378701424529e-06	2.25068025756021e-05	3.98340514580248e-06	8.51809172834263e-08	9.05383047090722e-08	0	1.2528765446597e-06	8.12007109685643e-07	2.0203317828807e-06	3.90455949390417e-06	1.55601736161295e-06
"K03765"	2.65366324497925e-07	0	0	0	0	0	2.57903982518463e-07	6.16148478456753e-07	0	6.17329108532857e-06	7.59475939007891e-07	0	0	7.93418487966165e-07	7.66586970212874e-07	3.08982560969259e-06	0	0	0	0	6.79815117511556e-07	0	0	0	1.08185314597867e-06
"K03767"	4.25198675382155e-06	6.46252376287952e-07	2.53854695725323e-06	0	6.49172623377233e-07	0	9.8144347085035e-07	9.15584123776438e-07	6.35995839756387e-07	7.5992251416093e-06	2.31651386673643e-06	4.45748937361422e-07	7.55698587627365e-07	1.56713158247295e-06	1.08884937303034e-06	2.8615421882484e-06	5.89963139709752e-07	4.53502572163491e-07	2.59228969651594e-06	0	1.64650682640528e-06	3.07230962629296e-07	9.30631116875022e-07	1.60570495857481e-06	1.37950380004653e-06
"K03768"	4.01938030694876e-05	1.12634426891476e-05	3.30761828646128e-05	7.2312478028929e-05	1.10060274213946e-05	3.00928027109014e-05	8.2490648623896e-05	4.38535856006082e-05	3.45382474178584e-05	0.000144173607381035	6.78559594671441e-05	2.66185787093443e-05	3.68727476491395e-05	4.01873679534752e-05	0.000110512584717458	0.000123644811898551	6.88773271023386e-05	3.18740172543398e-05	3.28158284036452e-05	2.61750032171211e-05	2.64171168334274e-05	9.69230026411057e-06	3.07611103503858e-05	2.71319817944107e-05	2.76418559831625e-05
"K03769"	0	0	1.12253950532234e-06	2.46634168548092e-07	0	0	0	0	0	5.42434998949976e-06	1.501105681452e-06	0	0	0	6.08290093246958e-07	4.91513064023421e-06	0	0	0	0	7.74980416742458e-07	0	0	0	8.50688000976734e-07
"K03770"	4.19455803163106e-06	6.29057392192745e-07	4.95116435703201e-06	2.14484461986451e-06	7.89837333503905e-07	4.38497426908268e-06	4.29159050509142e-06	5.11629155554132e-06	5.31805936912731e-06	4.54070843250123e-06	5.0283293973711e-06	4.60738342904792e-06	4.71904120636222e-06	5.0078822136653e-06	3.605265249272e-06	3.59583000284846e-06	3.29816518015924e-06	5.0714754839259e-06	4.7281209409905e-06	2.84764286795911e-06	2.79295940661047e-06	1.13861166274794e-06	3.74629201202286e-06	3.1823196490611e-06	4.04356915505132e-06
"K03771"	8.42270796874525e-06	1.1492735887363e-06	1.18525729045425e-05	3.7402260612295e-06	1.17033722269003e-06	8.91448020219869e-06	8.08114331025568e-06	7.73961994393789e-06	9.94747740673328e-06	6.14069259766273e-06	8.91150382319107e-06	5.82662112257633e-06	9.91728974564745e-06	7.23165686213165e-06	5.86318273127351e-06	4.3022006871118e-06	4.58753024235778e-06	8.02575895219024e-06	8.57791279465459e-06	6.05200592119819e-06	4.25202271188745e-06	1.86781381920152e-06	8.17629256696585e-06	5.8384977820593e-06	6.48114791193875e-06
"K03772"	0	0	0	0	4.0212499846315e-07	0	3.16904394563534e-07	3.2057192012827e-07	0	5.98314165579078e-06	1.4601529383404e-06	0	0	3.7011020002113e-07	3.25139445229202e-07	2.91080796819429e-06	0	0	0	0	8.21045173240121e-07	0	0	6.08309414014977e-08	8.21304366274833e-07
"K03773"	2.2339395089942e-05	3.7437463759312e-06	2.81206830638888e-05	2.48687790357906e-05	6.2857963585606e-06	2.7894153593355e-05	2.10956552592233e-05	2.79621125812434e-05	2.89706129022154e-05	2.21903490952837e-05	2.80306014718569e-05	2.20688766678442e-05	2.60731002847358e-05	3.39386375436567e-05	2.03842614748687e-05	1.91101675955279e-05	2.00918207907505e-05	2.97217699502257e-05	2.96375297985125e-05	1.79831846253695e-05	1.31868957998225e-05	5.11679768640521e-06	2.14982365342945e-05	2.12571711452067e-05	2.12647281903387e-05
"K03774"	2.21778625283794e-07	0	1.01612006339188e-06	0	0	0	0	0	0	4.24333655353572e-06	7.41550543146805e-07	0	0	3.96372007529316e-07	0	3.14394588171605e-06	3.80217103143435e-07	0	0	0	0	0	0	0	3.42807688690309e-07
"K03775"	3.42590545869921e-06	6.47006621512821e-07	5.25468476670385e-06	7.37320348538605e-06	2.57574501300595e-06	5.98465406915644e-06	2.10429200601915e-06	6.13405684055632e-06	2.13032892211503e-06	8.46242057251478e-06	2.82699113119132e-06	1.74473113792714e-06	2.19125647043554e-06	4.58603259685051e-06	2.46961178928878e-06	8.22635879845992e-06	1.84437883165295e-06	1.53858482682396e-06	3.16221423603061e-06	1.986422379283e-06	1.82904225763683e-06	6.53102513070045e-07	3.96527878987825e-06	1.84389708455428e-06	3.90153458214165e-06
"K03776"	0	0	4.18376532124344e-07	0	4.60549732759406e-07	0	2.01172236512271e-07	3.53907350612177e-07	0	3.72496213930897e-06	8.80049604298761e-07	0	0	0	3.31741968792916e-07	1.33051454845123e-06	2.03795398916146e-07	0	0	0	5.48339584527088e-07	0	0	0	5.17044880943213e-07
"K03777"	1.6424850999729e-07	2.15210560437681e-07	6.1145986031616e-07	0	3.86186359907784e-07	0	4.81064179636757e-07	8.41450013073278e-07	0	3.9234528105291e-06	8.44206537705552e-07	0	0	9.7723128442424e-07	3.83176889172529e-07	2.86942388028765e-06	0	0	0	0	3.98353229550407e-07	0	0	0	3.80295446526462e-07
"K03778"	2.18113247733588e-05	5.0610267523983e-06	1.82560760864321e-05	4.51316943605738e-05	4.18668262134074e-06	2.26079273213719e-05	0.000133928470563178	1.41094275302755e-05	2.58431748112192e-05	0.000214005709083503	8.56285029592476e-05	5.91736495332906e-06	2.82360050578733e-05	1.37222520403066e-05	0.000204107409878019	0.000148980163925694	0.000101536894030297	2.58072932777018e-05	1.603652032434e-05	1.00670448891856e-05	7.80100186837384e-06	3.51289708283237e-06	1.66394640054901e-05	1.4311381746244e-05	1.39776806313206e-05
"K03779"	8.13667737888458e-07	3.66050169325537e-07	8.30135042884857e-07	0	3.93798790056298e-07	7.33432129453216e-07	5.29400707536014e-07	6.16901529305237e-07	9.66663904784252e-07	4.10167870494297e-06	1.2476562309767e-06	9.59732790526738e-07	1.13883297072763e-06	9.96780478144903e-07	8.75622418134657e-07	2.10712712688737e-06	7.02905787071452e-07	6.2726967969417e-07	1.24615440374039e-06	5.99529094216214e-07	1.25380683288102e-06	0	1.2182733639927e-06	6.93402773020207e-07	1.67565880874035e-06
"K03780"	3.71304263390119e-07	0	6.24323556750629e-07	3.07530890537891e-07	0	6.16742729734334e-07	4.80887009792751e-07	6.72846554128317e-07	0	4.45204858795991e-06	1.04296438398658e-06	2.21160142034535e-07	0	7.80575707276815e-07	1.25658520682588e-06	1.86142244752139e-06	4.03771230054571e-07	2.61460466648786e-07	3.71366384865341e-07	6.08217820499358e-07	1.04643173356164e-06	1.59454877152744e-07	5.80626254346545e-07	5.13040641114685e-07	9.52173295999532e-07
"K03781"	6.75099884218435e-06	5.61221947375357e-06	1.78903600937684e-05	2.51108606884466e-05	6.43225591774291e-06	1.5876404402472e-05	9.460311247766e-06	2.42791900454876e-05	9.23567937200047e-06	2.3440031595194e-05	1.31789027798173e-05	1.16489999188112e-05	8.91622157622387e-06	2.27258543046035e-05	9.963410932099e-06	2.95355169633821e-05	1.21246556008362e-05	1.02566160145397e-05	1.05667213101336e-05	6.59430257400462e-06	6.96211768866925e-06	3.65644490224829e-06	1.33505051242016e-05	1.04321072435333e-05	9.7510626559064e-06
"K03782"	2.85668583889837e-07	2.29848983455464e-07	3.76965525004914e-07	0	2.9106714140144e-07	0	3.43556012584039e-07	4.30361531481714e-07	0	5.70648170650576e-06	1.42149489074647e-06	0	0	4.96972275395166e-07	4.69297512280695e-07	3.09670004427917e-06	2.4943433867778e-07	0	0	0	5.49477983162785e-07	0	0	0	8.78698891924102e-07
"K03783"	5.01443441832595e-05	7.16297942888184e-06	4.97595135829772e-05	2.54548634795741e-05	4.65254164388117e-06	4.63285892626969e-05	3.61051007106997e-05	4.16858797022912e-05	4.77342021154261e-05	2.29321623457054e-05	4.87050380086659e-05	4.02764421957218e-05	5.02926167928896e-05	4.47490364719672e-05	3.48619518124167e-05	1.41291655073748e-05	3.40834531586193e-05	4.97925704595684e-05	6.58189256894877e-05	3.07765980946404e-05	3.17429038099065e-05	1.08923224622043e-05	3.60322969576946e-05	4.02444577110231e-05	3.37463723257892e-05
"K03784"	1.17113537672796e-05	4.37491262487431e-06	1.22066313662625e-05	3.59587207466382e-05	7.63281711783641e-06	6.43333713879447e-06	4.31116625677196e-06	1.80543245933422e-05	1.81203573712009e-06	4.25855705492161e-05	4.99617002246119e-06	2.52683916460177e-06	2.25153683556641e-06	1.81142693243992e-05	9.02774065508595e-06	3.13406195597008e-05	9.8325786597055e-06	2.47482696927153e-06	1.37839833840494e-05	2.5265240616559e-06	7.06902838221295e-06	2.60355682351102e-06	6.53308506824193e-06	9.86542432563267e-06	3.80627934035658e-06
"K03785"	7.80873806888225e-06	1.07032456297187e-06	4.57055794964218e-06	5.30481168598591e-06	5.59015724977038e-07	5.1033367080705e-06	9.9310291906268e-06	1.67476113078804e-06	1.48683755814626e-06	1.83158053743907e-05	9.56292048448289e-06	1.66244723438118e-06	2.27862870133357e-06	1.5582302188472e-06	7.89309674239563e-06	6.06144213651534e-06	1.12322776261663e-05	1.04988206834876e-06	5.29666856939571e-06	8.68614003383811e-07	1.728051815469e-06	0	2.64717803094003e-06	2.84876885200488e-06	1.31505917880093e-06
"K03786"	2.31629048831153e-05	3.25985685211224e-06	2.79256628382626e-05	1.68884674078982e-05	4.18452585208182e-06	3.08892149436413e-05	2.32984830628616e-05	3.25813646890364e-05	2.41238546149169e-05	1.10715827025031e-05	2.8120852114201e-05	1.96338365759041e-05	2.81458009342855e-05	2.96013918775326e-05	1.86025490879217e-05	1.0124262669843e-05	1.76548846642258e-05	2.83225931685082e-05	3.25491535247666e-05	1.77448525451346e-05	1.66178369435834e-05	6.88239716582672e-06	2.67203275215628e-05	2.10597150109882e-05	2.20601014827626e-05
"K03787"	1.2609049561591e-05	1.30223722681783e-06	1.26650071286827e-05	6.14754552190198e-06	1.80395275185043e-06	1.43594264722571e-05	7.53958611249541e-06	1.11096553709889e-05	9.12729894659607e-06	7.5188952757292e-06	1.03356895130421e-05	8.88807420670931e-06	1.01851919318168e-05	9.84585295824613e-06	6.00754780094451e-06	6.44015487411816e-06	6.65380984457051e-06	8.71457880160995e-06	9.47933100232917e-06	7.22495272957843e-06	7.39341680843403e-06	2.04095714645033e-06	9.15689024854524e-06	7.89436915375823e-06	8.31169633712361e-06
"K03788"	2.66302553831607e-07	0	4.627010298849e-07	0	2.71036146802488e-07	0	0	5.23006217443374e-07	0	4.49495642396587e-06	1.42092317362222e-06	0	0	3.61932848383699e-07	4.88007766836355e-07	2.14532090611999e-06	0	0	0	0	5.11243567481413e-07	0	0	0	5.07261240013856e-07
"K03789"	7.06689045324748e-06	2.83420035210475e-06	4.43373691119362e-06	2.66323988943998e-05	1.76025932434041e-06	6.57275515741252e-06	7.89955443213739e-05	2.71570304908721e-06	1.08527355341014e-05	0.000142905129484041	5.39005581817908e-05	5.07216965064855e-07	1.04987700092103e-05	1.6938827808725e-06	0.000130133674519966	9.83959434709272e-05	5.70794013372062e-05	1.1135449178496e-05	1.82514626462541e-06	9.01789733189546e-07	1.08005535725659e-06	3.79649121622508e-07	6.34961540019239e-06	3.91057261718083e-06	6.44652090001746e-06
"K03790"	2.23301665779654e-07	0	3.17083823105084e-07	0	3.41492021992775e-07	0	0	2.59226483513476e-07	0	3.20674588806815e-06	4.99625715161611e-07	0	0	3.74075675831026e-07	3.95904485819464e-07	1.70710723327954e-06	0	0	0	0	5.85640871005348e-07	0	0	0	5.8061363045186e-07
"K03796"	4.66500360812172e-07	2.6833309046689e-07	1.19513101301706e-06	0	4.35716970532181e-07	2.0699831287039e-06	3.12190950955891e-07	2.22469202742849e-06	0	5.35298423511946e-06	1.385594342661e-06	0	0	1.14691203059527e-06	6.76357857580634e-07	2.28793231131822e-06	0	0	0	0	6.06994448930213e-07	0	7.65626929428167e-07	0	1.15219918065555e-06
"K03797"	3.46320908603632e-05	4.93727653860973e-06	3.95358070749638e-05	1.66695391715756e-05	4.02320851687235e-06	3.73925417120264e-05	2.82729417475319e-05	2.81798670386565e-05	3.65742461034229e-05	1.6649129261539e-05	3.57030850484863e-05	2.6519176865688e-05	3.85785547733452e-05	2.96514328933341e-05	2.19390598293508e-05	1.5545367664697e-05	2.02600360439492e-05	3.33295213648144e-05	3.27054629860518e-05	2.19072311479569e-05	1.80601760988481e-05	7.41477950641118e-06	2.58481621964532e-05	2.52802741539898e-05	2.51341246366624e-05
"K03798"	0.000132886222932009	3.0262187649778e-05	0.000113199122715152	0.000115513641814769	2.7090952315566e-05	0.000108580655345535	0.000175416445032684	0.00010199336177066	0.000115575977333114	0.000237252004471693	0.000155104654432283	0.000104009836552436	0.000123566112099605	0.000117330096943532	0.0002155813313895	0.000199272560519208	0.000150743693563672	0.00012080824888298	0.000118541884606757	0.000105793602252045	0.000104589074085837	3.07597044941556e-05	0.000106894900489646	9.66335637974839e-05	9.68357057244002e-05
"K03799"	1.85782291553581e-05	3.4168919725395e-06	1.14186744874456e-05	3.6177178162009e-05	2.80994683050617e-06	1.20373173049644e-05	0.000103535885587178	4.76751579707463e-06	1.47153338247578e-05	0.000188121652134634	6.82659290309998e-05	2.09392705410679e-06	1.66320113705516e-05	5.61035964147959e-06	0.0001670806277006	0.000127263903000492	7.6411080753447e-05	1.83084048542082e-05	9.50330122056429e-06	3.40206577813249e-06	3.60646597296446e-06	1.73181910236562e-06	7.55365228194714e-06	8.8921829596581e-06	8.33097550310707e-06
"K03800"	1.18109061808283e-05	3.93493035484437e-06	7.33160821871987e-06	1.32689393522736e-05	1.81858134916165e-06	7.22249809576207e-06	1.0591349262706e-05	5.6258972432405e-06	1.60800763423324e-06	3.23489400852616e-05	1.1210075818923e-05	8.29006654880289e-07	1.73751122231433e-06	5.81230859612656e-06	1.97132542215183e-05	1.81546207696269e-05	2.349784163834e-05	3.67479341849812e-06	1.11450951600879e-05	1.62483952961498e-06	4.84686445921081e-06	1.41010635578017e-06	4.69350781962719e-06	6.04482937920277e-06	2.89939192081557e-06
"K03801"	1.00986932341231e-05	1.33513837896534e-06	1.30505065137189e-05	1.32541209704719e-05	3.32923265438526e-06	9.7519207792114e-06	7.21610620601367e-06	1.28416888294974e-05	9.54393386930462e-06	1.37657611127973e-05	1.02884667600849e-05	6.78164786255694e-06	9.53040222035722e-06	1.16941821961305e-05	5.69912077651499e-06	1.48006927993113e-05	7.23943923933705e-06	8.20384425189811e-06	1.14533784203269e-05	7.94413847624836e-06	4.87734492967516e-06	3.04457480426103e-06	9.30491173532881e-06	9.07972843667474e-06	7.73775146123162e-06
"K03803"	0	0	0	0	0	0	0	3.32635252357218e-07	0	3.50933108309058e-06	5.97973819413687e-07	0	0	2.91262708660501e-07	1.89297768303366e-07	2.23684024563246e-06	0	0	0	0	5.13296304503259e-07	0	0	0	5.3213133633921e-07
"K03804"	0	4.12518384514906e-07	1.28991894063863e-06	9.80124679144278e-06	1.57455163233151e-06	0	0	5.57634383591235e-06	0	1.01574011821059e-05	8.01228813545307e-07	0	0	4.94044548913086e-06	1.46774314620758e-06	7.54714547016707e-06	0	0	0	0	1.43814848517953e-07	2.34091083008856e-07	1.40652210241194e-06	0	6.0710228913242e-07
"K03805"	2.56875621867096e-07	0	0	0	1.73908338046635e-07	0	2.42489777318682e-07	3.96790657241218e-07	0	3.00631021014594e-06	7.12036381853556e-07	0	0	6.27223915071903e-07	3.5319719746402e-07	2.0507331585049e-06	0	1.07900911239884e-07	0	0	5.73306826467711e-07	0	0	0	0
"K03806"	0	0	1.02146496344541e-06	0	3.46245871025236e-07	0	0	0	0	5.63804567991491e-06	6.59116427114016e-07	0	0	0	3.80645026000576e-07	3.49472412962243e-06	3.21850158744369e-07	0	0	0	3.08956734892064e-07	0	0	0	6.74401961130276e-07
"K03807"	0	0	3.29935322651114e-07	0	1.90775084458608e-07	0	0	6.08549976542803e-07	0	4.9024474440695e-06	5.91907166414442e-07	0	0	0	4.8003306269283e-07	1.4841317260485e-06	0	0	0	0	3.50628216453636e-07	0	0	0	4.60592570778435e-07
"K03808"	2.482202075104e-07	0	5.50404355099633e-07	0	4.29063015450403e-07	0	4.3205521819676e-07	1.18770602185162e-06	0	6.83974602216568e-06	1.31072978386236e-06	0	0	0	9.16076033857001e-07	3.53140834596871e-06	0	0	0	0	6.72458681398552e-07	0	0	0	6.36705256268886e-07
"K03809"	0	0	1.52714982725289e-06	0	1.04193136816792e-06	2.10191830356791e-07	3.12765002611521e-07	0	0	2.82209832143507e-06	9.34337358859679e-07	0	0	0	2.12354792608194e-07	6.35426722385082e-06	8.62667992704224e-07	0	0	0	4.13092825084909e-07	4.8982847127934e-07	0	0	2.58842885055164e-07
"K03810"	2.76262467383949e-07	0	0	0	2.81469833068984e-07	0	0	0	0	2.70660170605724e-06	1.29353150125413e-06	0	0	0	2.21426058828087e-07	9.96882972492431e-07	0	0	0	0	2.51463640313309e-07	0	0	0	2.94150011730435e-07
"K03811"	7.91498320599435e-06	2.74133847052425e-06	5.58143834642039e-06	2.71550558138752e-05	2.16068094429735e-06	5.94408512499633e-06	8.54149023039975e-05	2.32579822494379e-06	1.48133052868296e-05	0.000163068554998282	5.56613216254374e-05	4.82849714030038e-07	1.30186507642384e-05	2.07413617462542e-06	0.000135341474577958	0.000114827330937191	5.34878711108951e-05	1.69771251161091e-05	4.16626072946012e-06	5.35372090737677e-07	1.8047342527881e-06	4.80949470313695e-07	5.44275888418804e-06	5.39868699588659e-06	8.47949086752396e-06
"K03812"	0	0	3.39031283929527e-07	0	0	0	0	8.03991913154158e-07	0	2.97280806918886e-06	2.14708987268538e-07	0	0	0	2.1143691331842e-07	2.06501186174536e-06	0	0	0	0	0	2.03868466339595e-07	0	0	0
"K03813"	0	0	0	0	0	0	0	0	0	2.82551619817901e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03814"	3.40284144387342e-06	6.59237230362226e-07	3.64401886925073e-06	4.00873549891001e-06	9.36453080417732e-07	3.79875215885733e-06	4.57824654757017e-06	5.25992851838658e-06	5.90142964321582e-06	8.1305313871574e-06	5.24628947146542e-06	3.97906242906843e-06	6.13376011735219e-06	5.34553538811678e-06	3.36370332291139e-06	5.96139893386268e-06	3.1018262297333e-06	4.90037570601331e-06	3.56788247510894e-06	0	2.09549076428494e-06	1.25208514573888e-06	2.73344101344917e-06	3.33288442741544e-06	3.2698044735314e-06
"K03815"	0	0	0	0	0	0	0	0	0	3.22246361770978e-06	0	0	0	0	0	1.61597534612002e-06	0	0	0	0	3.19940345238936e-07	0	0	0	2.18206776032545e-07
"K03816"	4.58890569881389e-05	8.61801583327432e-06	4.65732754172787e-05	4.57152518254049e-05	5.86607471416917e-06	4.05551204825814e-05	0.00011276325908791	3.29748228480983e-05	4.62970931080964e-05	0.000158803365968732	8.97115428404053e-05	2.60706668832444e-05	4.57085973082958e-05	3.41362240820434e-05	0.000158907112294555	0.00011838790417972	8.88347989838815e-05	4.51898378005757e-05	4.61672909218651e-05	2.96728251880582e-05	2.53230950910289e-05	8.91536464867607e-06	3.58341658730197e-05	3.45947274690685e-05	3.28382944905983e-05
"K03817"	3.68035613712827e-06	8.74173584776403e-07	2.75782202167658e-06	1.0993502299236e-05	7.93972785644565e-07	3.83511590976171e-06	4.05501068921596e-05	1.97309136013243e-06	4.41615006930734e-06	4.30465785548112e-05	1.89834654045929e-05	2.96103381439357e-07	5.25124338507797e-06	7.3202708347221e-07	5.58545232839985e-05	2.77570256243535e-05	2.41338903043807e-05	3.36752964008388e-06	2.00374748538257e-06	4.42479837126221e-07	7.64725142882185e-07	3.04766942728857e-07	6.24782716103412e-06	2.86205926487526e-06	1.86277364651055e-06
"K03818"	3.57384255867675e-07	0	6.92700676393001e-07	0	0	0	0	0	0	2.81356474980129e-07	6.62795565307557e-07	0	0	0	0	1.43309548843008e-06	0	0	4.12972529732015e-07	0	0	0	0	0	2.81668139460319e-07
"K03819"	0	0	0	0	0	0	0	0	0	0	3.13947305230631e-07	0	0	0	1.85822309281063e-07	7.98382414930177e-07	4.45295557585986e-07	0	0	0	5.62128188498173e-07	0	0	0	7.03518562139962e-07
"K03820"	2.374840265675e-07	3.78566963774544e-07	8.72808160075677e-07	0	6.78057063747644e-07	1.07755722082693e-06	0	2.0774949504045e-06	0	4.50583957376114e-06	9.71957701154587e-07	7.84487873449108e-07	0	1.2444956985871e-06	4.32010214150077e-07	5.53969321466519e-06	4.50732750388982e-07	0	0	0	4.07232558931399e-07	0	5.5895434393904e-07	0	6.78321038877064e-07
"K03823"	2.34362996135575e-06	0	2.97066980912537e-06	4.53270475506779e-06	7.16085761306901e-07	2.77977880809434e-06	3.7358881076347e-06	1.56490378641437e-06	6.83273840219297e-07	1.63543811284623e-05	6.23260803545312e-06	4.25186035722044e-07	4.19954927816396e-07	1.52611069866853e-06	8.8695234064554e-06	5.18296947464441e-06	9.52466528481581e-06	1.42936577954094e-06	1.12121049513566e-06	3.05479921228154e-07	9.76050264924729e-07	0	2.16488921500175e-06	1.27955785125221e-06	3.49600374985408e-07
"K03824"	0	2.98796825890652e-07	2.87005469782987e-07	0	3.33409383645236e-07	0	0	6.07993884576346e-07	0	4.56322038110872e-06	1.09597721859062e-06	0	0	0	2.99798608434845e-07	2.50390573880827e-06	0	0	0	0	4.76807856536271e-07	0	0	0	3.09759962600189e-07
"K03825"	2.03070866779445e-07	0	0	0	4.11377239974841e-07	0	3.88445675411618e-07	6.288322709554e-07	0	4.46170739580971e-06	7.546166938004e-07	0	0	0	6.19547441317633e-07	1.78766256656622e-06	0	0	0	0	4.93217573700797e-07	0	0	0	7.033786283872e-07
"K03826"	1.08953443328839e-06	7.91614479529624e-07	2.11189962353864e-06	7.64413133983979e-06	2.59116253311456e-07	6.16358890956663e-07	3.89192724414458e-05	4.71211305424594e-07	5.4010815761785e-06	7.41312485994083e-05	2.43082724215779e-05	0	5.27268903564462e-06	5.64545353193696e-07	5.60260515913617e-05	5.10681520506475e-05	2.43640711179299e-05	5.93906417655829e-06	2.10799868564694e-07	0	5.01905094631944e-07	0	0	1.0869559036376e-06	2.80077660980015e-06
