"MGJ1"	"MGJ10"	"MGJ11"	"MGJ12"	"MGJ13"	"MGJ14"	"MGJ15"	"MGJ16"	"MGJ17"	"MGJ18"	"MGJ19"	"MGJ2"	"MGJ20"	"MGJ21"	"MGJ22"	"MGJ23"	"MGJ24"	"MGJ29"	"MGJ3"	"MGJ4"	"MGJ5"	"MGJ6"	"MGJ7"	"MGJ8"	"MGJ9"
"K00104"	2.89096679017128e-06	9.0861469385554e-07	7.65767299492793e-06	1.03761400215692e-05	2.9013989183484e-06	1.02324707313655e-05	1.77551370211308e-05	5.85013654383972e-06	4.0269336526544e-06	4.73923023352175e-05	2.24932832331828e-05	1.82952200221961e-06	4.01645555139533e-06	3.19285436824966e-06	4.8852842825798e-05	3.26084553044254e-05	1.20596973559086e-05	4.38425735360865e-06	3.09335956708149e-06	2.26157440892331e-06	2.76010219195536e-06	5.43340365916483e-07	7.25427508010916e-06	2.87037149536672e-06	4.14227553384371e-06
"K00105"	2.67620843513725e-06	8.52982584875761e-07	1.73621010316223e-06	5.17990690514614e-06	0	3.50881753260368e-06	4.30808026225075e-06	1.08487201727527e-06	4.2099286410351e-07	1.24004021922166e-05	7.88167385048085e-06	2.28693264328609e-07	5.86442116714827e-07	6.34347852290978e-07	9.85619257894232e-06	5.19633026935634e-06	1.46535017553674e-05	5.50568471887766e-07	9.90614679702239e-07	6.15311143607702e-07	2.86537521192976e-07	8.32986870629696e-07	1.63537582759977e-06	2.52755723072667e-06	6.00453047898896e-07
"K00108"	2.6014834176241e-07	1.68610210060778e-06	1.16707654933698e-06	3.25348122953041e-07	2.83824438288985e-07	0	0	4.11451565680979e-07	0	3.74176642830128e-06	1.0053893466454e-06	0	0	3.49595937243946e-07	3.74298641790851e-07	3.84290050856295e-06	0	0	0	0	7.35989292139863e-07	0	0	0	4.93925165465087e-07
"K00111"	4.17479013468009e-06	2.98543497577918e-06	5.74378841004308e-06	2.24923358713731e-05	4.98054550794741e-06	2.98788478335197e-06	3.42946490773577e-06	1.43436143110568e-05	3.24919776158813e-06	2.75127941672324e-05	6.26947459415185e-06	3.84242519040096e-06	3.12069275827108e-06	1.31108543065235e-05	6.06912096302148e-06	2.09223040524605e-05	6.74909817856066e-06	2.48331658113695e-06	2.86239463212259e-06	3.15940008863028e-06	4.91357148546077e-06	1.49318224995069e-06	4.562084832141e-06	4.78227014622608e-06	3.65620444459248e-06
"K00112"	1.5055837787873e-07	0	1.81697158554554e-07	0	1.52941767813791e-07	0	0	2.31307407010236e-07	0	2.70228075468476e-06	3.50580483730874e-07	4.45906651735199e-07	0	0	2.75309049687606e-07	8.71575192835653e-07	0	0	0	0	2.33462311763107e-07	0	0	0	5.67560448578496e-07
"K00113"	0	2.68496144866037e-07	1.0705616891202e-06	3.43064081822466e-06	0	0	0	2.37530941243919e-06	0	5.28279784394136e-06	8.63510333125024e-07	8.40544760670976e-07	0	1.92068489556144e-06	6.651217327025e-07	4.0392474983582e-06	0	0	0	0	4.41994134642423e-07	0	0	0	4.77859697937447e-07
"K00114"	0	0	1.43977665331723e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.00923707243488e-06	2.26546359880587e-07	0	0	0	0	0	0	0	0
"K00116"	5.09546554838878e-07	2.7734186361262e-06	1.71225194654977e-06	6.90494644138846e-07	5.17649832710062e-07	2.52729509571152e-06	3.12268882929568e-07	2.48884230037602e-06	0	3.60967302919597e-06	1.40644129703116e-06	4.9632009801507e-07	0	8.87423938587036e-07	3.83826103845235e-07	3.40850353422948e-06	9.2193743914025e-07	0	0	0	1.27999902932084e-06	2.25620757550119e-07	1.31440246170492e-06	2.42433583459809e-07	7.06191548105832e-07
"K00117"	0	0	3.63370064183487e-07	0	2.34956696986116e-07	0	0	2.72301539130433e-07	0	3.55515297204734e-06	9.18904951314855e-07	0	0	2.61505074445736e-07	3.33879127787129e-07	2.52846122746523e-06	0	0	0	0	4.47217813849472e-07	0	0	0	4.96717219371065e-07
"K00121"	9.18344561063884e-07	2.45020178959916e-06	7.05387374882571e-06	1.44561365730059e-05	5.50306241587461e-06	6.9092699176877e-07	1.76427494077405e-06	1.11039235433676e-05	0	2.57294201674302e-05	3.22109522223727e-06	0	7.53854291984892e-07	8.23005899846287e-06	2.24914462924796e-06	1.89413767232096e-05	3.69368968256433e-06	4.81054352868511e-07	5.70013528806399e-07	0	1.16026404201305e-06	1.10592611991115e-06	2.06790372398202e-06	3.2778890110611e-06	1.45249290173972e-06
"K00123"	2.71472948945606e-06	3.06706042799268e-06	6.35695851940082e-06	1.0640181650402e-05	3.8885077618914e-06	7.82162003525658e-06	4.03508012209967e-06	1.14336465507068e-05	4.04002629555045e-06	2.36248853184526e-05	9.69653033333684e-06	3.67958151975068e-06	3.0880717504842e-06	8.65574678220458e-06	4.89173954035716e-06	1.79348301497104e-05	3.53133184434153e-06	4.89201510625239e-07	9.84941638843052e-07	1.0266949911558e-06	5.64788833117432e-06	7.57087856106682e-07	3.63645619293435e-06	2.24499883638623e-06	3.71846197583476e-06
"K00124"	5.05524838596914e-07	9.42195278817361e-07	4.40181107863478e-06	1.11517403174013e-05	3.24823289698213e-06	4.31837818819816e-06	5.70080352355424e-07	8.32761523569532e-06	0	1.51299878924645e-05	2.58961269207883e-06	5.22189681586717e-07	0	6.844491621079e-06	1.39163481016747e-06	1.1954600756084e-05	1.54738422355969e-06	0	0	5.91121405494887e-07	9.77996400185865e-07	4.75056409737639e-07	2.26532281002566e-06	1.62917172309532e-06	1.65707624643149e-06
"K00125"	0	0	0	3.67688617808512e-07	0	0	1.47261305954766e-06	0	1.39600433162634e-06	4.4397248269652e-07	1.14471760989445e-06	1.03824350118627e-06	1.14086376445778e-06	0	1.12706425069528e-06	0	0	0	0	0	1.41701450116101e-06	0	0	0	0
"K00127"	3.9180857383481e-07	5.09357858737984e-07	1.35342866592084e-06	0	0	3.56464825221029e-06	2.93119623550082e-07	1.66560494263699e-06	0	5.57931603367051e-06	1.60116651887833e-06	4.17978706765368e-07	0	1.05130108585802e-06	7.4864850505776e-07	2.33159824384767e-06	0	0	0	0	5.49544073510317e-07	0	1.02105850654797e-06	0	1.50119306867014e-06
"K00128"	2.20899897144654e-06	3.30905908188783e-06	5.82808204391164e-06	1.47875740796161e-05	3.23377101088886e-06	1.11091766451786e-06	2.65666376294621e-06	8.93343050432385e-06	1.92797427383487e-06	1.29528967701141e-05	2.96784775888848e-06	1.91529329106474e-06	0	8.21177043724999e-06	2.44943444129473e-06	2.33136215719206e-05	4.52421799086824e-06	1.17354836647996e-06	0	1.68069081899555e-06	2.20963903028646e-06	1.76323719565111e-06	3.94489874350566e-06	2.96474783291758e-06	2.07468736998647e-06
"K00130"	3.60838678401512e-07	2.33082753662743e-06	1.32447076258406e-06	4.782281371891e-07	4.9646845519355e-07	0	5.62290038997292e-07	4.43493845931877e-07	0	3.57455590361051e-06	1.30651931584724e-06	0	0	4.54707967583793e-07	7.79597307079218e-07	3.46388018115175e-06	4.42871329442132e-07	0	0	0	1.16930844109264e-06	1.91471494862283e-07	5.03192381495991e-07	3.85975202723738e-07	7.11289638729943e-07
"K00131"	1.02893740293602e-05	9.86351309204129e-07	4.335589136996e-06	2.11012032943151e-06	0	4.59174128610622e-06	0	7.07978722701248e-07	0	3.86625649783807e-06	6.42917172872876e-07	7.80333931716997e-07	0	3.22597249613023e-07	0	6.01247874056342e-06	0	0	1.21669968266906e-05	2.07768644183643e-07	3.30103896701139e-06	0	1.80094197296156e-06	3.51719288226012e-06	6.44037530400395e-07
"K00133"	9.04272454282237e-05	1.46251423857829e-05	8.36495654767809e-05	7.78281785489566e-05	1.25281400508354e-05	7.58429972462035e-05	0.000114507856518256	6.7293817976126e-05	7.68842377036692e-05	0.000161149953210507	0.000110612435818916	6.17259512656407e-05	7.82578890831423e-05	7.49473945026898e-05	0.000151379039727737	0.000124814518283266	0.000103234240159766	7.41286715503162e-05	8.39219830197969e-05	5.9274962944902e-05	5.73132133045312e-05	1.6478543482248e-05	6.05919044512869e-05	6.60993137824928e-05	5.95764339071909e-05
"K00134"	0.000149837666051991	2.80600201885267e-05	0.000145896058976965	0.000151570464879893	2.75404864230459e-05	0.000136187056412376	0.000180894996465527	0.000141550747082542	0.000129813769271927	0.000235486668679534	0.0001703501777368	0.000115371065375568	0.000143598739874007	0.000145457174232882	0.000206350991605823	0.000250294014366315	0.000152939957711448	0.000132401091512815	0.000143791168409895	0.000114500554160635	0.000105987537831029	3.65535083990883e-05	0.000126079659656422	0.000115287941802627	0.000108468254695617
"K00135"	8.01387067073958e-06	3.61943087324698e-06	6.60675031619332e-06	3.19808038248687e-05	2.98540423207714e-06	7.50450041378768e-06	6.36000903410283e-05	1.19922797412231e-05	8.77635745344807e-06	0.00011684048475427	4.55837853290677e-05	7.85993691637178e-07	8.73060912660505e-06	9.45676281972691e-06	0.00010106927638105	8.09313137183807e-05	5.47646901797344e-05	1.12447776871341e-05	4.79550951139911e-06	2.21207579106874e-06	2.44389276593504e-06	1.95040054088647e-06	6.9970489498338e-06	7.9095201853047e-06	5.68011302645547e-06
"K00137"	0	0	0	0	2.70102156242615e-07	0	0	0	0	2.01833501165662e-06	4.92754959883744e-07	0	0	0	2.22536758117336e-07	8.49030978546536e-07	0	0	0	0	2.52811072133639e-07	0	0	0	3.13531115432353e-07
"K00138"	3.02936970710992e-07	2.88868377354783e-07	5.84775227718452e-07	0	5.46169820372878e-07	1.20155798113749e-07	2.53363728816407e-07	5.08381715251499e-07	0	6.44641591980652e-06	1.40800977419031e-06	0	0	2.44302384988587e-07	5.3326140505172e-07	2.16020689206397e-06	0	0	0	0	5.56695762334199e-07	0	0	0	6.32479357803889e-07
"K00140"	0	4.09742353985888e-07	1.95727084670808e-06	0	1.33216822975349e-06	0	6.21462971341665e-07	0	0	4.13815913360077e-06	9.12455403271766e-07	0	4.00163732703086e-07	2.38928405131249e-06	8.54567430175944e-07	8.92754983996633e-06	1.14209424562911e-06	0	0	0	0	5.67762269257008e-07	1.10320003780218e-06	0	5.71083822831602e-07
"K00145"	4.12023812986129e-05	6.31331068645096e-06	4.70711508408673e-05	2.34110208620476e-05	5.97035932130621e-06	5.06319971677529e-05	3.58012314942309e-05	4.0676265590971e-05	4.13116428545219e-05	2.94307611144407e-05	4.57203155331199e-05	3.72657543820846e-05	4.02301174399731e-05	4.41770006306311e-05	3.23531158083107e-05	1.79426614026626e-05	2.68322398394977e-05	3.92576345557003e-05	5.00911645669811e-05	3.03376345890076e-05	2.89138867614812e-05	9.07971272453482e-06	3.49688894188265e-05	3.74437632355554e-05	3.4090161611791e-05
"K00146"	0	0	0	0	0	0	0	0	0	1.94701424791293e-06	4.22413859558225e-07	0	0	0	2.81533605529044e-07	1.07759827261097e-06	0	0	0	0	2.72859557902609e-07	0	0	0	0
"K00147"	3.28308505142675e-05	6.0284694556535e-06	2.34622950722061e-05	2.67414792768402e-05	5.6653004909255e-06	2.50758194933384e-05	2.23285054549236e-05	2.40817976684796e-05	1.76701426981663e-05	4.07335291235122e-05	2.74797634241186e-05	1.76750410190308e-05	1.86969366366297e-05	2.44552922051761e-05	2.84595082231904e-05	3.39647546366958e-05	3.4633066610677e-05	1.67192610935459e-05	2.72437485031113e-05	1.69931711337706e-05	1.82445264249161e-05	5.80770775707723e-06	1.78559633877683e-05	2.05493688552264e-05	1.63510676645018e-05
"K00150"	1.09414708994172e-06	0	0	5.48874656696419e-07	0	0	2.6187338384197e-06	1.77829455280851e-06	3.08118604259052e-06	1.35470279600359e-06	1.94806245039337e-06	2.79492969440411e-06	1.48200310314371e-06	1.29885180728601e-06	1.31696479057921e-06	0	7.55068304827626e-07	0	0	0	2.9600916774036e-06	0	0	5.26972708874251e-07	0
"K00151"	2.99844986598182e-07	0	6.98425508006351e-07	5.57035966068663e-07	0	0	7.12499335964208e-07	9.1603904096001e-07	0	1.88926701696435e-06	1.76570281090815e-06	0	0	9.74355185219754e-07	6.7064934351562e-07	1.95409846709326e-06	2.984681724031e-07	0	0	0	0	0	3.18732310745682e-07	0	3.12562524082184e-07
"K00153"	0	0	0	1.64052354017705e-07	0	0	2.4913175263288e-07	2.59794810302447e-07	0	5.40393159765041e-07	4.63088478437507e-07	0	0	2.98029910514617e-07	1.79400358130015e-07	1.0761633221626e-06	2.55156909252635e-07	0	0	0	0	0	2.66569516830463e-07	0	0
"K00154"	0	0	3.13094933630023e-07	0	0	0	0	0	0	0	0	0	0	0	0	1.39513387475442e-06	0	0	0	0	0	0	0	0	0
"K00156"	0	0	0	0	3.31822670741154e-07	0	0	2.7515875254385e-07	0	2.88039069861474e-06	1.02918670012928e-06	0	0	0	2.66303386346304e-07	2.09585915269678e-06	1.5914502226125e-07	0	0	0	2.84310058937928e-07	0	0	0	2.91969654379722e-07
"K00158"	1.03330402061701e-05	4.20273669557901e-06	7.09867440609204e-06	3.79675573302736e-05	2.05703764239866e-06	1.11088191247936e-05	0.000131895719133231	3.43648184367614e-06	1.43657524694304e-05	0.00021518643489294	7.67703211262651e-05	6.18354848005439e-07	1.65183229618625e-05	2.28154468703674e-06	0.000207166209235504	0.000148972106689261	0.000103888240340435	1.7437708497026e-05	2.9853208626647e-06	1.6538495030205e-06	1.29651679915288e-06	1.48508144948152e-06	6.11577098990819e-06	7.02691451294243e-06	7.55705368503214e-06
"K00161"	1.2277721686391e-05	4.57700614484677e-06	8.15025688823466e-06	1.4207962382991e-05	9.72920037198827e-07	8.29956311209076e-06	8.59706999547812e-06	7.71444574988698e-06	1.39210551485439e-06	3.10168062169724e-05	9.81841450876946e-06	1.30654244865987e-06	2.07951633853698e-06	6.74806952715167e-06	1.69151512720632e-05	1.82190278265226e-05	2.71275642507507e-05	3.2661438632747e-06	1.46373408085431e-05	1.56458741534327e-06	5.27520885239706e-06	1.22849677474999e-06	4.377764586772e-06	7.98701784348842e-06	2.49689359361791e-06
"K00162"	1.33106576303864e-05	4.83813579960854e-06	9.87727213585102e-06	1.87309236775041e-05	1.7634103947611e-06	1.02043131335153e-05	9.02332813006384e-06	1.18215880666855e-05	1.72745715679459e-06	4.26388458322754e-05	1.08657127131755e-05	1.59392145862809e-06	2.00115478417273e-06	1.10305118997634e-05	1.72846799253864e-05	2.2657080023228e-05	3.07706436067994e-05	4.95307394340429e-06	1.48638258577268e-05	2.3330842948232e-06	5.1895721531696e-06	1.56747071566306e-06	4.83904561142895e-06	9.14386986995072e-06	2.76430688738369e-06
"K00163"	0	6.38873917469024e-07	4.20474055299116e-06	1.71985312624451e-05	4.08403090065232e-06	0	5.41061798592734e-07	9.86256716838727e-06	0	1.69931682739626e-05	2.06575174289735e-06	0	0	7.82154740106931e-06	1.8266797134187e-06	1.82510039321994e-05	2.43135774842116e-06	0	1.72136265302206e-07	0	6.17779173888116e-07	9.94958378193549e-07	1.46738567595585e-06	1.92581383673618e-06	7.91790500233846e-07
"K00164"	3.6359000958273e-07	1.61919962379923e-06	2.89943351718723e-06	6.98419061443451e-06	2.1093758426012e-06	2.0482340767501e-07	4.0069115714293e-07	3.75534012572886e-06	0	8.64851809272739e-06	1.55531674303312e-06	1.58323369055356e-07	0	3.32295735383983e-06	9.7105738599272e-07	1.08096809797835e-05	1.42102095345683e-06	0	1.47509471003387e-07	0	8.11568448209678e-07	5.77599124398499e-07	1.065390405668e-06	8.84364245295676e-07	1.16714090329158e-06
"K00166"	0	9.89955557319701e-07	0	0	0	0	0	0	0	4.815722400202e-07	6.19590553657172e-07	0	0	0	0	6.08815855837931e-07	0	0	0	0	0	0	0	0	0
"K00167"	0	1.11606683719683e-06	4.27512151845197e-07	0	0	0	0	0	0	5.47553817453071e-07	5.69854671343068e-07	0	0	0	0	9.70834831957745e-07	0	0	0	0	3.70257109790076e-07	1.71949280543465e-07	0	0	0
"K00169"	1.03577096193274e-06	0	0	4.43972221677824e-07	0	0	1.9193054974416e-06	8.91631493529183e-07	1.98111376400838e-06	1.39317814825579e-06	1.83411533843396e-06	1.29446017420984e-06	2.10898043009945e-06	8.85017877580306e-07	1.62174534788086e-06	0	7.77102427760286e-07	0	0	0	1.57949449026512e-06	0	0	6.29002958333413e-07	0
"K00170"	4.01245642787087e-06	0	4.4179501050191e-06	1.97072033508785e-06	0	0	5.20963749373659e-06	3.21608167494692e-06	6.00463516256314e-06	3.19602102655517e-06	3.90224429395945e-06	4.40314670588318e-06	4.71951236534193e-06	3.69591687885482e-06	3.20854146438241e-06	3.59769028022819e-06	3.9059730943001e-06	2.77457306168212e-06	0	2.86264957621087e-06	3.78216778980674e-06	0	3.90216627227325e-06	1.47497132117009e-06	3.01976415884978e-06
"K00171"	8.85691703217309e-07	0	0	6.91040239129024e-07	0	0	1.27942997713375e-06	8.56818304886866e-07	1.92923812534775e-06	1.05030924692741e-06	9.61029168972284e-07	1.11988031870655e-06	9.43770503535372e-07	3.94710417058628e-07	1.08158113350967e-06	0	6.48187700554946e-07	0	0	0	1.00448855819764e-06	0	0	0	0
"K00172"	3.52276336158626e-06	0	0	3.2706857740269e-06	0	2.53655484352144e-06	4.24632324908819e-06	4.87676348126969e-06	5.3074965282813e-06	3.34884952602895e-06	4.43067748685199e-06	4.80378797931771e-06	3.00806360390441e-06	4.08150233472097e-06	3.52658525415973e-06	0	3.48824349826887e-06	0	0	0	5.21861276614329e-06	0	0	1.6512116289026e-06	3.33835752168285e-06
"K00174"	7.07009152556889e-05	9.03792438415396e-06	7.23748253524755e-05	2.50460121274086e-05	7.87683077835751e-06	7.54095812605296e-05	5.06652118922606e-05	5.11563354072854e-05	6.64831636099077e-05	1.72434959564836e-05	5.91819799971305e-05	5.35366689371011e-05	6.44028087131062e-05	5.51238880553686e-05	4.19639296729951e-05	1.2162255295721e-05	4.02545697411549e-05	5.88296782316176e-05	7.32005650834193e-05	5.08243945366017e-05	4.13664575433654e-05	1.32877439780339e-05	5.20324418017584e-05	4.95345778949375e-05	4.70679278695108e-05
"K00175"	8.5740013543213e-05	9.78039733036899e-06	9.50629467229018e-05	3.44280442553118e-05	9.0638507542567e-06	8.71510083365661e-05	6.09061382195083e-05	5.67231106212236e-05	8.07756302899015e-05	2.15626987459362e-05	7.13144240558647e-05	6.54788618100607e-05	8.48885177413635e-05	6.32401615950421e-05	4.61421174761129e-05	1.75457580127485e-05	4.79279751173987e-05	7.46409372614184e-05	8.85996528132248e-05	6.39703760902077e-05	4.99691690790119e-05	1.56894817994909e-05	6.09999604554842e-05	5.88052241886385e-05	5.92137615526685e-05
"K00176"	7.13917575447767e-06	8.03811998098079e-07	7.90897118270885e-06	1.2985765322647e-06	5.99278064077516e-07	1.0092302865728e-05	3.45665421574115e-06	5.02405971702943e-06	4.30543375035079e-06	7.51215882978123e-07	5.3419022220501e-06	2.15867458804267e-06	3.86476522536639e-06	5.26023010453811e-06	1.31213429094798e-06	9.49920489672079e-07	2.50558924913767e-06	3.46229030327031e-06	4.54171461606623e-06	2.00541122250968e-06	1.92985258826927e-06	6.00708632015043e-07	4.12025953430735e-06	3.65868765856864e-06	4.16637442478017e-06
"K00177"	4.21789165823347e-05	4.16267113839456e-06	5.39689990020342e-05	1.87172091473082e-05	4.85725674301183e-06	4.66935738336643e-05	3.24875956668878e-05	3.53300028608831e-05	4.16468085057985e-05	1.23315613686821e-05	4.36583526310311e-05	3.42540643976015e-05	4.12955354642507e-05	3.55003102046913e-05	2.49352272241439e-05	8.89734803089976e-06	2.76135781059295e-05	4.11802390500977e-05	4.69807903817619e-05	3.36457202967043e-05	2.6681972416688e-05	9.3967497634397e-06	3.12788730221209e-05	3.32539488144867e-05	3.19723840567635e-05
"K00179"	2.64784858139772e-05	3.34738629178416e-06	3.08004458440482e-05	9.71089209760102e-06	2.93676192888735e-06	2.81403160442814e-05	2.10819145218125e-05	1.56971750748973e-05	2.76789645253607e-05	6.46691461063789e-06	2.35229890990771e-05	2.0471186508032e-05	2.91614847625753e-05	2.00083403179724e-05	1.42701417438408e-05	5.29426122657486e-06	1.33796670750896e-05	2.44248876902265e-05	2.65322934963503e-05	2.17047518653393e-05	1.58548673442255e-05	4.62190939873992e-06	1.99377715072109e-05	1.77851428872266e-05	1.73720965832316e-05
"K00180"	1.95259413259339e-05	2.32776075945414e-06	2.22001775683137e-05	7.03167501014906e-06	2.63892436514353e-06	1.65628051157355e-05	1.32815318196396e-05	9.69865272972202e-06	1.61468771448192e-05	4.13410109966656e-06	1.35264941888361e-05	1.1879880797233e-05	1.65472272440823e-05	1.25567822489062e-05	8.28792844780668e-06	3.46801845023074e-06	8.69629980569441e-06	1.41924866133807e-05	1.52345955908776e-05	1.46760683705776e-05	1.08126125861257e-05	2.98822574666913e-06	1.19766660894693e-05	1.33473687485868e-05	1.44634449155987e-05
"K00185"	6.43991856690099e-07	0	0	0	0	7.14640136481125e-07	3.04330953259229e-07	7.12726959288103e-07	0	3.21627679410148e-07	6.71638240350767e-07	7.98532429755405e-07	0	1.14422712303496e-06	3.3401862535996e-07	3.53143510403089e-06	7.26424559545335e-07	4.33289296958659e-07	7.32486356410635e-07	1.1603662976968e-06	3.82464215346678e-07	0	6.30201977177654e-07	8.85009348952613e-07	5.807427748921e-07
"K00186"	6.77157792878028e-07	0	0	0	0	0	1.03377839383814e-06	0	1.16121808077013e-06	3.96913028700679e-07	1.14848183276066e-06	1.14293313431759e-06	1.44738017594455e-06	0	0	0	0	0	0	0	1.35555152725865e-06	0	0	0	0
"K00187"	0	0	0	0	0	0	1.25273680414723e-06	0	9.04818349110379e-07	0	6.57246495100776e-07	0	1.04284190349603e-06	0	0	0	0	0	0	0	1.13641231572655e-06	0	0	0	0
"K00198"	0	3.41551292960112e-07	0	0	0	0	0	0	0	5.30555502930173e-07	8.32143967909338e-07	5.45836132587522e-07	0	0	0	6.66852319556377e-07	0	0	8.70556303989244e-07	0	0	0	0	6.17637313501335e-07	4.99191464300502e-07
"K00200"	9.14173097917612e-07	0	0	3.8491245959539e-07	0	0	2.22398370199621e-06	9.97423500160012e-07	2.81256324953911e-06	8.43834109279319e-07	1.2241929601217e-06	1.38788937409394e-06	2.43569933539663e-06	1.22505494827141e-06	1.55730055475975e-06	0	1.10398572512064e-06	0	0	0	1.86408294220721e-06	0	0	4.70409869730281e-07	0
"K00201"	2.16574888221238e-06	0	5.01907688487753e-07	8.00295443864953e-07	0	0	4.47371596870553e-06	1.82716347326861e-06	4.42372488634105e-06	1.52521784397035e-06	2.77800478406196e-06	2.82632799799829e-06	3.7099617652149e-06	1.9860937685219e-06	2.25451166328422e-06	0	1.52651794136696e-06	0	0	0	2.91693808358058e-06	0	0	8.70022803147695e-07	0
"K00203"	1.58120573105327e-06	0	0	8.23174308589458e-07	0	0	2.22250308799058e-06	1.56924140908183e-06	3.40592848950971e-06	7.16635310792013e-07	1.73919826228868e-06	3.09891414364042e-06	2.69704253098772e-06	1.41443953302186e-06	1.65554685399717e-06	0	8.35467786293212e-07	0	0	0	2.05544102281072e-06	0	0	7.26105765803261e-07	0
