"","MGJ1","MGJ10","MGJ11","MGJ12","MGJ13","MGJ14","MGJ15","MGJ16","MGJ17","MGJ18","MGJ19","MGJ2","MGJ20","MGJ21","MGJ22","MGJ23","MGJ24","MGJ25","MGJ26","MGJ27","MGJ28","MGJ29","MGJ3","MGJ4","MGJ5","MGJ6","MGJ7","MGJ8","MGJ9"
"K09713",297.33,79.33,182.33,387,391,315.83,45.83,552.5,60,175.17,1826.83,599.33,15,85.5,301.17,291.33,447.33,160.5,8,387.17,39.33,441.17,543.67,826,645.5,652,799.66,426.33,549
"K09714",276.33,83.33,194.33,382,362,269.83,40.33,542,65,165.67,1662.33,541.33,15,70,310.67,320.33,431.33,147,9,359.67,39.33,409.67,480.67,694,599,618,761.66,390.33,548
"K09715",283,86,170,388,367,338.5,55.5,552.5,61,174.5,1822.5,654,19,91.5,303.5,200,343,145.5,6,387.5,27,416.5,627,802,675.5,651,911,383,636
"K09716",328.33,91.65,192.65,393.66,421.68,327.48,59.33,564.32,63.67,194.33,1906,648.33,20.33,104,304.66,280.66,461.66,160,8,388,46,462.67,635.99,899.99,703.65,735.66,887.65,477.31,671.33
"K09717",110,32.32,54.32,70.66,115.68,106.15,20.5,67.82,14.67,39.16,349.17,179,5.33,43.5,46.49,61.33,56.33,39.5,1,57.83,6.67,108.5,236.32,271.99,212.15,138.66,240.99,152.98,174.33
"K09718",16,3,6,11,23,16,1,4,1,1,0,13,0,0,0,0,0,0,0,0,0,0,5,25,12,10,21,18,12
"K09719",221,65,126,332,297,264,40,509,50,154,1576,534,14,63,266,138,318,114,5,356,22,339,496,669,553,560,727,299,495
"K09720",129,66.32,355.32,489.66,654.68,124.65,107,493.82,2735.17,452.66,203.17,148,37.33,25.5,21.49,28.33,59.33,23.5,0,55.83,4.67,42.5,604.32,457.49,426.15,446.66,371.49,242.98,327.33
"K09721",344,88.32,163.32,382.66,374.68,353.15,46.5,545.82,61.67,174.16,1706.17,621,14.33,77.5,296.49,211.33,369.33,143.5,6,382.83,23.67,395.5,576.32,828.99,691.15,645.66,851.99,411.98,674.33
"K09722",413.33,105.65,220.65,428.66,465.68,376.48,61.83,590.82,71.67,206.83,1971.5,709.33,20.33,110.5,333.16,341.66,496.66,172.5,9,405.5,46,495.17,697.99,981.99,779.15,776.66,980.65,520.31,742.33
"K09723",613.33,167.65,337.65,749.66,732.68,614.98,98.83,1082.82,120.67,348.83,3448.5,1193.33,34.33,158.5,591.16,480.66,798.66,279.5,14,735.5,68,804.17,1103.99,1544.99,1274.15,1318.66,1663.65,789.31,1221.33
"K09724",210.5,63,116.5,324,268.5,254,38.5,497.5,49,140,1507,512.5,14,51.5,262.5,146,308.5,105.5,5,336,22,311.5,412.5,572.5,500,545,703.5,272,480.5
"K09725",267.5,82.32,153.82,356.66,332.18,292.65,43,533.32,59.67,166.16,1605.17,566.5,14.33,66,288.99,175.33,340.83,125,6,366.83,23.67,362,544.82,725.49,623.15,602.66,778.49,359.98,615.83
"K09726",404,129.13,223.47,426.82,455.36,345.95,46.67,577.46,65.84,196.98,1864.51,648.33,13.66,80.5,319.65,316.15,502.15,184.16,9,410.83,42.67,487.33,731.47,940.97,748.3,724.49,873.8,553.11,692.33
"K09727",251,79.32,137.32,342.66,307.68,281.15,43.5,524.82,53.67,161.16,1639.17,571,14.33,66.5,275.49,166.33,347.33,122.5,5,364.83,23.67,351.5,520.32,704.99,604.15,599.66,759.99,341.98,589.33
"K09728",326.33,88.65,186.65,390.66,407.68,325.48,48.83,559.82,62.67,181.83,1833.5,615.33,15.33,86.5,303.16,296.66,463.66,161.5,8,387.5,41,444.17,559.99,861.99,683.15,686.66,818.65,468.31,649.33
"K09729",107.97,31.56,42.86,46.26,86.29,78.58,10.5,57.39,13.34,32.82,177.95,119.94,0.66,21.5,36.48,47.55,61.66,21.61,1,43.16,3.45,56.5,161.86,208.12,167.74,112.65,132.51,136.88,238.97
"K09730",339.33,89.65,201.65,398.66,412.68,342.48,48.83,571.82,67.67,187.83,1839.5,626.33,15.33,89.5,321.16,314.66,463.66,166.5,9,395.5,41,457.17,585.99,870.99,697.15,699.66,836.65,473.31,665.33
"K09731",316.83,88.65,196.15,383.66,393.18,302.98,46.33,561.32,66.67,184.83,1745.5,592.83,15.33,85,315.66,300.66,457.16,149,9,383.5,41,431.67,578.49,820.49,664.15,672.66,800.15,441.31,656.83
"K09732",313.33,92.33,203.33,410,393,325.83,54.83,555.5,65,172.17,1830.83,620.33,20,81.5,322.17,314.33,430.33,158.5,9,373.17,44.33,451.17,573.67,722,663.5,705,904.66,434.33,639
"K09733",174.83,69.32,369.65,522.16,689.51,164.15,108.5,516.65,2742.84,462.16,263.17,172.5,37.33,34,43.49,56.33,64.66,48.5,1,70.83,4.67,83.83,633.32,534.49,475.98,466.16,424.66,288.14,349.33
"K09735",413.33,105.65,220.65,428.66,465.68,376.48,61.83,590.82,71.67,206.83,1971.5,709.33,20.33,110.5,333.16,341.66,496.66,172.5,9,405.5,46,495.17,697.99,981.99,779.15,776.66,980.65,520.31,742.33
"K09736",395.83,95.65,206.15,404.66,435.18,377.98,62.83,594.82,68.67,217.33,2051,731.83,20.33,125.5,337.16,321.66,506.16,174.5,9,429,46,516.17,770.49,1028.49,788.65,776.66,963.15,497.31,728.83
"K09737",262.5,78,142.5,366,346.5,319,55.5,534.5,54,167,1792,635.5,19,88.5,281.5,162,336.5,133.5,5,377,27,394.5,593.5,778.5,636,633,873.5,360,614.5
"K09738",380.33,96.33,212.33,424,442,351.83,56.83,569.5,69,187.17,1863.83,658.33,20,95.5,324.17,341.33,464.33,162.5,9,379.17,44.33,464.17,597.67,864,700.5,727,943.66,468.33,639
"K09739",139.33,27.65,81.65,77.66,145.68,101.48,11.83,79.82,18.67,45.83,362.5,140.33,1.33,41.5,63.16,175.66,161.66,59.5,4,65.5,19,148.17,179.99,306.99,202.15,154.66,153.65,204.31,186.33
"K09740",86,21.32,35.32,49.66,77.68,76.15,6.5,39.82,11.67,14.16,120.17,75,0.33,7.5,28.49,50.33,29.33,26.5,1,22.83,1.67,48.5,65.32,128.99,114.15,72.66,108.99,109.98,141.33
"K09741",392.33,94.65,201.65,407.66,433.68,358.48,49.83,573.82,68.67,192.83,1839.5,644.33,15.33,89.5,323.16,329.66,485.66,166.5,9,396.5,41,465.17,607.99,919.99,727.15,712.66,871.65,489.31,713.33
"K09742",201,62,117,321,267,243.5,37,492,49,142,1477,489,14,48,258,139,302,108,5,330,22,309,406,565,495,542,683,270,480
"K09743",129.33,27.65,80.65,67.66,129.68,75.98,10.83,76.82,17.67,44.83,308.5,129.33,1.33,40.5,62.16,170.66,161.66,44.5,4,59.5,19,125.17,178.99,266.99,176.15,147.66,137.65,177.31,179.33
"K09744",170.66,65.65,91.15,79.66,223.18,81.48,24.66,133.32,31.67,103.16,449,204.83,6.33,55,57.66,179.66,189.16,53,3,60.83,24,167.67,330.16,457.49,272.48,246.99,247.15,263.31,186.5
"K09745",211,63,127,327,270,254.5,37,502,54,144,1473,499,14,51,276,155,302,108,6,338,22,322,432,570,507,538,701,272,495
"K09746",416.66,111.3,260.3,439.32,509.36,360.96,55.66,619.64,79.34,225.66,2072,684.66,16.66,120,356.32,451.32,612.32,205,12,435,60,564.34,720.98,1085.98,835.3,804.32,894.3,619.62,813.66
"K09747",4888.4,1572.31,5213.36,5421.13,5338.65,3083.42,6139,3021,7434.69,5970.3,8219.81,3487.91,1369.94,8247.43,855.56,2205.9,1427.03,817.92,603.79,1361.66,681.55,1274.96,4838.68,6358.45,5935.97,4787.83,5745.32,4090.2,3626.08
"K09748",4931.74,1597.84,5230.09,5440.87,5402.2,3103.14,6144.75,3068,7448.94,6016.55,8278.32,3514.68,1369.44,8243.63,863.06,2213.34,1427.53,837.64,605.79,1344.16,677.94,1262.16,4926.79,6418.55,6011.76,4857.58,5817.54,4142.25,3686.5
"K09749",724.5,189.31,534.36,922.9,1245.66,528.56,5287.5,726.66,5511.5,4572,1328.4,421.53,71,80,105,129.53,169,61.07,130,119.4,75.21,112.5,833.22,1025.82,1268.8,1084.61,1395.99,857.79,783.89
"K09758",49.98,4.2,1.86,2.76,12.08,40.19,0.36,15.8,0.67,12.11,24.94,12.67,0,0.2,2,0.89,0.33,1,0,0.11,0,4.87,11.25,2.17,49.17,39.27,4.64,4.53,8.22
"K09759",3.33,0,2.25,2.75,5,2.67,0.33,0,0,2.33,2,1,0,0,0,0,0,0,0,0.33,0,5,6.67,7,10.33,12.75,14,7.33,6.34
"K09760",3983.49,1288.03,4595.04,4379.95,3663.55,2357.12,5927.88,1752.15,4403.5,5206.56,7216.89,2663.93,1289.2,8228.48,707.49,1661.53,1042.41,620.43,589.12,1113.82,621.91,1105.1,3672.28,4574.18,4022.74,3435.14,3846.8,3219.32,2705.03
"K09761",4945.17,1591.39,5242.14,5475.02,5431.7,3175.64,6181.75,3057.75,7443.44,5979.55,8414.87,3561.01,1372.94,8252.43,876.89,2269.84,1461.03,856.64,606.79,1369.16,691.44,1312.96,4871.29,6523.8,6010.19,4853.08,5846.12,4158.88,3663.3
"K09762",1007.11,326.61,760.66,1153.76,1938.42,889.98,296.99,1004.1,3052.69,810.08,1773.56,1039.72,155.91,309.11,173.15,603.29,430.71,273.23,24.67,302.84,66.72,278.33,1227.97,2161.58,2111.24,1497.88,2174.24,952.48,1018.93
"K09763",426.36,114.16,183.71,283.69,557.14,500.75,57.59,251.97,78.11,137.6,479.62,332.25,27.33,30.67,59.67,242.01,186.54,69.54,13,92.48,57.53,167.92,193.09,751.53,909.36,533.39,826.12,308.49,323.94
"K09764",1317.24,606,2803.41,3212.5,2293.74,993.86,323.35,1246.22,3333.26,1070.52,1777.42,1270.25,588.83,5154.67,190.83,659.88,475.82,267.51,297.5,423.52,223.5,253.08,1346.59,2490.58,2280.27,1966.19,2448.06,1297.65,1541.37
"K09765",1271.86,766.71,3592.36,3534.35,2223.7,748.75,417.68,1648.79,3765.46,1237.33,3329.15,1226.01,1059.61,6469.14,225.16,963.32,421.65,274.39,382.14,495.32,259.38,346.62,1447.98,2270.76,1769.92,1651.74,1935.05,1483.73,1564.1
"K09766",304.92,85.67,149.02,223.54,364.68,306.78,47.1,155.3,62.1,141.6,102.81,266.89,1,1,12,66.49,35.8,21.31,5,13.9,32.31,43,133.72,590.59,748.14,453.63,661.48,214.22,247.21
"K09767",3367.65,853.12,2152.57,2043.9,2859.78,2234.06,5742.48,1323.34,3548.28,4749.69,5951.62,2248.44,714.19,2725.4,634.07,1424.09,940.03,532.22,291.29,876.16,416.53,971.46,3191.54,3658.13,3754.44,2621.7,3210.76,2509.28,1969.52
"K09768",3423.81,856.11,2099.77,1986.68,2852.98,1859.78,5727.87,1334.62,3717.35,4716.86,5709.79,2042.88,684.69,2712.4,616.73,1411.79,849.21,463.05,273.79,861.06,428.61,953.21,3088.87,3518.81,3575.34,2531.71,3288.43,2403.87,1969.23
"K09769",1577.66,720.58,2900.79,3463.74,2592.36,1205.02,406.43,1482.38,3562.43,1117.04,2205.64,1496.62,573.66,5174.08,240.65,945.23,503.71,293.31,301.67,525.65,283.39,387.16,1518.39,3162.09,2659.38,2281.49,3132.79,1518.33,1775.32
"K09770",422.75,147.67,490.85,722.21,1019.18,432.95,154.6,661.47,2806.77,598.93,300.98,358.56,39,14,30,66.49,64.8,37.81,8,91.9,41.31,52,629.72,966.09,1207.47,878.3,1103.9,389.22,467.38
"K09771",2470.74,576.29,1789.25,1132.94,1647.11,1354.85,262.03,684.65,870,534.87,3284.13,1219.33,647.09,2569.16,251.56,700.6,514.58,321.52,113.83,408.49,130.71,364.14,2509.86,1980.76,2215.22,1343.06,1663.49,1217.45,1069.96
"K09772",972.83,323.53,714.54,1105.95,1824.59,869.78,289.43,1008.24,3029.36,736.86,1697.34,1122.58,170.24,311.95,175.65,610.56,510.37,324.35,24.67,294.7,68.33,276.08,1091.61,2040.64,2052.62,1442.65,2106.08,891.82,1011.6
"K09773",3669.19,951.11,2490.41,2459.29,3518.93,2441.81,5790.03,1814.62,6470.93,5201.94,6028.31,2149.27,791.36,2967.73,643.48,1563.02,959.71,553.83,290.29,943.64,442.55,1026.21,3605.43,3907.87,4149.36,3116.2,3686.04,2714.01,2250.26
"K09774",2957.78,741.45,1926.7,1668.37,2148.06,1698.19,5643.43,1361.65,3474.75,4587.14,5247.59,1563.68,676.03,2691.32,574.24,1135.94,743.32,417.52,279.12,766.74,400.83,837.21,2976.87,2503.36,2661.73,2041.7,2038.66,2177.87,1560.48
"K09775",476.94,119.34,188.57,280.94,502.6,405.06,56.43,226.17,81.27,181.76,290.59,332.28,2,5,33.5,101.52,77.3,51.32,8.5,80.83,38.32,71.5,164.61,837.98,982.74,590.96,950.18,269.94,304.66
"K09776",153,66,380.33,530,746.67,204,115.83,497.5,2745.67,507.16,83,136.5,38,8,5.33,4.33,17.16,7.17,0,21.5,8,25.33,547.17,515.67,478.16,504,439.58,229.33,279.67
"K09777",437.25,153.17,492.35,724.71,1029.18,433.45,154.6,664.47,2806.77,598.43,335.98,369.06,39,14,31.5,68.99,76.3,43.81,8,93.4,41.31,60.5,647.22,983.09,1204.47,871.3,1124.9,402.72,475.88
"K09778",668.75,412.25,2263,2456.83,1062.15,455.16,171.5,862.25,388.5,379,1217.67,805.71,476.5,5143,95,459.83,167,127.83,288,286,173,175.5,374.83,1446.91,843.33,777.83,1401.25,835.03,963.87
"K09779",437.13,123.32,163.53,276.36,427.72,444.59,93.42,246.98,101.84,177.24,541.36,426.56,9.16,49.08,49.48,244.38,126.07,64.27,10.17,116.66,39.78,136.66,247.12,762.04,986.83,527.66,854.01,305.86,285.44
"K09780",2978.73,742.2,1932.57,1676.36,2232.27,1736.09,5638.35,1034.24,3456.67,4567.06,5233.14,1623.46,697.11,2701.82,572.41,1206.97,747.57,409.5,278.12,740.4,395.72,867.05,2948.15,2500.71,2703.96,2082.71,2105.48,2135.9,1549.62
"K09781",1214.96,478.36,1234.32,1136.02,1659.02,856.5,5358.01,571.91,3249.83,4416.55,3638.81,770.21,647.35,2609.99,294.08,635.3,432.41,257.99,242.83,353.15,168.25,378.8,821.4,1621.3,1373.46,1136.62,1521.88,1316.82,1086.37
"K09785",69.33,20.5,50.5,64.5,134,11.5,11.83,37,13.5,75.83,69,71,0,4,10.5,13.5,6.5,2,1,6.33,0,6.5,103.17,186,160.83,123.83,105.5,100.5,71.67
"K09786",2875.54,666.08,1955.16,1457.78,2035.14,1599.2,5586.93,852.04,3489.42,4560.31,4376.89,1272.69,661.53,2643.12,337.33,902.61,630.99,327.37,256.12,497.56,213.01,540.35,2662.04,2404.53,2644.33,1796.96,2408.58,1845.34,1474.03
"K09787",736.45,249.61,623.33,952.26,1513.1,696.2,228.3,870.88,3027.1,697.05,1317.64,718.22,124.83,285.44,110.82,598.49,280.3,181.64,17.67,235.9,49.22,226.83,934.47,1548.42,1540.3,1102.27,1640.18,699.58,752.9
"K09788",2352.98,498.52,1589.66,1023.59,1317.79,985.26,5356.95,557.47,3141.65,4291.44,3298.07,888.05,203.21,991.07,304.15,668.08,384.56,230.45,212.65,376.48,295.38,343.5,2371.54,1487.68,1882.61,1315.49,1328.14,1338.97,996.54
"K09789",0.75,0.25,1,1.5,4.15,0,0,0.25,0,0,0,8.05,0,0,1,0,0,0,0,0,0,0,1,8.25,2.5,2,0.75,4.95,4.45
"K09790",2748.26,637.97,1889.8,1409.65,2064.61,1399.59,5559.46,788.4,3612.25,4504.01,4750.06,1193.05,741.78,2889.18,345.07,858.48,527,321.66,250.12,492.57,208.63,482.88,2848.82,2017.05,2109.37,1511.09,2002.92,1747.51,1437.98
"K09791",3481.66,1099,4150.86,4013.08,2997.68,2103.78,5787.79,1472.87,3819.84,4914,6208.77,2432.13,1170.11,7824.12,632.99,1501.52,966.23,555.92,559.12,966.51,520.47,965.93,3203.32,3734.97,3475.5,2757.9,3261.7,2863.36,2515.19
"K09792",2269.11,387.8,1117.3,926.62,1049.05,1203.93,5336.99,989.69,3311.5,4321.17,3011.45,1078.79,107,265,401.17,790.96,665.32,271.86,191,538.34,282.16,676.67,2448.84,1468.76,1863.02,1485.94,1232.19,1665.64,866.2
