"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_3A","FS_3C","FS_3E"
"K09748",0.00047666904233766,0.000455879098215862,0.000455424611997215,0.000448185179570665,0.00046917056094057,0.000462729863814194,0.000451393240589882,0.000434599167524255,0.000442008877678783,0.000461261517882178,0.000479297758881302,0.000473356687340062,0.000454304339469318,0.000449559258360077,0.000472005025419679,0.000468654342230435,0.000482698097896631
"K06023",0.000273669290581933,0.000308526204386055,0.000278512073759177,0.000283865765356877,0.000291864132498885,0.000275654790300741,0.000210552700839704,0.00019983244018699,0.000221004438839392,0.000296583063690909,0.000244761110652054,0.000377682844917278,0.000317538455697453,0.000262707173855793,0.00025034092481208,0.000276314121571016,0.000292078466880127
"K09742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K09741",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.31595438024815e-05,2.20418716543402e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.99937859313325e-06,1.92156886105347e-06
"K09740",7.10699328138889e-05,6.03426645802379e-05,7.5521625993125e-05,6.90914272766137e-05,7.38948793738338e-05,0.00011876733171231,5.63980448677779e-05,5.4064968208759e-05,5.14061802448156e-05,7.24261506148333e-05,9.348079929422e-05,7.21367695716209e-05,8.75819381882921e-05,9.06404033776514e-05,6.49103791114912e-05,6.45799285582041e-05,5.53411831983399e-05
"K09747",0.000516107850124523,0.000523618605551097,0.000511961519853947,0.00050114012218728,0.000505705180072326,0.000515172581713136,0.000504658060742783,0.000499685071560184,0.000503949111252455,0.000511433823336029,0.000503502608698555,0.00051541830826853,0.000497879589503887,0.000487701082949254,0.000521414418474695,0.0005146400498725,0.000531121633195179
"K09746",0,0,0,0,0,0,2.08881647658437e-07,0,0,0,0,0,0,0,0,0,0
"K09745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K06024",0.000528720260736565,0.000531599409576225,0.000530737614714116,0.000516822057983617,0.000519534668670222,0.000533020733603112,0.000533692609767306,0.000537530549306315,0.000530494925641171,0.000515075361635099,0.000502876621203281,0.00051759766686586,0.000497448151384733,0.000489415322256633,0.000521995705451813,0.000513840298435246,0.000532274574511811
"K03477",3.88382168053365e-05,5.9953357066817e-05,4.13074086923723e-05,3.75002812521094e-05,4.47910302349775e-05,3.34928282379798e-05,2.04704014705268e-05,1.95465654293206e-05,1.74865285259004e-05,5.80623051018356e-05,3.88112247069753e-05,4.83817608607246e-05,5.93227413836954e-05,5.72127368837658e-05,4.65029581694266e-05,5.25836569994046e-05,4.63098095513886e-05
"K03476",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.04331249212299e-06,2.17935859732994e-07,0,0,0,0,0
"K03475",1.40137895689358e-06,7.7861502684178e-07,1.87760948601692e-06,2.27274431830966e-06,2.06410277580541e-06,1.98312798777512e-06,4.59539624848561e-06,3.32707496669286e-06,4.8456645312736e-06,8.09230733126629e-07,5.21656246061495e-06,1.30761515839796e-06,4.31438119154148e-07,6.42839740267031e-07,3.87524651411888e-07,5.99813577939976e-07,0
"K03474",0.000241237377579538,0.000251297999913184,0.000259735978899007,0.000269320201719695,0.000255948744199871,0.000307825533213538,0.000196975393741906,0.000186108255949382,0.000202043142847452,0.000250659219585973,0.000246013085642601,0.00029334166720061,0.000281081934628928,0.000275349688747712,0.000236196275035546,0.000240125369035304,0.000242117676492737
"K03473",8.00787975367762e-07,1.94653756710445e-07,6.25869828672307e-07,4.54548863661932e-07,8.25641110322165e-07,6.61042662591706e-07,4.17763295316873e-07,4.15884370836608e-07,0,2.02307683281657e-07,2.08662498424598e-06,4.35871719465987e-07,8.62876238308297e-07,4.28559826844688e-07,7.75049302823776e-07,7.99751437253302e-07,1.53725508884278e-06
"K03472",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K03471",2.92287611009233e-05,4.84687854209008e-05,3.17107379860635e-05,3.11365971608423e-05,2.66269258078898e-05,2.44585785158931e-05,1.39950703931153e-05,1.4348010793863e-05,1.3062226127781e-05,3.88430751900782e-05,1.73189873692416e-05,3.16006996612841e-05,3.23578589365611e-05,2.89277883120164e-05,3.19707837414808e-05,3.15901817715054e-05,2.99764742324341e-05
"K03470",0.000529721245705774,0.000527706334442016,0.000530528991437892,0.00052000390002925,0.000519328258392642,0.000530596910506943,0.000534737018005598,0.000532331994670858,0.000535340590172445,0.000514670746268536,0.00050871917115917,0.000523917806798117,0.00049766387044431,0.000488986762429789,0.000517732934286282,0.000514440112013186,0.000528623593675809
"K03478",6.18608710971596e-05,6.07319720936588e-05,6.88456811539538e-05,8.0227874436331e-05,6.99730840998035e-05,8.17489426071743e-05,6.74687721936751e-05,6.59176727776023e-05,6.17295525070942e-05,7.54607658640581e-05,9.49414367831921e-05,7.51878716078828e-05,9.23277574989877e-05,0.000105639997317215,7.67298809795538e-05,7.83756408508236e-05,6.76392239090821e-05
"K02304",0.000554145278954491,0.000537244368520828,0.000499444123280501,0.00041886677786447,0.000493939794250235,0.00049335817384761,0.000538079124368133,0.000541481450829263,0.000521224958711778,0.000511838438702593,0.000492860821278901,0.000422795567882008,0.000422593637711488,0.000426202747797042,0.000551447578959117,0.000524437004978853,0.000556870655933295
"K02305",2.48244272364006e-05,2.93927172632772e-05,3.54659569580974e-05,3.56820857974617e-05,3.69474396869169e-05,4.03236024180941e-05,1.60838868696996e-05,1.97545076147389e-05,1.53797178601293e-05,2.93346140758403e-05,2.94214122778683e-05,2.50626238692943e-05,3.68879591876797e-05,4.37131023381581e-05,1.97637572220063e-05,2.55920459921057e-05,2.30588263326416e-05
"K02302",0.000655845351826197,0.000677784380865769,0.000736440165071081,0.000829551676183026,0.00070922571376674,0.000744995080740853,0.000646488699502862,0.000638798393605029,0.000638995674928384,0.000624726125973758,0.000704027269684594,0.000810067590627538,0.000731719050085436,0.000773121927627816,0.000679912000902157,0.000661594376467794,0.000662172629519026
"K02303",0.000355750058057128,0.000318453545978288,0.00031731600313686,0.000308411403994621,0.000326128238577255,0.000279180351167897,0.000310189246772779,0.000304843243823233,0.000328030420660565,0.000328547677649411,0.000318627635094361,0.000279829643897164,0.000303516716824943,0.000323134109440894,0.000321451698346161,0.000309903681935654,0.000325321608176352
"K02300",0.000102500860847074,9.90787621656165e-05,0.000107023740702964,0.000125228211938862,0.00012219488432768,0.000115241770845154,7.83306178719138e-05,8.35927585381581e-05,8.34297023645368e-05,0.000116326917886953,0.000126866799042156,0.000108314122287298,0.000150356184525221,0.00017099537091103,8.97119568018521e-05,0.000105967065436062,8.80078538362489e-05
"K02301",0.000509100955340055,0.000511550072635049,0.000509249417263034,0.000499776475596294,0.00049971928202249,0.000461407778489011,0.000525337343860968,0.000542729103941773,0.000521646320844932,0.000500711516122102,0.000476793808900207,0.000501470413245619,0.000478896312261105,0.000473344328749957,0.000497387890087158,0.000500644399720567,0.000515941239192857
"K03653",1.22120166243584e-05,1.07059566190745e-05,1.73157319266005e-05,1.52273869326747e-05,1.32102577651546e-05,1.63057190105954e-05,2.06792831181852e-05,2.86960215877259e-05,1.8539933858786e-05,6.87846123157634e-06,5.21656246061495e-06,5.23046063359185e-06,4.74581931069563e-06,9.42831619058313e-06,6.39415674829615e-06,5.79819792008644e-06,6.5333341275818e-06
"K03652",0.000389583350016416,0.000395147126122203,0.000379485739451642,0.000362502718770391,0.000362869267986592,0.000336691062813376,0.000412541254125413,0.00042420205825334,0.000402611518228863,0.000382563829085614,0.000362655422261952,0.000334313608830412,0.000349680595574437,0.000351847617839488,0.000399731677931362,0.000383480814162958,0.000387196125502274
"K03651",1.60157595073552e-06,9.73268783552225e-07,4.17246552448205e-06,6.81823295492898e-06,2.4769233309665e-06,8.37320705949494e-06,5.01315954380248e-06,2.49530622501965e-06,3.37089706523381e-06,2.02307683281657e-06,3.33859997479357e-06,1.30761515839796e-06,3.88294307238733e-06,2.14279913422344e-06,1.55009860564755e-06,2.19931645244658e-06,1.72941197494812e-06
"K03650",0.000486078301048231,0.000497924309665318,0.00047649556289585,0.000441821495479398,0.000470615432883634,0.000467357162452336,0.000436353761958474,0.000429608555074216,0.000428103927284694,0.000485133824509414,0.000466986671474251,0.000480330634851518,0.000469836111758868,0.000461344653598306,0.000494481455201569,0.000477251670180908,0.000503451041596009
"K03657",0.000740528680221338,0.000754477961009685,0.000767316409952248,0.000817960680159647,0.00075897059066365,0.000813302822541995,0.000805238751723274,0.000802033009158398,0.00080206282045907,0.000743885351426654,0.00075055900683328,0.000751006972639896,0.000750055170149487,0.000751693936285582,0.000741334658150942,0.00075636492178231,0.000729427539655897
"K03656",8.82868742842957e-05,8.87621130599629e-05,8.24061941085204e-05,8.06824232999929e-05,9.66000099076933e-05,7.51385159812572e-05,5.7860216401387e-05,5.34411416525041e-05,6.86820277041389e-05,9.16453805265907e-05,8.09610493887441e-05,0.000138825142649917,0.000108938125086422,8.48548457152481e-05,7.63423563281419e-05,8.65730930826699e-05,9.81921687998323e-05
"K03655",0.000550741930059178,0.000550286170220428,0.000553268928546319,0.000556822357985867,0.000547812876698757,0.000579514067538729,0.000573380122822409,0.000556869172550217,0.000561886404561161,0.000536115360696392,0.000536053958452793,0.000542006483155955,0.000526570224427638,0.000507200555070688,0.000536527879879759,0.000536833152256279,0.000547647125400239
"K03654",0.000579169903184734,0.000592915342940015,0.000583727926875038,0.000597959030147272,0.000575471853894549,0.00054910610505951,0.000618289677068973,0.000615508868838179,0.000628040259466374,0.000578802281868821,0.000542522495903955,0.000584503975803889,0.000561300993019547,0.000541485341218263,0.000565398466409944,0.000586617679225297,0.00057608634454383
"K03658",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K12439",0,5.83961270131335e-07,0,2.27274431830966e-07,0,2.20347554197235e-07,0,4.15884370836608e-07,0,2.02307683281657e-07,6.25987495273794e-07,0,4.31438119154148e-07,0,0,3.99875718626651e-07,0
"K12431",0,5.83961270131335e-07,0,2.27274431830966e-07,0,2.20347554197235e-07,0,4.15884370836608e-07,0,2.02307683281657e-07,6.25987495273794e-07,0,4.31438119154148e-07,0,0,3.99875718626651e-07,0
"K12430",0,7.7861502684178e-07,0,4.54548863661932e-07,2.06410277580541e-07,2.20347554197235e-07,0,4.15884370836608e-07,0,6.06923049844972e-07,6.25987495273794e-07,0,4.31438119154148e-07,0,0,3.99875718626651e-07,1.92156886105347e-07
"K12433",2.60256091994523e-06,1.36257629697311e-06,2.29485603846513e-06,3.63639090929546e-06,2.06410277580541e-06,2.64417065036682e-06,2.71546141955968e-06,3.53501715211116e-06,2.73885386550247e-06,3.03461524922486e-06,3.54726247321817e-06,2.83316617652892e-06,3.88294307238733e-06,1.71423930737875e-06,3.1001972112951e-06,1.99937859313325e-06,1.92156886105347e-06
"K12432",0,5.83961270131335e-07,0,2.27274431830966e-07,0,2.20347554197235e-07,0,4.15884370836608e-07,0,2.02307683281657e-07,6.25987495273794e-07,0,4.31438119154148e-07,0,0,3.99875718626651e-07,0
"K12435",0,5.83961270131335e-07,0,2.27274431830966e-07,0,2.20347554197235e-07,0,4.15884370836608e-07,0,2.02307683281657e-07,6.25987495273794e-07,0,4.31438119154148e-07,0,0,3.99875718626651e-07,0
"K12434",0,7.7861502684178e-07,0,4.54548863661932e-07,0,2.20347554197235e-07,0,4.15884370836608e-07,0,6.06923049844972e-07,6.25987495273794e-07,0,4.31438119154148e-07,0,0,3.99875718626651e-07,1.92156886105347e-07
"K12437",5.20512183989045e-06,4.86634391776112e-06,2.29485603846513e-06,4.09093977295739e-06,4.95384666193299e-06,3.08486575876129e-06,3.55098801019342e-06,4.57472807920268e-06,2.73885386550247e-06,7.28307659813966e-06,6.46853745116254e-06,6.32013993225682e-06,6.90300990646637e-06,4.28559826844688e-06,4.26277116553077e-06,5.19838434214646e-06,3.45882394989624e-06
"K12436",1.0009849692097e-06,1.16792254026267e-06,1.87760948601692e-06,2.95456761380256e-06,1.44487194306379e-06,3.745908421353e-06,1.46217153360906e-06,1.24765311250982e-06,6.3204319973134e-07,1.01153841640829e-06,1.25197499054759e-06,1.08967929866497e-06,1.07859529788537e-06,1.71423930737875e-06,3.87524651411888e-07,9.99689296566627e-07,7.68627544421388e-07
"K06979",0.000300495687756753,0.000289255482471721,0.000325035064357151,0.000415684935818837,0.000335210290790799,0.000365115897304819,0.000454735346952417,0.000447907467391026,0.00044516909367744,0.000323085370200807,0.000345545097391134,0.000356107194803712,0.000368232434698066,0.00035656177593478,0.00030381932670692,0.000362487338935059,0.000264984345939273
"K06978",0.000666856186487504,0.000656956428897752,0.000621697363147825,0.000585231661964737,0.000603130831090342,0.000531478300723732,0.00073087688515687,0.000728421475520318,0.000710627237564603,0.000616229203275928,0.000588845570554216,0.000542006483155955,0.000530453167500025,0.000520914469529718,0.00064445349529797,0.000646599037019294,0.000646223607972282
"K06971",2.04200933718779e-05,1.20685329160476e-05,2.71210259091333e-05,3.3182067047321e-05,2.70397463630509e-05,2.75434442746544e-05,2.98700756151565e-05,3.72216511898764e-05,3.24448842528754e-05,1.57799992959693e-05,1.39803873944481e-05,1.39478950229116e-05,1.4668896051241e-05,1.79995127274769e-05,1.24007888451804e-05,1.19962715587995e-05,1.71019628633759e-05
"K06970",6.00590981525821e-07,1.94653756710445e-07,8.34493104896409e-07,2.04546988647869e-06,1.23846166548325e-06,1.54243287938065e-06,2.08881647658437e-07,0,4.21362133154226e-07,1.21384609968994e-06,1.25197499054759e-06,8.71743438931975e-07,1.72575247661659e-06,2.57135896106813e-06,0,0,0
"K06973",4.82474755159077e-05,6.77395073352348e-05,6.84284346015056e-05,6.86368784129517e-05,4.70615432883634e-05,7.07315648973125e-05,6.87220620796257e-05,7.19479961547331e-05,6.93140709038702e-05,4.99699977705693e-05,2.7543449792047e-05,4.27154285076668e-05,4.40066881537231e-05,3.89989442428666e-05,4.35965232838374e-05,4.2986639752365e-05,4.57333388930726e-05
"K06972",5.0449642448169e-05,6.81288148486557e-05,4.46453811119579e-05,3.43184392064759e-05,6.62576991033538e-05,3.23910904669936e-05,3.86431048168108e-05,3.24389809252554e-05,4.23468943819997e-05,6.95938430488901e-05,6.92759494769666e-05,0.000123351696608874,8.26203998180194e-05,6.14983351522127e-05,7.13045358597874e-05,7.97752058660168e-05,9.26196191027772e-05
"K06975",0.000148145775443036,0.000126330288105079,0.000173783189094677,0.000217274356830403,0.000153362836242342,0.000188617506392833,0.000180264861929231,0.000191930637141094,0.00018539933858786,0.000123812302168374,0.000137925911458659,0.000129235964821665,0.000138060198129327,0.000159209975672801,0.000110638287978094,0.000125161099930142,0.000101074522091412
"K06974",7.96784035490923e-05,8.00026940079929e-05,0.00010931859674143,8.56824608002742e-05,0.000102173087402368,0.000144327647999189,0.00012156911893721,0.000130795634628113,0.000118824121549492,6.61546124331019e-05,7.76224494139505e-05,5.27404780553845e-05,6.12642129198891e-05,6.9212412035417e-05,9.61061135501482e-05,9.53703588924562e-05,8.68549125196168e-05
"K06977",1.42139865627778e-05,1.47936855099938e-05,1.56467457168077e-05,2.25001687512656e-05,1.73384633167655e-05,1.67464141189899e-05,1.19062539165309e-05,9.77328271466028e-06,1.07447343954328e-05,2.50861527269255e-05,1.73189873692416e-05,2.22294576927654e-05,2.39448156130552e-05,2.78563887449047e-05,8.91306698247342e-06,1.09965822622329e-05,1.05686287357941e-05
"K06976",2.52248212240845e-05,1.94653756710445e-05,2.71210259091333e-05,4.36366909115455e-05,2.7452566918212e-05,2.9967267370824e-05,4.09408029410536e-05,4.34599167524255e-05,5.07741370450843e-05,2.00284606448841e-05,2.29528748267058e-05,2.63702390276922e-05,2.13561868981303e-05,2.09994315153897e-05,1.51134614050636e-05,2.09934752278992e-05,1.42196095717957e-05
"K07082",0.000484276528103654,0.000467752977375199,0.000478581795658091,0.000467048957412635,0.000471853894549117,0.000489612265426257,0.000479383381376112,0.000470989049972458,0.000482670323528166,0.00046146382556546,0.000474498521417536,0.000472049072181664,0.000451068553575662,0.000448059298966121,0.000472392550071091,0.000462056392873095,0.000488462804479792
"K07083",0.000280275791378717,0.000294900441416324,0.000261822211661248,0.000213410691489277,0.000242738486434717,0.000244806132713128,0.000250449095542466,0.000249530622501965,0.000238701648431869,0.000268866911081322,0.000236831935711919,0.000215538565275931,0.000217013373934537,0.000217494112123679,0.000290255963907504,0.000269316296495049,0.000291501996221811
"K07080",0.000179176309488537,0.000186672952685317,0.000192976530507295,0.000205910635238855,0.000221684638121501,0.000243043352279551,0.00018172703346284,0.000175711146678467,0.000177604139124506,0.000228000759058428,0.000267922647977184,0.000281355194915295,0.000271158857888382,0.000263350013596061,0.000218757665722011,0.000225529905305431,0.000221172575907254
"K07081",0.000280676185366401,0.000293537865119351,0.000259944602175231,0.000213183417057446,0.000242325665879555,0.000242602657171156,0.000247106989179931,0.000246203547535272,0.000237226880965829,0.000267855372664914,0.000234536648229248,0.000214666821836999,0.000216581935815382,0.000214279913422344,0.000287930815999033,0.000267716793620543,0.000289388270474653
"K07086",3.28323069900782e-05,1.94653756710445e-05,2.94158819475984e-05,3.70457323884475e-05,2.64205155303093e-05,2.55603162868793e-05,1.96348748798931e-05,1.82989123168107e-05,2.54924090558307e-05,1.57799992959693e-05,1.04331249212299e-05,1.39478950229116e-05,1.59632104087035e-05,2.0570871688545e-05,5.03782046835454e-06,9.59701724703962e-06,8.26274610252992e-06
"K07087",0,0,0,0,0,0,2.08881647658437e-07,0,0,0,0,0,0,0,0,0,0
"K07084",1.20118196305164e-06,5.83961270131335e-07,1.25173965734461e-06,2.95456761380256e-06,1.65128222064433e-06,2.64417065036682e-06,1.25328988595062e-06,1.03971092709152e-06,1.68544853261691e-06,4.04615366563314e-07,6.25987495273794e-07,4.35871719465987e-07,6.47157178731222e-07,8.57119653689375e-07,1.93762325705944e-07,1.99937859313325e-07,1.92156886105347e-07
"K07085",6.66655989493662e-05,8.4869037925754e-05,7.36440165071081e-05,7.31823670495711e-05,7.22435971531895e-05,7.16129551141015e-05,5.55625182771442e-05,5.57285056921054e-05,5.24595855777012e-05,9.38707650426889e-05,8.97248743225772e-05,8.69564080334645e-05,0.000107859529788537,0.000104354317836681,8.75805712190867e-05,8.93722231130565e-05,7.60941268977174e-05
"K07088",0.000400594184677723,0.000396899009932597,0.000443533085252441,0.00048454908866362,0.00043077824931059,0.00051407084394215,0.000402514935037808,0.000398625169446888,0.00039481631876551,0.000410886904745046,0.000446955071625489,0.000455268010982224,0.000481053502856875,0.000485558283815031,0.000393531283508772,0.000400875407923217,0.000376243182994269
"K07089",0.00035494927008176,0.000354853798483141,0.000344437029045993,0.00030818412956279,0.000319110289139517,0.000392438994025276,0.000341730375569202,0.000349966698059005,0.0003415140089215,0.000342506907795846,0.00032175757257073,0.000293995474779808,0.000291652168548204,0.000265921372557129,0.000342184267196697,0.000325098959243467,0.000343960826128571
"K01317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11162",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11163",0,1.36257629697311e-06,6.25869828672307e-07,0,2.06410277580541e-07,0,6.2664494297531e-07,4.15884370836608e-07,8.42724266308453e-07,1.21384609968994e-06,4.17324996849196e-07,1.30761515839796e-06,1.07859529788537e-06,2.14279913422344e-06,5.81286977117832e-07,9.99689296566627e-07,3.84313772210694e-07
"K11161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00356",0.000306101203584327,0.000335583076568807,0.000332962748853667,0.000353866290360814,0.000346562856057729,0.000339114885909545,0.000275723774909136,0.000264710402037501,0.00027514947294971,0.000363142291490575,0.000391868172041395,0.000413642261773222,0.000431222400094571,0.000456630495503015,0.000366985844887058,0.000363487028231626,0.000348764748281205
"K00355",3.82376258238106e-05,3.25071773706443e-05,4.13074086923723e-05,5.59095102304176e-05,4.08692349609472e-05,4.84764619233918e-05,5.9322387934996e-05,5.78079275462885e-05,5.3934353043741e-05,4.57215364216545e-05,5.71735245683399e-05,5.09969911775205e-05,6.04013366815808e-05,6.06412154985233e-05,4.76655321236622e-05,4.99844648283314e-05,3.61254945878052e-05
"K00354",2.28224572979812e-05,2.90034097498563e-05,2.67037793566851e-05,2.63638340923921e-05,3.2406413580145e-05,2.86451820456406e-05,2.06792831181852e-05,2.07942185418304e-05,1.74865285259004e-05,3.661769067398e-05,3.81852372117015e-05,3.4433865837813e-05,4.53010025111856e-05,4.99272198274061e-05,2.4220290713243e-05,3.01906167563121e-05,2.67098071686432e-05
"K00353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00351",1.0009849692097e-06,1.16792254026267e-06,1.46036293356872e-06,1.81819545464773e-06,1.23846166548325e-06,1.10173777098618e-06,1.25328988595062e-06,8.31768741673215e-07,4.21362133154226e-07,1.61846146625326e-06,2.08662498424598e-06,2.17935859732994e-06,1.07859529788537e-06,3.21419870133516e-06,7.75049302823776e-07,1.19962715587995e-06,1.34509820273743e-06
"K00350",1.0009849692097e-06,1.16792254026267e-06,1.46036293356872e-06,1.81819545464773e-06,1.23846166548325e-06,1.10173777098618e-06,1.25328988595062e-06,8.31768741673215e-07,4.21362133154226e-07,1.61846146625326e-06,3.33859997479357e-06,2.39729445706293e-06,1.07859529788537e-06,3.21419870133516e-06,7.75049302823776e-07,1.19962715587995e-06,1.34509820273743e-06
"K05952",0,0,4.17246552448205e-07,4.54548863661932e-07,2.06410277580541e-07,2.20347554197235e-07,0,0,0,4.04615366563314e-07,1.25197499054759e-06,4.35871719465987e-07,2.15719059577074e-07,2.14279913422344e-07,3.87524651411888e-07,0,1.92156886105347e-07
"K05953",0,0,0,0,0,2.20347554197235e-07,4.17763295316873e-07,6.23826556254911e-07,4.21362133154226e-07,0,0,0,0,0,0,0,0
"K05951",3.80374288299687e-06,4.67169016105068e-06,5.00695862937845e-06,7.04550738675995e-06,2.88974388612758e-06,7.05112173431153e-06,3.9687513055103e-06,4.36678589378438e-06,3.1602159986567e-06,2.42769219937989e-06,2.92127497794437e-06,2.17935859732994e-06,1.29431435746244e-06,4.28559826844688e-06,1.93762325705944e-06,2.19931645244658e-06,2.11372574715882e-06
"K05956",0,5.83961270131335e-07,4.17246552448205e-07,1.3636465909858e-06,1.44487194306379e-06,8.81390216788941e-07,2.92434306721811e-06,4.57472807920268e-06,2.94953493207958e-06,2.02307683281657e-07,0,4.35871719465987e-07,2.15719059577074e-07,0,3.87524651411888e-07,0,1.92156886105347e-07
"K05957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00358",1.06104406736228e-05,1.18738791593371e-05,1.52294991643595e-05,1.59092102281676e-05,1.40358988754768e-05,1.4983633685412e-05,1.0026319087605e-05,1.12288780125884e-05,9.26996692939298e-06,1.86123068619125e-05,1.58583498802695e-05,1.87424839370375e-05,1.87675581832055e-05,2.1213711428812e-05,1.0269403262415e-05,1.37957122926195e-05,1.13372562802155e-05
"K00689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00688",0.00048587810405439,0.0005031799610965,0.00048108527497278,0.000445003337525031,0.000477220561766211,0.000521783008339053,0.000454526465304758,0.000441877144013896,0.000441376834479052,0.000498890746972567,0.000495156108761571,0.000499944862227488,0.000477601997903642,0.00046348745273253,0.000499131751018512,0.000489447879599021,0.0005067177086598
"K00681",0.00107826100883269,0.0010454853272918,0.00105104406561703,0.00105478063812751,0.00106363216037253,0.000992886079212742,0.00106070100680954,0.00106279250967295,0.00103950038249148,0.0010886176437386,0.00112782080398495,0.00105568130454662,0.00110814880904743,0.00114811177611692,0.00109010684442164,0.00109006120897625,0.001078000131051
"K00680",0.000347541981309609,0.000388918205907469,0.00039513248516845,0.000448867002866158,0.000420044914876402,0.000442457888828048,0.000375778084137528,0.000381781852428006,0.000379857963038535,0.000447099980052462,0.000459892146527814,0.00041494987693162,0.000517294304865824,0.000567198930828944,0.000378030297452297,0.000406273730124677,0.000340309845292569
"K00683",6.44634320171048e-05,7.0853967442602e-05,8.11544544511758e-05,6.52277619354872e-05,9.32974454664047e-05,6.87484369095374e-05,0.000102978652295609,0.000100020191186204,0.000106604619688019,6.93915353656084e-05,7.44925119375815e-05,5.27404780553845e-05,6.29899653965057e-05,7.00695316891064e-05,8.85493828476164e-05,9.03719124096231e-05,8.28196179114045e-05
"K00685",0.000199396205866573,0.000223462512703591,0.000210918132262567,0.000211365221602798,0.000214253868128602,0.00020007557921109,0.000164180975059531,0.000158451945288747,0.000165805999396188,0.000222538451609823,0.000212209760897816,0.000269586658489713,0.000254764209360525,0.000249421819223608,0.00022069528897907,0.000223530526712298,0.000223478458540518
"K00684",0.000234030285801228,0.000248767501075949,0.00024867894525913,0.000269774750583357,0.000254091051701646,0.00025824733351916,0.000199690855161466,0.000186732082505637,0.000191719770585173,0.0002514684503191,0.000247056398134724,0.000295738961657672,0.000279571901211888,0.000279635287016159,0.000240071521549665,0.00024352431264363,0.000244039245353791
"K00687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00686",1.20118196305164e-06,5.83961270131335e-07,1.46036293356872e-06,2.50001875014063e-06,1.65128222064433e-06,2.20347554197235e-06,1.04440823829218e-06,8.31768741673215e-07,1.68544853261691e-06,4.04615366563314e-07,6.25987495273794e-07,2.17935859732994e-07,4.31438119154148e-07,6.42839740267031e-07,1.93762325705944e-07,1.99937859313325e-07,1.92156886105347e-07
"K05831",1.06104406736228e-05,8.56476529525958e-06,1.87760948601692e-05,1.68183079554915e-05,1.32102577651546e-05,1.8729542106765e-05,2.52746793666708e-05,3.4934287150275e-05,3.01273925205272e-05,5.6646151318864e-06,2.50394998109518e-06,3.92284547519389e-06,3.66722401281026e-06,5.35699783555859e-06,5.42534511976643e-06,3.59888146763986e-06,8.64705987474061e-06
"K05830",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.29506621548231e-05,2.18339294689219e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.79944073381993e-06,1.92156886105347e-06
"K05833",9.80965269825508e-06,5.83961270131335e-06,9.3880474300846e-06,2.06819732966179e-05,1.05269241566076e-05,1.4983633685412e-05,6.2664494297531e-06,7.48591867505894e-06,8.63792372966164e-06,5.25999976532309e-06,3.96458747006736e-06,3.70490961546089e-06,7.33444802562052e-06,1.07139956711172e-05,1.35633627994161e-06,1.39956501519328e-06,9.60784430526735e-07
"K05832",1.0009849692097e-05,6.03426645802379e-06,9.3880474300846e-06,2.09092477284489e-05,1.05269241566076e-05,1.52039812396092e-05,7.72862096336216e-06,7.90180304589554e-06,9.48064799597009e-06,5.25999976532309e-06,3.96458747006736e-06,3.70490961546089e-06,7.33444802562052e-06,1.07139956711172e-05,1.35633627994161e-06,1.39956501519328e-06,9.60784430526735e-07
"K05834",1.44141835566197e-05,7.39684275499691e-06,1.35605129545666e-05,1.72728568191534e-05,1.21782063772519e-05,1.36615483602286e-05,1.336842545014e-05,1.1644762383425e-05,1.72758474593233e-05,9.30615343095623e-06,6.88586244801174e-06,4.35871719465987e-06,9.92307674054541e-06,9.42831619058313e-06,3.87524651411888e-06,3.19900574901321e-06,3.65098083600159e-06
