"","DS_1A","DS_1C","DS_1E","DS_2A","DS_2C","DS_2E","DS_3A","DS_3C","DS_3E","FS_1A","FS_1C","FS_1E","FS_2A","FS_2C","FS_3A","FS_3C","FS_3E"
"K05837",0.00045905170687957,0.000457436328269546,0.000448748667158044,0.000424775913092075,0.000432429531531234,0.000449068315453966,0.000444500146217153,0.000430648266001307,0.00044516909367744,0.000433747672955873,0.000410856459398034,0.000439140757361982,0.000401021731753781,0.000377132647623325,0.000429571076090078,0.000430666148960903,0.000458678487133463
"K05836",8.48835253889828e-05,7.10486211993124e-05,8.74131527378989e-05,0.000100455298869287,8.87564193596328e-05,9.67325762925863e-05,7.83306178719138e-05,7.67306664193541e-05,8.3851064497691e-05,9.40730727259706e-05,0.000103496599218601,9.67635217214492e-05,0.000117135449350351,0.000133067826235275,7.90550288880251e-05,8.33740873336567e-05,7.30196167200318e-05
"K05839",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K05838",0.000196793644946627,0.000199714754384917,0.000213421611577257,0.000242047269899979,0.000223955151174887,0.000223212072401799,0.000218490203450725,0.000212932797868343,0.000218476266040466,0.000211006913662768,0.000230363398260756,0.000272419824666242,0.000248076918513635,0.000242779141907516,0.000212751033625126,0.000225929781024058,0.000214831398665778
"K07677",2.80275791378717e-06,1.751883810394e-06,3.75521897203384e-06,3.40911647746449e-06,3.30256444128866e-06,5.28834130073365e-06,1.87993482892593e-06,2.49530622501965e-06,2.94953493207958e-06,8.29461501454795e-06,5.21656246061495e-06,8.06362681012077e-06,9.70735768096834e-06,8.78547645031609e-06,9.6881162852972e-07,3.19900574901321e-06,2.30588263326416e-06
"K00533",0,0,0,0,0,0,0,0,4.21362133154226e-07,0,0,0,0,0,0,0,0
"K00532",0,0,0,0,4.12820555161083e-07,0,4.17763295316873e-07,0,1.26408639946268e-06,2.02307683281657e-07,2.08662498424598e-07,0,0,2.14279913422344e-07,0,1.99937859313325e-07,0
"K00531",8.4082737413615e-06,1.16792254026267e-05,8.55355432518819e-06,7.95460511408381e-06,9.4948727687049e-06,7.491816842706e-06,6.05756778209466e-06,2.91119059585625e-06,2.94953493207958e-06,6.47384586501303e-06,8.76382493383312e-06,7.19188337118879e-06,9.92307674054541e-06,1.54281537664088e-05,1.7438609313535e-05,8.19745223184634e-06,9.80000119137269e-06
"K00530",0,0,0,0,0,2.20347554197235e-07,4.17763295316873e-07,6.23826556254911e-07,4.21362133154226e-07,0,0,0,0,0,0,0,0
"K00537",0.000309704749473482,0.000325655734976574,0.000335048981615908,0.000381593771044192,0.000340370547730313,0.000351895044052985,0.00029932740109454,0.000287376100248096,0.000308015719335739,0.000341899984746001,0.000353265609832845,0.00040187372534764,0.000398433103038856,0.000411203153857478,0.000334240011842753,0.0003450927451748,0.000320325529137613
"K00536",0,1.94653756710445e-07,0,2.27274431830966e-07,2.06410277580541e-07,6.61042662591706e-07,2.08881647658437e-07,0,4.21362133154226e-07,2.02307683281657e-07,2.08662498424598e-07,0,4.31438119154148e-07,2.14279913422344e-07,1.93762325705944e-07,1.99937859313325e-07,1.92156886105347e-07
"K00535",2.60256091994523e-06,2.53049883723578e-06,1.66898620979282e-06,4.54548863661932e-06,1.03205138790271e-06,2.20347554197235e-06,0,0,1.05340533288557e-06,1.4161537829716e-06,0,8.71743438931975e-07,2.58862871492489e-06,6.42839740267031e-07,0,3.99875718626651e-07,0
"K00534",4.20413687068075e-06,7.00753524157602e-06,6.46732156294717e-06,1.04546238642244e-05,5.9858980498357e-06,7.491816842706e-06,4.59539624848561e-06,7.27797648964063e-06,4.21362133154226e-06,7.28307659813966e-06,8.34649993698393e-06,8.28156266985376e-06,7.76588614477467e-06,8.14263671004906e-06,6.5879190740021e-06,8.39739009115967e-06,6.1490203553711e-06
"K00539",0,0,0,1.59092102281676e-06,4.12820555161083e-07,0,0,4.15884370836608e-07,0,1.01153841640829e-06,2.08662498424598e-07,2.17935859732994e-07,1.29431435746244e-06,2.78563887449047e-06,0,1.99937859313325e-07,0
"K00538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K11029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14260",0.000388582365047206,0.000357384297320377,0.000349235364399147,0.0003104568738811,0.000349039779388695,0.000330300983741656,0.000329406358357355,0.000325221577994227,0.000325080885728486,0.000361119214657758,0.000326765472532921,0.000350658798310387,0.000330050161152923,0.000295492000609412,0.000338890307659696,0.00033549572792776,0.000365674554258475
"K14261",0.000161558974030446,0.000178497494903478,0.000176912538238039,0.000172046744896041,0.000188246173153454,0.000215279560450699,0.000148932614780465,0.000140153032971937,0.000161803059131223,0.000179042299704267,0.000200315998487614,0.000233191369914303,0.000211404678385533,0.000221136870651859,0.000186205595003412,0.000186342084880019,0.000191772572333136
"K14266",9.26912081488184e-05,6.79341610919453e-05,0.000100139172587569,0.000141819245462523,9.30910351888241e-05,0.000113478990411576,6.68421272506998e-05,5.63523322483603e-05,7.68985893006463e-05,7.56630735473398e-05,6.00947995462843e-05,7.71492943454798e-05,7.87374567456321e-05,0.000142710422339281,4.35965232838374e-05,5.93815442160576e-05,6.24509879842378e-05
"K14267",0.000126124106120423,0.00011815483032324,0.000125382589010685,0.00014591018523548,0.000139946168199607,0.000133750965397722,0.00013765300580691,0.000133082998667714,0.000146001979137939,0.000121384609968994,0.000123528199067362,0.000180886763578385,0.000142158860261292,0.000118925351949401,0.000112188386583742,0.000134958055036495,0.000131627466982163
"K14268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K14269",0,0,0,4.54548863661932e-07,2.06410277580541e-07,2.20347554197235e-07,0,0,0,2.02307683281657e-07,2.08662498424598e-07,2.17935859732994e-07,1.07859529788537e-06,2.14279913422344e-06,1.93762325705944e-07,0,0
"K01337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01338",0.000913899276888458,0.00089229282076068,0.000885188561018866,0.000843869965388377,0.000875385987219076,0.000910035398834582,0.00085516146551364,0.000837383180679509,0.000832400894046174,0.000883073037524434,0.00089036288077776,0.00084297590544722,0.000851227409091135,0.00084747705758537,0.000908164020583759,0.000885124903180092,0.000909670698822712
"K02683",7.00689478446792e-06,4.67169016105068e-06,1.06397870874292e-05,9.09097727323864e-06,9.4948727687049e-06,8.15285950529771e-06,1.31595438024815e-05,2.20418716543402e-05,1.1166096528587e-05,4.65307671547812e-06,1.25197499054759e-06,2.83316617652892e-06,2.37290965534782e-06,4.07131835502453e-06,1.93762325705944e-06,1.99937859313325e-06,1.92156886105347e-06
"K02682",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K02681",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.04331249212299e-06,2.17935859732994e-07,0,0,0,0,0
"K02680",0,0,0,0,0,0,0,0,0,2.02307683281657e-07,1.25197499054759e-06,2.17935859732994e-07,0,0,0,0,0
"K02687",0.00025485077316079,0.000267648915476862,0.00029395019619976,0.000304547738653494,0.000272667976683895,0.000351895044052985,0.000256297781676902,0.000243708241310252,0.000250710469226765,0.000261179219116619,0.000259158823043351,0.000307507498083254,0.000294025078203552,0.000284563725024873,0.000251309736440609,0.00025791983851419,0.00025729807049506
"K02686",3.50344739223396e-05,1.71295305905192e-05,3.56745802343215e-05,4.09093977295739e-05,2.78653874733731e-05,3.92218646471079e-05,1.96348748798931e-05,2.05862763564121e-05,2.57030901224078e-05,1.53753839294059e-05,1.02244624228053e-05,1.15506005658487e-05,2.0277591600245e-05,1.90709122945886e-05,4.26277116553077e-06,5.79819792008644e-06,5.57254969705506e-06
"K02685",1.40137895689358e-05,9.34338032210136e-06,2.12795741748584e-05,1.81819545464773e-05,1.89897455374098e-05,1.63057190105954e-05,2.61102059573046e-05,4.36678589378438e-05,2.2332193057174e-05,9.30615343095623e-06,2.50394998109518e-06,5.66633235305784e-06,4.74581931069563e-06,8.14263671004906e-06,3.87524651411888e-06,3.59888146763986e-06,3.84313772210694e-06
"K02689",0,0,0,9.09097727323864e-07,0,0,0,0,0,4.04615366563314e-07,0,0,8.62876238308297e-07,0,0,0,0
"K02688",1.62159565011972e-05,1.03166491056536e-05,1.50208758881354e-05,2.0000150001125e-05,1.27974372099936e-05,2.02719749861456e-05,1.46217153360906e-05,1.41400686084447e-05,2.2332193057174e-05,1.05199995306462e-05,6.05121245431335e-06,9.58917782825172e-06,1.20802673363162e-05,1.4356754199297e-05,4.06900883982482e-06,6.39801149802641e-06,5.18823592484437e-06
"K00824",0.000138135925750939,0.000153581814044541,0.000148122526119113,0.000157955730122521,0.00017173335094701,0.000150717727070909,0.000128462213309939,0.000118319103503015,0.000124301829280497,0.000170949992373,0.000188630898575837,0.000226217422402847,0.000206658859074837,0.000208494355759941,0.000183880447094941,0.000183143079131006,0.000188505905269345
"K00827",6.00590981525821e-06,4.67169016105068e-06,5.84145173427486e-06,1.18182704552102e-05,7.0179494377384e-06,7.491816842706e-06,2.08881647658437e-06,1.24765311250982e-06,1.68544853261691e-06,5.25999976532309e-06,3.33859997479357e-06,4.35871719465987e-06,4.31438119154148e-06,7.28551705635969e-06,1.93762325705944e-06,1.99937859313325e-06,3.45882394989624e-06
"K00826",0.000754542469790274,0.000756619152333499,0.000793811566032709,0.000812278819363872,0.000760415462606714,0.000872576314621052,0.000812967372686636,0.000809726870018875,0.000791739448196791,0.000758856119989496,0.000759322831767113,0.0007701853282964,0.000762135437485803,0.000756622374294296,0.000744628617687943,0.00076116343040583,0.000743262835455482
"K00821",0.000651641214955516,0.000653841968790385,0.00067739977789966,0.000676141434697124,0.000672071863802242,0.000706434258756336,0.000679074236537578,0.000672692969828213,0.000677550310111996,0.000685823046324818,0.000711956444624729,0.000691292547073056,0.000719423063689542,0.000770550568666748,0.000677780615319392,0.000674390399463847,0.000676968709749137
"K00820",0.00112190395349023,0.00110290818552138,0.00105730276390375,0.000998643853465265,0.00104402318400238,0.000969749586022033,0.0011352717550236,0.00113328491052976,0.00111850578245789,0.00106879149077699,0.00105374561704422,0.000995748943120048,0.000985620383207652,0.000974973606071664,0.00112711544863148,0.00109106089827282,0.00112738445078007
"K00823",0.000300095293769069,0.000274656450718438,0.000263699821147265,0.000240683623308993,0.000256980795587774,0.000214177822679713,0.000286794502235034,0.000289247579916861,0.000285262164145411,0.000265427680465534,0.000254776910576434,0.000220986961769256,0.000223269226662272,0.000216851272383412,0.000287349529021915,0.000273514991540629,0.000289388270474653
"K00822",0.000164762125931917,0.000172852535958875,0.000163977895112144,0.000175455861373506,0.000196089763701514,0.000157328153696826,0.000135773070977984,0.000123101773767636,0.000136099969008815,0.000192394606800856,0.000205949885945078,0.000242998483602288,0.000239016718011398,0.000243421981647783,0.000187561931283354,0.000193139972096672,0.000196960808257981
"K00829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K00828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K01488",0.000666055398512136,0.000616468447501979,0.000609179966574379,0.000592504443783328,0.000597351343318087,0.000521562660784856,0.000675732130175043,0.000671029432344866,0.000681342569310384,0.000587703819933214,0.000576743145645589,0.000514110693110132,0.000503488285052891,0.000503986356369353,0.000604538456202545,0.000595015069316456,0.000615094192423216
"K01489",0.000392986698911729,0.000377238980504842,0.000363421747182386,0.000369548226157151,0.000358741062434981,0.000319503953585991,0.00037807578226177,0.000385108927394699,0.000378383195572495,0.000367997675889334,0.00034763172237538,0.000316442868332307,0.00031775417475703,0.000326134028228807,0.000368535943492705,0.00034989125379832,0.000360294161447526
"K01484",3.00295490762911e-05,2.14119132381489e-05,3.31711009196323e-05,3.81821045476023e-05,2.14666688683763e-05,3.39335233463742e-05,2.23503362994527e-05,2.30815825814317e-05,3.22342031862983e-05,1.49707685628426e-05,8.97248743225772e-06,1.50375743215766e-05,1.72575247661659e-05,2.29279507361908e-05,4.8440581426486e-06,8.19745223184634e-06,8.07058921642457e-06
"K01485",0.000229625951936706,0.000224046473973722,0.000244923726287096,0.000272047494901666,0.00027081028418567,0.00025582351042299,0.000279901407862305,0.000275315453493834,0.00028610488841172,0.000260774603750056,0.000292962147788136,0.000324506495142428,0.000316244141339991,0.000306205996280529,0.000246853202949373,0.000274714618696509,0.000244615716012107
"K01486",9.7495936001025e-05,8.8372805546542e-05,0.000122253239867324,0.000135455561371256,0.000112287191003814,0.000181346037104325,0.000127417805071646,0.000133914767409388,0.000119034802616069,9.81192263916037e-05,0.000118102974108323,9.56738424227842e-05,0.000108075248848114,0.00011978247160309,8.38990870306737e-05,8.49735902081633e-05,7.95529508476136e-05
"K01487",0.000138336122744781,0.000132169900806392,0.000158970936482766,0.000167273981827591,0.000120543602107036,0.000157107806142629,0.000123031290470819,0.000124765311250982,0.00013062226127781,0.000118754610086333,0.000106835199193394,0.000113108711201424,0.000130078592924976,0.000138853383897679,0.000117226207052096,0.000113764641949282,0.000103956875382993
"K01480",0.000197394235928153,0.000145795663776123,0.000213421611577257,0.000269774750583357,0.000212808996185538,0.000290418076431956,0.000246480344236955,0.000243084414753997,0.000242072545497103,0.000177828453604577,0.00021054046091042,0.000187860711089841,0.000202991635062027,0.000201637398530425,0.000168766985689877,0.000181543576256499,0.000156223548403647
"K01481",0,0,2.08623276224102e-07,4.54548863661932e-07,0,2.20347554197235e-07,2.08881647658437e-07,0,2.10681066577113e-07,8.09230733126629e-07,4.17324996849196e-07,4.35871719465987e-07,6.47157178731222e-07,2.14279913422344e-07,1.93762325705944e-07,0,1.92156886105347e-07
"K01482",6.7266189930892e-05,7.12432749560229e-05,8.32406872134168e-05,7.13641715949233e-05,9.14397529681798e-05,7.491816842706e-05,0.000105485232067511,0.000107090225490426,0.00011018619781983,6.06923049844972e-05,7.19885619564864e-05,4.88176325801906e-05,5.84598651453871e-05,5.78555766240328e-05,8.79680958704986e-05,8.75727823792365e-05,7.9745107733719e-05
"K01483",2.56252152117684e-05,1.71295305905192e-05,2.50347931468923e-05,2.90911272743636e-05,2.10538483132152e-05,2.20347554197235e-05,1.56661235743828e-05,1.6427432648046e-05,1.66438042595919e-05,2.1849229794419e-05,1.66929998739679e-05,2.46267521498283e-05,2.89063539833279e-05,2.84992284851717e-05,6.97544372541398e-06,1.15963958401729e-05,9.80000119137269e-06
"K02469",0.000548539763126917,0.000547366363869771,0.000552017188888975,0.000553867790372064,0.000539350055317954,0.000560123482769372,0.000567949199983289,0.00056518685996695,0.000576634079221559,0.000533687668497012,0.000526664146023686,0.000544403777613018,0.000520745809819057,0.000509343354204911,0.000545828471513644,0.000542231474457739,0.000553219675097294
"K02468",0,0,0,0,0,0,0,0,0,0,1.04331249212299e-06,2.17935859732994e-07,0,0,0,0,0
"K02466",2.0019699384194e-07,1.94653756710445e-07,2.08623276224102e-07,4.54548863661932e-07,8.25641110322165e-07,2.20347554197235e-07,4.17763295316873e-07,0,1.26408639946268e-06,0,1.25197499054759e-06,4.35871719465987e-07,0,4.28559826844688e-07,0,1.99937859313325e-07,0
"K02465",0,0,0,0,0,0,0,0,0,0,2.08662498424598e-06,4.35871719465987e-07,0,0,0,0,0
"K02464",0,0,0,0,0,0,0,0,0,0,3.96458747006736e-06,8.71743438931975e-07,0,0,0,0,0
"K02463",0.000115113271459116,0.000124578404294685,0.000115994541580601,0.000108409903983371,0.000126735910434452,0.000100478484713939,8.0837197643815e-05,8.0057741386047e-05,9.05928586281587e-05,0.000115719994837108,0.000110173799168188,0.000163451894799745,0.000140864545903829,0.00012706798865945,9.6881162852972e-05,0.000113364766230656,0.000122019622676895
"K02462",0.000142139865627778,0.000147547547586517,0.000143324190765958,0.000142728343189847,0.000151505143744117,0.000135073050722905,0.00011363161632619,0.000111664953569629,0.0001196668458158,0.000152337685511088,0.000159209486297968,0.000201808606112752,0.000184655514997975,0.000174852409352633,0.000140477686136809,0.000152952462374694,0.000154301979542594
"K02461",0.000140137895689358,0.000146963586316386,0.000141446581279941,0.000138182854553227,0.000149853861523473,0.000132428880072538,0.000111125036554288,0.000108961705159191,0.000117770716216606,0.000152337685511088,0.000159209486297968,0.000202026541972485,0.000184871234057553,0.00017463812943921,0.000140477686136809,0.000152952462374694,0.000154301979542594
"K02460",0.000221217678195344,0.000247404924778976,0.00021613371416817,0.000212047044898291,0.000253884641424066,0.000202940097415654,0.000177340518862013,0.000166353748334643,0.000186663424987322,0.000257739988500831,0.000268339972974033,0.000360683847858105,0.000300928088110018,0.000268278451604774,0.000244140530389489,0.000263518098574963,0.000279780426169385
"K08969",2.40236392610329e-06,1.36257629697311e-06,2.08623276224102e-06,6.36368409126705e-06,3.30256444128866e-06,4.62729863814194e-06,2.2976981242428e-06,2.28736403960134e-06,2.73885386550247e-06,8.09230733126629e-07,1.04331249212299e-06,6.53807579198981e-07,8.62876238308297e-07,1.28567948053406e-06,5.81286977117832e-07,3.99875718626651e-07,1.92156886105347e-07
"K13061",4.00393987683881e-07,3.8930751342089e-07,4.17246552448205e-07,9.09097727323864e-07,4.12820555161083e-07,8.81390216788941e-07,2.08881647658437e-07,2.07942185418304e-07,4.21362133154226e-07,1.61846146625326e-06,1.46063748897219e-06,2.17935859732994e-06,2.80434777450196e-06,2.57135896106813e-06,3.87524651411888e-07,3.99875718626651e-07,7.68627544421388e-07
