"WDG002"	"WDG004"	"WDG018"	"WDG033"	"WDG040"	"WDG048"	"WDG058"	"WDG087"	"WDG092"	"WDG127"	"WDG132"	"WDG140"	"WDG146"	"WDG154"
"K06864"	0	0	0	0	0	0	0	3.74595155295477e-06	0	0	0	0	1.41544026289723e-06	0
"K06866"	0	0	0	0	3.66263211981224e-07	0	0	1.59266294645592e-06	0	0	0	0	0	0
"K06867"	0	0	0	0	6.46755610095547e-07	0	0	1.19233183124012e-06	0	0	0	0	2.4563490471095e-07	0
"K06871"	3.57677561862165e-06	0	1.05725146300402e-06	2.47358854727455e-06	1.24872256113149e-06	9.72219520446294e-07	1.47641511556972e-06	2.41706430601163e-06	1.38287203967917e-06	2.69721851358278e-06	1.5976182333224e-06	1.8169706079104e-06	2.18503650467181e-06	2.27274225122918e-06
"K06872"	0	0	0	0	3.51324173852041e-06	0	0	2.72269679161939e-06	0	0	0	0	1.20909408861843e-06	0
"K06877"	0	0	0	0	4.63967123211053e-06	0	0	1.97974381440404e-06	0	0	0	0	6.24849887925873e-07	0
"K06878"	0	0	3.0431783315828e-07	9.69716423367131e-07	2.00287451316187e-06	0	0	1.74982742598791e-05	0	0	0	5.76726406280337e-07	1.05895122586477e-05	0
"K06879"	0	0	2.05887630073712e-07	2.94096039572067e-07	6.74869402592235e-06	0	0	1.13355692477864e-05	0	0	0	0	8.43521240735244e-06	0
"K06881"	0	0	1.75810920284315e-07	6.22794450045198e-07	5.18754786713753e-07	0	0	1.15462520185005e-05	0	0	0	3.28073594044759e-07	7.5143735214246e-06	0
"K06884"	0	0	0	0	1.71639343124696e-07	0	0	0	0	0	0	0	0	0
"K06885"	0	0	0	7.13239408700929e-07	1.47234850582201e-06	0	0	2.5092502623231e-05	0	0	0	4.88739382873044e-07	1.49765501870068e-05	0
"K06886"	0	0	0	0	1.03349739523911e-05	0	0	1.15914855947177e-05	0	0	0	0	6.77670817416228e-06	0
"K06887"	0	0	0	0	1.82154886868109e-07	0	0	1.42858178777586e-06	0	0	0	0	0	0
"K06889"	4.23830677887459e-06	1.03369432061683e-06	1.7129120958828e-06	4.51497502332951e-06	4.84689678862081e-06	1.4892985188931e-06	1.55108103181019e-06	5.51388759224845e-06	4.93121830452344e-06	1.68810723342955e-06	6.26453505605715e-06	1.98259554121232e-06	4.39439906151579e-06	2.86211912068397e-06
"K06890"	4.69629420028258e-07	0	1.08522475616159e-07	1.07661155222842e-06	2.08674388378151e-05	5.42993434753598e-07	2.354908620971e-07	2.16507939768909e-05	0	0	3.57634626281309e-06	7.45508927785461e-07	7.45977893080515e-06	0
"K06891"	0	0	0	2.4299663031611e-07	1.23104063824098e-05	0	0	2.834267415767e-05	0	0	0	2.36877182138956e-07	2.13757596730289e-05	0
"K06892"	0	0	0	0	4.64764648687028e-06	0	0	3.16268432292926e-06	0	0	0	0	1.05057988369705e-06	0
"K06894"	0	0	0	3.88873905829966e-07	9.84815379627275e-07	0	0	1.42772204969963e-06	0	0	0	0	6.26440179865807e-07	0
"K06895"	1.86569800369345e-06	0	1.59522950329866e-07	5.3347652981169e-07	4.80972784759864e-06	0	0	9.38903278728318e-06	0	0	6.18620479963401e-06	0	1.85215754463095e-06	0
"K06896"	0	0	0	4.72543004153065e-07	6.40835385773709e-06	0	0	1.89500933260358e-06	0	0	0	0	8.03922753345531e-07	0
"K06898"	8.09672704533616e-06	0	0	0	0	0	0	1.56902676876626e-05	0	0	0	1.08847190926161e-05	9.59544344964057e-06	0
"K06899"	0	0	0	0	2.69555624870539e-06	0	0	1.17711712351831e-06	0	0	0	0	4.81239160412645e-07	0
"K06901"	2.46421638013665e-06	1.84682560734923e-06	1.64379852741493e-06	4.78969931475655e-06	1.72395672227621e-05	1.58141746780293e-06	1.70646201007053e-06	6.53795937594933e-05	1.52700992500826e-06	3.1361619485236e-06	8.2695341906392e-06	3.37582612252083e-06	4.46621544494841e-05	1.75396665277786e-06
"K06902"	4.13551964048364e-06	0	0	1.00951208847983e-06	1.05757268786834e-06	0	0	8.51068907171063e-07	2.71264414374569e-06	0	1.0450469667457e-05	0	1.08049068670222e-06	1.01246974812492e-06
"K06903"	0	0	0	0	0	0	0	1.34836053249218e-06	0	0	0	0	2.10019951272039e-07	0
"K06904"	0	0	0	0	0	0	0	2.80946273798562e-07	0	0	0	0	3.10649353303655e-07	0
"K06905"	0	0	0	0	0	0	0	2.22877243771571e-06	0	0	0	0	0	0
"K06906"	0	0	0	0	0	0	0	1.72039742395172e-06	0	0	0	0	0	0
"K06907"	0	0	0	0	4.72355266511574e-07	0	0	1.76197535315529e-06	0	0	0	0	1.97390631859823e-07	0
"K06908"	0	0	0	0	0	0	0	1.92055753950363e-06	0	0	0	2.32489035578182e-07	0	0
"K06909"	0	0	0	0	0	0	0	0	2.39040018631329e-06	0	0	0	0	0
"K06910"	4.74618850335676e-06	0	0	9.10760310625374e-07	2.95939565693126e-06	2.64288525828356e-07	0	1.93106949190646e-06	0	0	6.40288648103057e-06	0	5.13527318877959e-07	4.73953851106549e-07
"K06911"	0	0	4.96186861710487e-07	1.44332192414208e-06	2.24568937405289e-05	0	0	2.47448109655534e-05	0	0	2.3757825891442e-07	5.40420393700803e-07	1.75076625004413e-05	0
"K06915"	4.19223949075151e-06	1.63988381666996e-06	2.30643130108854e-06	5.51631918611953e-06	2.99224599344788e-05	1.15661886337652e-06	0	1.82008142608028e-05	3.87299331173893e-06	0	0	4.34444449254074e-06	1.48771315635112e-05	4.72514540922623e-06
"K06916"	0	0	0	5.82889651247273e-07	2.62909772371739e-05	0	0	2.92116423442871e-05	0	0	0	0	2.05312093380158e-05	0
"K06917"	0	0	0	3.8137050520269e-07	4.79905114208909e-06	0	0	1.7868497117606e-06	0	0	0	0	4.85771657384051e-07	0
"K06918"	0	0	0	0	5.13716811312854e-07	0	0	1.1071218260942e-06	0	0	0	0	0	0
"K06919"	0	0	0	3.63364531840583e-07	0	0	0	0	0	0	0	0	0	0
"K06920"	1.03273169547436e-06	3.43347577756886e-07	2.98649077463365e-07	9.00364299009442e-07	2.95367283610271e-05	4.28705927873549e-07	0	5.33717623923158e-05	6.49778339439302e-07	8.68181827231232e-07	5.12766033719995e-07	1.26875145750205e-06	3.46268895286652e-05	7.55641372497107e-07
"K06921"	0	0	1.91435805788989e-07	0	0	0	0	0	0	0	1.65222331643223e-06	0	0	0
"K06923"	1.09049099976498e-06	0	4.66024165567431e-07	7.79394149985591e-07	2.82053683702762e-05	0	0	2.22065391056021e-05	0	0	0	0	1.54172499503319e-05	0
"K06925"	1.82860372655368e-06	1.32965794314452e-06	8.24574944736239e-07	1.94873041709136e-06	1.29960084427997e-05	0	6.50705967664515e-07	2.17081782788875e-05	5.68231657333694e-07	3.82839393768875e-07	4.26998427892224e-06	9.72160492484442e-07	1.00458007697131e-05	1.44506706961976e-06
"K06926"	4.42062013572844e-07	3.63550625372737e-07	0	0	2.05925994157666e-07	0	0	0	0	0	4.34917531238056e-07	0	8.17797303307931e-07	0
"K06929"	0	0	0	3.06742999571612e-07	5.80860584578054e-07	4.94174053323316e-07	0	1.35378836931689e-06	0	0	0	0	1.74177778857956e-07	0
"K06932"	2.39496639645313e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
"K06934"	0	0	0	0	0	0	0	1.70824327979359e-05	0	0	0	0	6.33937258649794e-06	0
"K06937"	0	0	0	0	0	0	0	0	0	0	0	0	3.02227446946532e-07	0
"K06938"	2.06231847368351e-07	0	3.03011899377216e-07	0	2.82895828412756e-06	0	0	3.6090205665487e-06	0	0	0	0	2.12737411109709e-06	2.15032078363672e-07
"K06940"	4.21900444040489e-07	0	0	3.32787491320263e-07	3.85945866546046e-05	4.83341404365559e-07	0	1.08068994684834e-05	0	0	0	2.35813992475264e-07	3.68995198248788e-06	0
"K06941"	3.76061595988461e-06	9.37561561907878e-07	1.07752549611945e-06	2.28360394372825e-06	4.40512946376665e-05	9.81426050396707e-07	9.18979554203717e-07	7.75829445568087e-05	1.27011506106011e-06	0	5.71161410635054e-06	1.22487256021562e-06	4.35986897933475e-05	2.93946066309158e-06
"K06942"	3.68367397029129e-05	2.0291725727672e-05	1.68773632052882e-05	3.61539951401551e-05	7.57620051297613e-05	1.12066686562857e-05	3.14947711849846e-05	0.000108191578724634	3.42108674551006e-05	3.83792152010766e-05	4.04554090521811e-05	3.08641074528564e-05	8.47422716963095e-05	5.09843649652659e-05
"K06946"	0	0	0	3.31664172553911e-07	0	0	0	2.74647172303969e-06	0	2.38955196603572e-07	0	0	3.10488829216177e-07	0
"K06948"	0	0	2.40646742738426e-07	7.82215258546145e-07	6.19555992420445e-07	0	0	2.31368145374011e-05	0	0	0	4.15584677474372e-07	8.6084195150702e-06	0
"K06949"	8.39397394903802e-07	4.94611797294265e-07	5.40937916602852e-07	1.19449080570211e-06	2.06976514730971e-05	5.04883706150673e-07	5.50254118010561e-07	3.44183765026785e-05	0	0	0	5.91563723975663e-07	2.08658990930465e-05	5.07779921055004e-07
"K06950"	2.9862014474369e-05	1.85612143352589e-05	1.33395173295285e-05	3.41150572010219e-05	2.49125694874809e-05	1.09400102680395e-05	2.40906998476532e-05	5.53849275612907e-05	2.31260029326908e-05	2.94038961921776e-05	4.64442150778441e-05	1.81230121740344e-05	3.56394676443295e-05	4.2075405484115e-05
"K06952"	0	0	0	0	3.75482809951477e-07	0	0	0	0	0	0	0	0	0
"K06956"	0	0	0	0	1.60588129030887e-06	0	0	3.28477370784631e-05	0	7.91760734378636e-07	0	4.77488776280845e-07	1.9531825424712e-05	0
"K06957"	0	0	0	0	2.58391770807932e-07	0	0	4.53117545295123e-07	0	0	0	0	0	0
"K06958"	3.14974208768583e-06	0	5.05210902776528e-07	1.24291307730673e-06	1.20284301330505e-05	5.21160919527056e-07	6.94572300823661e-07	4.91329785596254e-05	0	1.49621478429468e-06	5.48059282132347e-06	1.0197406684363e-06	2.97544408526079e-05	1.23635846840379e-06
"K06959"	1.55314024141528e-05	6.28066755651125e-06	4.95014611710727e-06	1.33110042935459e-05	6.4727486503516e-05	3.65734374609675e-06	1.04799091562992e-05	6.94771799312824e-05	1.36298719871849e-05	1.85247733099494e-05	2.48509932075156e-05	1.52281934542391e-05	4.39315837241132e-05	1.52941403988319e-05
"K06960"	8.01939836960675e-06	1.1330628502199e-06	7.16473019003421e-07	1.38734815907407e-06	1.59665599443641e-06	1.39399899760201e-06	1.34407808989996e-06	5.87350395789232e-07	4.16195185190584e-06	1.5610820910324e-06	6.66201179422398e-06	0	2.91928463858502e-06	1.94359669188153e-06
"K06962"	0	0	0	0	0	0	0	3.2322207463159e-05	0	0	0	0	1.23363865727965e-05	0
"K06966"	0	0	4.27676025362692e-07	1.15614727540775e-06	3.61073355023447e-05	3.67329404930826e-07	5.30809453065011e-07	4.49028733296898e-05	0	0	2.76442933460255e-06	5.31402734518289e-07	2.72544162416439e-05	5.61706517273114e-07
"K06967"	4.10324311189852e-07	0	1.79086889657317e-07	4.20941151886924e-07	0	0	0	9.59220896742344e-07	0	0	0	0	0	0
"K06968"	0	0	1.5829169969308e-07	0	1.75795646950592e-06	0	0	1.64220735389193e-06	0	0	0	0	3.82346218109443e-07	0
"K06969"	1.12547504924715e-05	7.10639184938247e-06	6.13607866765435e-06	1.35102590352743e-05	2.29041666514556e-05	3.69601153679803e-06	7.08942515960938e-06	1.75258359995078e-05	9.88089999573863e-06	7.93192115292884e-06	9.52130340685077e-06	6.84763920465239e-06	1.06787359405318e-05	1.77286118827364e-05
"K06970"	0	0	0	0	7.69956187045502e-07	0	0	5.34342013447765e-07	0	0	0	0	0	0
"K06972"	8.11276582643168e-07	0	0	0	5.05109538345084e-06	0	0	1.75805645899694e-05	0	0	0	0	1.3544672354232e-05	0
"K06973"	6.59195442769698e-07	0	0	0	4.35718538047163e-07	0	9.7163585350934e-07	2.66929909305031e-05	0	4.72305325629717e-07	0	0	1.49277746570443e-05	0
"K06975"	0	0	0	8.22586457226233e-07	1.44751328005544e-06	8.1663036296224e-07	0	2.67430448868827e-06	0	0	0	4.55500044638056e-07	1.63266837862345e-06	0
"K06978"	8.9758960030741e-07	0	0	7.6051275453481e-07	2.88471947425215e-06	0	0	0	0	0	0	0	1.63540014775127e-06	1.91796298104509e-06
"K06979"	0	0	1.41153243041419e-07	0	1.06289942172827e-05	0	0	9.43783867635044e-06	0	0	0	0	6.89229758378945e-06	0
"K06980"	0	0	0	2.9180142227068e-07	5.04907763616695e-06	0	0	6.2407599426451e-06	0	0	0	0	3.39904596580322e-06	0
"K06983"	0	0	0	0	1.88186379034763e-07	0	0	0	0	0	0	0	0	0
"K06985"	0	0	0	0	0	0	0	0	0	0	0	0	1.89075252484933e-07	0
"K06989"	0	0	0	0	4.61137347699181e-07	0	0	6.52605445267898e-07	0	0	0	0	1.32464566563778e-06	0
"K06990"	0	0	0	0	0	0	0	2.16457672684514e-06	0	0	0	0	2.11634003474404e-06	0
"K06991"	0	0	0	0	1.26072433467883e-06	0	0	5.65763843365731e-07	0	0	0	0	3.52501000846228e-07	0
"K06992"	0	0	0	0	4.02976494979213e-06	0	0	5.66690908097349e-06	0	0	0	0	4.52400078228132e-06	0
"K06994"	0	0	0	0	0	0	0	1.33385476887438e-05	0	0	0	0	8.37971130284131e-06	0
"K06995"	0	0	0	0	1.11154265557635e-06	0	0	0	0	0	0	0	0	0
"K06996"	0	0	0	3.6023313245985e-07	2.85813833548884e-07	0	0	1.87440920023337e-07	0	0	0	0	0	0
"K06997"	2.87632509720934e-06	6.53832864177288e-07	3.74521141921559e-07	1.16932182048165e-06	5.93631397653098e-06	0	5.4883925858696e-07	2.3207313473507e-05	0	0	4.42021148605455e-06	7.95588938890609e-07	1.35135252725319e-05	6.46835766440597e-07
"K06998"	0	0	0	6.19733012733214e-07	4.56064094644876e-06	0	0	2.18330054412473e-06	0	0	0	0	1.3168320246031e-06	0
"K06999"	9.60528279002985e-07	0	1.98425466039474e-07	3.11875187881105e-07	1.3226993903461e-06	0	0	4.69656965291871e-06	0	0	6.35219986647319e-06	0	7.81266885445697e-07	0
"K07000"	0	0	0	5.24135812168584e-07	1.04658306320872e-06	0	0	1.44562367181572e-06	0	0	0	0	1.37639053753066e-06	0
"K07001"	2.62631186721265e-07	3.29242116406678e-07	1.82770419060157e-07	5.64626217274398e-07	1.83262206986777e-05	0	4.90260439282191e-07	1.6265711391033e-05	0	0	0	0	1.23826371064786e-05	0
"K07002"	0	0	0	0	6.38214567695149e-06	0	0	7.44973078320863e-06	0	0	0	1.93091497216429e-06	1.69341580267672e-06	0
"K07003"	0	0	0	0	4.83544396652648e-06	0	0	1.0679867726837e-06	0	0	0	0	1.08841716774213e-06	0
"K07005"	0	0	2.30446880601988e-07	4.32909424651975e-07	0	0	0	0	0	0	0	0	0	0
"K07006"	0	0	1.11949581349398e-07	0	3.99147029992589e-07	0	0	4.75873703283879e-07	0	0	2.76619700016118e-06	0	0	0
"K07007"	7.81482860059876e-07	4.11058159950953e-07	3.76649815668073e-07	1.38760366027674e-06	2.31380303668934e-05	4.66664126692652e-07	0	3.55965253484376e-05	0	0	0	9.87697519681657e-07	2.54092735818194e-05	4.54849931510708e-07
"K07008"	8.40449105507379e-07	0	0	4.06674412283457e-07	2.07672166286282e-05	0	0	2.71373318493795e-05	0	0	0	0	1.80453432613668e-05	0
"K07009"	4.9669694270924e-06	0	3.15884098764731e-07	3.8255291641138e-07	8.3111757999283e-07	0	0	1.71526314878218e-05	0	0	6.2760233948199e-06	4.4520797887155e-07	6.05055495892438e-06	4.68486864601607e-07
"K07010"	9.67786005801797e-07	0	3.07337210385195e-07	8.62208066502623e-07	1.54731696608657e-05	0	0	3.93949673281843e-06	0	0	5.62361939188264e-07	0	2.40961463131724e-06	0
"K07011"	0	0	0	0	0	0	0	1.8505291768543e-07	0	0	0	0	0	0
"K07012"	0	0	0	0	0	0	0	2.65794870719196e-06	0	0	0	0	1.58769842087905e-06	0
"K07014"	0	0	0	0	4.78694561117717e-07	0	0	9.14890603452451e-07	0	0	0	0	0	0
"K07015"	0	0	0	6.19674865461885e-07	3.80320030892293e-07	0	0	1.28599717235204e-05	0	0	0	3.7683065632684e-07	5.49404119954305e-06	0
"K07017"	0	0	0	0	0	0	0	2.24857509982901e-06	0	0	0	0	0	0
"K07018"	0	0	0	0	6.80480395992515e-06	0	0	5.99132205711451e-06	0	0	0	0	5.70172204251567e-06	2.61594302362354e-07
"K07019"	0	0	0	0	1.5565163462427e-06	0	0	1.76218779979597e-06	0	0	0	0	1.40319079338579e-06	0
"K07020"	0	0	0	0	6.28295773924912e-07	0	0	0	0	0	0	0	0	0
"K07021"	0	0	0	4.49413137118734e-07	0	0	0	3.13065828438505e-07	0	0	0	0	3.10540252490659e-07	0
"K07023"	1.12282270461762e-06	2.47283891408804e-06	1.30534708186868e-06	1.32690318887251e-06	9.48249894556287e-07	0	6.17862311185656e-07	2.69554655827526e-05	1.26642032807996e-06	0	0	1.11879609993182e-06	1.40283256173841e-05	1.4656908265408e-06
"K07024"	3.51833084517696e-06	1.21583051094183e-06	1.25001518554029e-06	4.35841605093569e-06	1.85148273587449e-05	1.55356164931322e-06	1.17843646591403e-06	8.26560517123851e-05	1.09198176095915e-06	1.16811393869228e-06	1.47378460841608e-05	3.22006539711017e-06	2.66910258884847e-05	1.16155336828757e-06
"K07025"	7.16801520813161e-07	9.08929640789602e-07	3.34688295070434e-07	1.87811583292856e-06	2.3284306177925e-06	7.21548526983612e-07	5.0239908332824e-07	3.08594318486091e-05	0	0	4.07575129012254e-06	5.81920011364149e-07	8.46491859239184e-06	0
"K07026"	0	0	0	0	0	0	0	5.94434227910221e-07	0	0	0	0	0	0
"K07027"	0	0	2.19894037071079e-07	1.05265325374908e-06	1.57163411563231e-06	0	0	8.79839078693654e-07	0	0	0	0	1.05169054489309e-06	0
"K07028"	0	0	0	0	7.51082700438612e-07	0	0	0	0	0	0	0	0	0
"K07029"	5.49381704001991e-06	5.79733181076782e-07	5.22005355448544e-07	1.63057808806106e-06	2.33865057498558e-06	6.9262058870948e-07	6.40562541000275e-07	3.48668251703923e-05	0	8.47950203646367e-07	1.21999163599933e-05	8.31662899399994e-07	1.61063584042737e-05	6.61647477633977e-07
"K07030"	1.48349588451383e-06	8.82944739022004e-07	7.4602861167824e-07	1.64675029126188e-06	1.66221865004043e-06	7.20466651484372e-07	6.71509230327528e-07	1.37522039377259e-05	0	0	8.96308129944458e-07	1.54947874284688e-06	7.81648150776642e-06	1.31268910198185e-06
"K07032"	0	0	0	0	0	0	0	7.15129315857993e-07	0	0	0	4.22963321052035e-07	0	0
"K07033"	2.35696055422792e-07	0	1.35656343210345e-07	0	0	0	0	8.7075057534e-07	0	0	0	0	7.51994325880049e-07	1.6863501767453e-06
"K07034"	0	0	0	3.70303932276219e-07	3.60349667718186e-07	0	0	8.76425795140493e-07	0	0	0	0	0	0
"K07035"	1.05516169481732e-05	4.57721916267137e-06	3.15496390615516e-06	1.50390506923863e-05	1.04027258217864e-05	4.60421331943401e-06	6.60651457594141e-06	6.11032131695574e-05	9.85828300099577e-06	1.21668248512326e-05	9.46191738153347e-06	1.84011497065666e-05	2.97101180661131e-05	1.00388638462512e-05
"K07038"	0	0	0	0	4.34455869746831e-07	0	0	9.68323517808165e-06	0	0	0	3.93153790718006e-07	1.848954813083e-06	0
"K07039"	1.38388000083407e-07	0	0	1.65221944141916e-07	1.16055597503502e-05	0	0	3.40969884522966e-05	0	0	0	0	2.47738702546019e-05	0
"K07040"	2.98286306715364e-06	0	2.29776966071753e-07	5.5148228589365e-07	7.77146732610107e-06	8.01695607680408e-07	0	3.62158483841417e-05	0	0	6.69693944470662e-06	5.14346157386003e-07	2.55252229886462e-05	2.41835972097124e-07
"K07041"	0	0	0	0	0	0	0	0	0	0	0	0	2.67851479105538e-07	0
"K07042"	2.92400866620664e-06	5.88842158557784e-07	0	8.89008463458204e-07	1.34123684710606e-05	4.5225856895982e-07	0	2.5369880692775e-05	0	7.78290545119028e-07	4.83076323308908e-06	7.58086841207878e-07	1.09417265099218e-05	5.02250175081686e-07
"K07043"	0	0	2.30272231187628e-07	5.20860275544733e-07	2.54591610590225e-06	0	0	4.98608093999571e-07	0	0	0	0	6.40659754232249e-07	0
"K07044"	6.79602444810353e-07	0	0	0	8.43221895621221e-06	0	0	2.08103857011408e-05	0	0	0	0	1.6461053320066e-05	0
"K07045"	0	0	0	0	1.08379848675347e-05	0	0	1.39446470569105e-06	0	0	0	0	7.13088537099999e-07	0
"K07047"	2.6760951324386e-06	0	0	6.31468516789064e-07	1.10460534111458e-06	6.70517437509405e-07	0	7.05505369649989e-07	0	0	3.68782632882622e-06	0	1.63193585911313e-06	3.61752521868839e-07
"K07048"	0	0	0	0	0	0	0	1.24872146158354e-06	0	0	0	0	2.11209086861939e-07	0
"K07052"	0	0	4.18105975075496e-07	9.13369773678932e-07	5.14133825492127e-07	3.44958190189758e-07	0	2.8975643794361e-05	0	0	1.21943847790837e-06	2.19005173249269e-06	5.47732619204155e-06	0
"K07053"	0	0	2.011472095366e-07	0	2.29286763518172e-06	0	0	3.9583234932931e-06	0	0	4.81395439179803e-06	2.7432915339993e-07	3.01577372983821e-06	0
"K07054"	0	0	0	3.78959363940736e-07	8.61757290682808e-06	0	0	8.19823586362128e-06	0	0	0	0	7.43165152692057e-06	0
"K07056"	7.08901542811073e-06	3.21248769909013e-06	2.77519054142251e-06	5.8946275861137e-06	2.80512776426876e-05	1.96627957832738e-06	3.02425260146386e-06	3.87928541223227e-05	3.13995304543188e-06	3.00895436515385e-06	9.17615066158667e-06	3.17252684652268e-06	2.04712232406092e-05	5.99328118243429e-06
"K07058"	5.39261472051467e-07	5.45037971004997e-07	3.64774948107815e-07	1.50649975664632e-06	8.05610864872424e-06	4.1441467050635e-07	7.35926518406655e-07	2.92200626730347e-05	0	3.53349370607614e-07	0	5.32314969949087e-07	1.61430077482607e-05	0
"K07062"	0	0	0	0	2.44221633414268e-06	0	0	5.87295916954886e-07	0	0	0	0	5.56653115643916e-07	0
"K07068"	0	0	0	0	0	0	0	3.52392678032808e-07	0	0	0	0	4.40113738992855e-07	0
"K07069"	0	0	0	4.2774910093097e-07	0	0	0	0	0	0	0	0	0	0
"K07070"	0	0	0	0	8.44478747096668e-07	0	0	7.44139507251151e-07	0	0	0	0	0	0
"K07071"	0	0	0	0	4.81919013221048e-07	0	0	7.68573211036968e-06	0	0	0	0	1.90433374291923e-06	0
"K07074"	0	0	0	0	1.25557063016884e-07	0	0	0	0	0	0	0	0	0
"K07078"	0	0	0	2.68483219386042e-07	1.46447739254904e-06	2.82686376152033e-07	0	1.44719445231387e-05	0	0	0	6.95233869378353e-07	9.76789523725718e-06	0
"K07079"	0	0	0	0	0	0	0	0	0	0	0	0	5.65283272467435e-07	0
"K07082"	0	0	2.82351564752859e-07	0	6.83716247511402e-06	0	0	6.68631161542885e-06	0	0	3.38295219133238e-06	5.29643409686633e-07	4.78614272262313e-06	0
"K07084"	3.50786796613543e-07	0	0	0	5.28230443530101e-06	0	0	2.77046839020229e-05	0	0	0	0	1.36706402595622e-05	0
"K07085"	4.905348740415e-07	0	2.32849880374213e-07	8.89123636777059e-07	1.17052781543856e-06	3.19491391420278e-07	0	1.8875881809989e-06	0	0	0	2.28386522371539e-07	7.77564350481794e-07	0
"K07088"	1.85558806319549e-06	2.00444058477369e-07	1.82061804121074e-07	5.88999129885655e-07	8.20346496599693e-06	0	0	3.16793516715204e-05	0	0	1.32199819165432e-05	4.20730430713243e-07	1.63756374040098e-05	2.08522953277815e-07
"K07089"	0	0	0	0	2.97231217779843e-07	0	0	1.1669103363557e-06	0	0	0	0	3.22138021815806e-07	0
"K07090"	9.19930101013762e-06	2.10359816776693e-06	2.30413486528607e-06	7.93094230760314e-06	2.85459733656243e-05	1.46379724430636e-06	2.34098370090943e-06	8.37601246434361e-05	5.7500488717609e-06	5.43671269122591e-06	1.39364371241637e-05	1.24662053421579e-05	5.20872066145609e-05	6.23017648930293e-06
"K07091"	0	0	0	5.57524780922528e-07	1.29420719848139e-05	0	0	1.89052859449422e-05	0	0	0	0	1.33941339233748e-05	0
"K07093"	0	0	0	0	8.28438413294071e-07	0	0	1.47221822017048e-06	0	0	0	0	1.52261083757612e-06	0
"K07094"	0	0	0	0	0	0	0	1.69565692450743e-06	0	0	0	0	4.82409882144373e-06	0
"K07095"	4.68749361790187e-07	6.31243936048313e-07	0	8.4905245570233e-07	7.68754621194148e-07	0	0	4.37408203571802e-06	0	0	0	0	3.92307221823193e-06	6.78306175161672e-07
"K07098"	0	0	2.1280503734847e-07	5.64829166512836e-07	2.51053635158661e-06	0	0	7.65224242302449e-06	0	4.0324027693839e-07	0	0	5.46128604818122e-06	0
"K07101"	0	0	0	0	1.64364618810869e-05	0	0	4.48213098232086e-06	0	0	0	0	2.25419232244809e-06	0
"K07102"	0	0	0	0	1.10345892174214e-05	0	0	1.16658954582752e-05	0	0	0	0	6.72900155974483e-06	0
"K07104"	0	0	0	0	0	0	0	6.27224318709896e-06	0	0	0	3.88353184265272e-07	2.23013800787195e-06	0
"K07106"	0	0	0	1.78724090704773e-06	1.299193462269e-06	7.22274424363347e-07	0	1.94057255252945e-05	0	0	0	1.1146262984823e-06	8.83642609353344e-06	0
"K07107"	1.36272205452956e-06	0	0	8.10035611019386e-07	1.94415582861298e-05	0	0	6.61602805175402e-05	0	0	6.40304191734366e-07	9.66775768176999e-07	2.20627615516163e-05	9.5951993301895e-07
"K07109"	0	0	0	0	2.42427118074222e-07	0	0	8.86717543950952e-07	0	0	0	0	0	0
"K07110"	0	0	0	0	2.59628335647927e-06	0	0	1.45154379664621e-06	0	0	0	0	9.08035894333461e-07	0
"K07112"	0	0	3.28187799649513e-07	5.36157854264903e-07	2.64123226145502e-05	0	0	3.89472618366808e-05	0	0	0	6.67978280742071e-07	2.31867605200613e-05	0
"K07113"	0	0	1.64721200290254e-07	3.45644613597007e-07	0	0	3.47096500540083e-07	1.0939214095081e-06	0	0	0	0	0	0
"K07114"	1.39101908369773e-06	0	3.71722452055077e-07	0	1.6053486201743e-06	3.01667568391299e-07	6.47663013521416e-07	5.50239930458993e-07	0	0	3.759992160785e-06	0	7.91853447979989e-07	0
"K07115"	3.7755771974413e-07	0	1.7913374734161e-07	5.85542521143961e-07	9.60710856845417e-06	3.42935212632754e-07	0	3.06279464453612e-05	0	0	0	0	2.32014290664042e-05	0
"K07117"	0	0	0	0	4.98290142706866e-06	0	0	2.12906459937807e-06	0	0	0	0	8.23809235519939e-07	0
"K07118"	4.21200820433148e-06	0	0	0	7.43538979216402e-07	0	0	2.65753960785897e-06	0	0	5.72733545027803e-06	0	6.20623382001827e-07	0
"K07119"	0	0	1.70684110658199e-07	0	9.77596788740292e-06	0	0	1.60687558097413e-05	0	0	0	4.24078381820585e-07	2.79389353063201e-05	0
"K07120"	0	0	0	0	9.56138826190129e-07	0	0	1.18102588288737e-05	0	0	0	0	4.26742817787738e-06	0
"K07121"	0	0	0	2.15717216164156e-07	4.63579978739067e-07	0	0	8.32617875564946e-07	0	0	0	0	0	0
"K07122"	1.25387650111424e-07	0	0	1.48233549048098e-07	0	0	0	6.67848043235113e-07	0	1.93147309542636e-07	0	0	1.25874506264384e-07	0
"K07124"	4.24803012575449e-06	0	0	5.80169386016038e-07	8.87623824586863e-07	0	0	3.82763997705192e-06	0	0	3.90545915431287e-06	0	2.13795825822464e-06	4.57065852674583e-07
"K07126"	0	0	0	3.38060681060723e-07	5.20462203366516e-07	0	0	1.50937421995272e-06	0	0	0	0	4.44715408019941e-07	0
"K07127"	0	0	0	0	5.17641214622249e-06	0	0	2.22555530523754e-06	0	0	0	0	1.02892613239668e-06	0
