"","WDG002","WDG004","WDG018","WDG027","WDG028","WDG033","WDG040","WDG048","WDG058","WDG087","WDG092","WDG127","WDG132","WDG140","WDG146","WDG154"
"K07342",306.82,1332.5,1418,220.33,1030.34,92.16,230.17,362.32,4516.33,156,600.34,355.16,865.17,77.66,281.17,240.17
"K07343",4172.59,8095.43,7549.06,792.27,2033.69,1727.47,2991.93,15426.64,9978.25,2883.73,2421.29,2086.01,4955.79,614.58,997.19,8730.47
"K07344",211,123.67,69.17,7.5,22,89.83,1011.67,423.6,496,205.83,188,283.5,315,253.5,132.17,242.33
"K07345",3907.47,20202.04,17591.59,3604.99,10083.66,6180.85,3887.12,31307.41,28637.94,3170.61,4609.98,3438.02,4226.84,1744.23,2683.4,20577.22
"K07346",2721.46,21680.61,20182.94,1839.73,5128.89,2840.86,2883.74,42790.94,15873.04,2300.12,3983.01,1996.68,2489.38,1107.56,1660.06,15444.93
"K07347",7255.83,34540.91,33709.98,6036.79,16878.38,9039.24,7346.35,60553.27,47047.2,5873.25,8817.44,6202.71,7539.34,3660.23,4865.24,35398.53
"K07348",743.2,1000.63,1204.08,606.75,1692.58,924.71,728.78,560.14,4470.61,669.5,576.33,672.55,844.84,488.78,666.79,2637.42
"K07349",1085.76,1270.68,2006.98,1207.52,3388.69,1472.66,1107.17,1715.36,7738.46,1101.43,1006.55,1193.01,1308.77,589.75,1060.43,4792.05
"K07350",681.95,993.38,1115.58,599,1678.83,907.21,696.03,547.39,4392.61,661.25,555.08,668.55,729.84,476.03,536.04,2534.17
"K07351",892.36,1121.6,1323.03,615.04,1706.75,1035.42,933.11,636.56,4761.48,833.45,761.17,872.39,882.97,719.6,622.16,2693.62
"K07352",1,2,4,1,6,0,1,5,9,1,0,0,5,0,0,31
"K07353",0,0,0,0,0,0,0,3,1,0,1,0,3,0,0,0
"K07354",61.25,7.25,88.5,7.75,13.75,17.5,32.75,15.75,81,8.25,22.25,4,118,12.75,130.75,112.25
"K07355",61.25,7.25,88.5,7.75,13.75,17.5,32.75,15.75,81,8.25,22.25,4,118,12.75,130.75,112.25
"K07356",12.25,6.25,4.5,3.75,7.75,15.5,17.75,12.75,20,0.25,8.25,2,35,0.75,9.75,27.25
"K07357",650.07,925.53,580.43,99.59,200.65,636.21,852.01,1863.93,2283.26,978.16,627.97,608.37,930,474.57,802.269999999999,1239.98
"K07358",459.2,1417.13,412.33,38.25,65.83,746.25,503.03,359.39,2015.43,518.5,319.83,346.3,510.84,406.28,342.79,716.42
"K07386",4361.67,648.24,707.56,275.5,386.56,2765.51,4989.79,2190.25,7264.82,7606.58,2778.4,1356.68,1977.29,413.04,718.26,4168.03
"K07387",1261.01,8430.18,7624.56,684.69,1903.11,1592.99,1222.25,15314.25,10936.21,1361.26,2279.38,862.68,1859.8,548.83,885.27,5208.72
"K07388",98.82,116.83,83.33,177.33,890.34,64.83,136.5,76.32,781.33,172.67,155.34,43.16,242.17,32.66,100.5,254.84
"K07389",100.39,110.93,403.03,35.32,97.46,144.3,158.34,990.07,2826.55,149.64,545.5,53.44,470.56,27.57,71.26,336.18
"K07390",11222.92,10623.33,14177.63,1254.5,2879.29,5667.42,7703.63,18942.52,46925.44,4862.28,25838.45,21772.69,29058.76,6444.35,5502.1,11880.61
"K07391",14397.52,12228.91,15958.71,1697.34,3554.72,8733.31,15271.31,22694.36,59044.01,31940.45,29375.72,24033.13,33950.56,7777.11,62680.62,14951.35
"K07392",92.82,116.83,83.33,156.33,862.34,34.83,74.5,76.32,687.33,59.67,155.34,43.16,231.17,32.66,91.5,162.84
"K07393",2307.22,8293.16,7865.76,872.1,2187.09,3292.62,4917.83,17370.17,14007.65,2702.81,4044.71,1751.47,3451.05,714.28,1419.74,8641.04
"K07394",658.33,265.4,1430.4,125.4,358.6,877.43,1619.79,1015.99,1700.9,1024.11,449.82,421.85,791.16,104.6,327.08,2896.15
"K07395",1210.81,7661.75,6628.35,234.97,437.56,1231.44,2333.59,14964.42,7435.77,1174.98,2154.57,6659.21,3650.39,226.42,695.59,3844.58
"K07396",676.89,6782.38,6166.23,90.43,254.11,549.95,1503.31,15122.84,4110.51,920.31,1506.55,492.79,913.76,121.97,449.14,3203.29
"K07397",12836.92,11488.36,15284.26,1588.8,3404.99,7075.79,9149.22,19779.19,51778.45,5722.43,29391.23,22812.39,33567.33,6765.38,6204.77,14676.72
"K07398",285.32,239,559,199.33,934.34,111.66,219.67,115.32,1289.33,201,641.34,292.66,814.67,82.66,260.67,279.67
"K07399",1102.5,623.65,822.5,233.67,395.67,2499.49,4944.34,2150.66,5611.75,6721.17,2119.94,618.5,1102.66,218.33,1104.72,1236.84
"K07400",1817.59,8047.66,8532.96,809.5,2192.29,1833.76,2898.63,15968.52,9629.44,2022.45,2379.28,1576.19,3036.9,642.85,1085.6,8746.28
"K07401",752.84,1041.48,1504.7,147.65,371.2,836.59,1186.34,1393.54,2497.41,1237.08,541.75,720.74,1631.56,452.6,448.97,2403.51
"K07402",11088.07,4085.7,6695.2,959.53,1718.65,2888.85,11989.57,5652.16,25837.64,15620.77,27638.53,22086.49,30839.35,6447.06,6449.82,10056.71
"K07403",1734.82,1285.33,1737.83,354.17,691.34,1235.82,4303.6,2016.45,7364.55,2417.15,2078.39,1521.33,4193.98,350.99,1400.3,3593.72
"K07404",4586.17,8166.76,7719.72,892.77,2236.95,1846.63,3577.52,15693.5,11335.45,2025.73,2798.75,1976.25,4296.96,663.57,1476.22,9917.85
"K07405",75.82,125.83,151.33,39.33,47.34,132.83,134.5,133.32,1071.33,185.67,502.34,53.16,739.17,24.66,65.5,227.84
"K07406",815.82,1184.78,1376.43,175.51,352.57,726.54,1025.93,2231.51,8613.76,910.41,1679.89,869.87,2417,498.82,660.19,2727.73
"K07407",6120.27,1213.78,1362.01,901.93,2089.35,2005.23,4216.13,1650.51,8137.94,3502.9,3082.55,1518.75,1665.71,190.41,858.84,6358.65
"K07442",1717,1741.32,1836.67,449.5,1324,2362.99,4101.42,2159.58,9253,7244,3212.77,1090,1838.3,213.83,793.89,1272.67
"K07443",2983.59,8706.33,9519.96,1101.51,2760.29,2468.09,4977.19,16847.34,14435.49,2407.57,4066.49,8521.03,7212.18,929.01,2156.07,10182.17
"K07444",3553.05,659.17,1145.78,392.17,649.16,1103.77,4190.54,1432.83,5786.56,1776.7,2124.39,1112.88,3138.59,302.52,944.13,3006.72
"K07445",19,24,42,3,7,18,22,55.33,675,302.5,6,14,12,2,50.72,88.56
"K07446",312.82,1332.5,1418,241.33,1058.34,122.16,292.17,362.32,4610.33,269,600.34,355.16,876.17,77.66,290.17,332.17
"K07447",16655.14,12429.98,16256.74,1909.51,3918.28,9303.68,18865.25,23235.59,60360.84,33104.48,30407.44,24564.91,34461.79,7200.03,63279.45,17400.84
"K07448",5419.48,1826.08,2779.91,1887.76,5086.02,3681.11,4049.6,2707.21,15178.08,6184.09,1724.1,1782,1816.18,366.98,937.93,6740.45
"K07449",5,24,4,1,6,9,14,77,152,2,6,19,14,1,37,79
"K07450",22.5,0.5,0,0,0,42.5,1222.5,19,9,4351,71,7.5,2.5,1,77.5,3.5
"K07451",918.85,538.71,955.24,142.41,293.92,487.21,1099.63,744.46,5487.35,653.03,2367.33,763.04,2234.2,479.94,535.46,2415.34
"K07452",876.16,473.74,1036.66,660.51,1779.34,773.5,1094.99,313.34,4020.82,524.83,2319.44,822.85,1253.68,596.48,529.33,4275.03
"K07454",1220.52,8394.05,6989.91,612.75,1683.75,1558.76,1226.62,14056.8,5887.28,888.65,1379.67,890.88,889.34,717.77,461.85,4533.55
"K07455",59,3.75,84,12.75,9.75,17.25,103.25,10.25,101,42.08,29.25,18.25,121,18.5,141.08,121.25
"K07456",4323.72,1410.17,1830.28,502.01,849.49,1904.76,7218.21,2838.99,9383.57,2826.53,2660.72,2165.72,4603.23,351.85,1350.47,5604.05
"K07457",3119.49,446,556.33,402.84,1205.17,903.99,4714.59,665.06,2771.59,2871.5,1067.33,922.17,1909,88.82,286.01,2735.01
"K07458",986.2,1160.28,1348.83,681.5,1816.08,1169.54,1773.86,503.22,5656.94,2646.75,2239.85,851.05,1372.64,510.11,762.09,3226.43
"K07459",1280.59,7829.26,7267.81,683.1,1861.69,1368.66,1370.55,15197.67,8614.79,1054.53,1987.13,1050.34,2266.6,548.25,813.52,5904.13
"K07460",14388.59,12216.31,15958.71,1693.34,3552.12,8720.05,15248.04,22595.76,58943.74,31892.45,29363.55,23964.03,33947.56,7774.01,62656.15,14950.62
"K07461",5812.47,8455.1,11555.01,1055.77,2621.35,5454.09,8970.92,18202,36191.1,23137.73,3487.69,2315.22,4049.19,1739.77,58018.48,10490.68
"K07462",15410.64,12645.33,15925.99,1781.51,3745.28,7510.35,15275.55,21632.51,56451.14,26282.6,28758.05,23927.41,33688.61,7085.2,62823.02,17023.21
"K07463",476.46,2596.83,2380.33,416.99,2016.02,169.15,431.84,656.96,8729.99,328.67,1059.02,502.48,1317.51,140.98,475.84,572.18
"K07464",614.97,1598.5,1607.25,380,1329.84,494.64,859.18,762.96,6188.92,1182.33,1325.85,855.16,1907,153.98,499.52,1605.51
"K07465",573,127.65,214,43.5,36,163,2281,100.33,241.25,5111,452.6,137,452.3,139,354.22,147.01
"K07466",414.46,1489.5,1515,404.99,1927.02,159.48,432.51,508.96,5359.99,358,795.02,418.48,1134.51,105.98,444.51,601.51
"K07467",39.2,188.9,43.65,20.22,17.95,110.27,289.61,92.44,389.57,36.94,302.67,108.7,192.98,7.2,67.63,3856.55
"K07468",224.82,91.83,180.33,13.33,36.34,376.83,150.5,74.32,870.33,63.67,158.34,55.16,344.17,38.66,99.5,153.84
"K07469",20,0,0,0,10,2,0,4,28,40,0,4,12,2,26,5
"K07470",1019.7,7658.88,7015.33,624,1749.58,1171.71,994.45,14326.64,7407.36,804.08,1599.58,718.55,1097.34,495.28,592.21,4519.17
"K07471",0.17,2.67,1.5,0.84,0.67,0.83,2.33,3.97,36.67,1.67,7,6.34,9.34,0.83,21.67,15.84
"K07472",237,132,488,44,79,86,146,64,775,155,529,265,692,68,188,143
"K07473",4991.73,6949.9,6122.18,143.24,199.77,874.23,3941.9,13972.69,3642.52,7315.83,1278.33,1594.56,695.58,154.61,512.09,3484.98
"K07474",43.42,168.57,357.9,36.9,89.27,99.15,1279.84,388.36,2760.53,239.99,546.91,69.94,602.38,20.18,85.99,1441.91
"K07475",19.5,3.17,6.67,21,28,43.83,75.17,2,109,145.33,138,14.5,32.5,13,20.17,96.83
"K07476",241.5,99,192.5,89.17,198.17,129.33,2850.67,264.33,639.5,849.83,351.17,202.5,292,68,567.33,641.5
"K07477",286.82,280.83,574.33,214,987.67,120.66,240.67,235.98,1607,231.5,636.34,362.83,862.5,86.49,248.84,408.51
"K07478",22274.64,12527.98,16269.74,2029.51,4033.78,9759.85,20268.58,23239.59,60411.17,33458.31,30728.94,25120.91,34563.29,7883.03,63306.28,17284.51
"K07479",1427.59,8449.26,7369.56,687.1,1881.69,1664.66,1437.88,15269.87,9237.54,1100.2,2101.13,1259.34,2476.6,554.25,900.85,6548.13
"K07480",921.44,4734.78,2128.5,1163.8,3247.11,2900.08,511.39,782.01,9428.21,306.78,607.76,709.55,1270.89,188.89,853.24,5357.47
"K07481",216.75,2470.67,191.5,34,91,1371.24,3252.33,909.5,2033.45,8903,159.67,48.75,239.67,13.75,172,375.67
"K07482",65.82,5.75,70.57,7.57,10.18,212.25,1289,68.18,130.39,4390.57,232.5,100.14,72.39,26.64,157.46,8
"K07483",16785.09,17125.92,19789.28,4363.45,11367.34,13058.24,21127.16,22637.9,69034.19,30936.18,27716.73,24468.21,31726.39,7339.72,8899.23,23289.75
"K07484",1471.24,3188.19,2490.82,1248.71,3415.48,2381.79,1007.88,1095.69,10766.28,602.61,1482.09,998.96,2515.52,325.93,1842.27,7586.59
"K07485",71.08,649,72.33,29.33,24.92,337.5,102.08,187.42,786.91,174.16,198.25,45.41,209.41,5.16,63.07,1546
"K07486",581,371,950.75,681,1785.5,602,791.5,589.8,4698.75,757,554,724.5,2048.5,104,350,4230
"K07487",47.97,105.99,47.74,30.99,24.02,61.82,1222.66,74.95,490.74,202.01,220.69,48.81,328.52,30.98,158.99,295.02
"K07488",0.66,22,72,0,1,3.66,1.66,190,34,0,7.34,6,18,6,5.66,395
"K07489",0,2,2,0.33,2,0,24,3.97,2.33,8,12,0,4,0,5.3,17.33
"K07490",1130.26,7733.93,7161.23,652.1,1807.69,1262.66,1174.17,14889.53,7791.54,989.68,1801.8,833.01,1361.27,527.25,713.18,4873.13
"K07491",11176.49,4320.84,9113.44,773.91,1400.7,5579.3,8805.69,5709.26,47075.19,7218.29,25057.84,21663.71,29373.11,6596.82,5807.01,11147.88
"K07492",16.58,98.5,53.58,9.33,13.67,59.08,68.25,138.99,439.91,101.5,380.67,47.74,272.91,27.66,106.73,266.75
"K07493",134,89.4,52.4,10.72,9.6,267.1,7413.09,231.13,230.22,26044.91,443.15,70.85,15.3,7.6,464.09,1279.47
"K07494",27.33,51.5,32.83,6.33,9.67,57.25,45.75,78.87,241.16,124.08,308,40.91,164.41,20.16,83.56,238.18
"K07495",29,0,0,2,14,27.66,130,8.65,118,87.34,14.34,6.66,55,0,39.99,111
"K07496",2161.23,2065.42,1212.33,611.59,1540.27,2211.44,12792.34,1716.08,8763.93,35183.77,3123.1,1643.83,2390.23,560.55,1808.26,4908.6
"K07497",35723.92,24401.7,33329.19,7605.74,19481.92,20022.09,31594.37,30760.85,135714.74,46084.66,78470.81,61685.56,85377.79,21238.36,19266.75,40604.84
"K07498",67.5,2,16,5.97,3,76.97,1600.33,16,90.97,136.16,24.47,64.5,204.89,5.5,72.3,144
"K07499",12.33,49.33,15.66,24,33.67,35.67,110.33,29.66,302,158.5,73.67,18.33,125.67,11.66,58.17,213.67
"K07500",3.5,0.5,0,0,0,0.5,4.5,0,3,13,0,0.5,2.5,0,3.5,3.5
"K07501",738.17,411.4,577.4,162.57,297.6,744.93,1632.58,603.35,2220.07,708.08,754.98,545.02,2208.33,193.6,320.58,1761.98
"K07502",326.82,300.5,541.5,264.17,1120.84,168.32,1806.51,641.31,1727.5,861.83,471.01,329.83,373.5,111.99,662.68,924.84
"K07503",1591,556.32,882.17,200,281.5,2227.66,3885.25,1840.08,5460.83,7038.83,2538.27,941,1644.3,202.83,717.22,998.34
"K07504",257.33,239.73,764,574,1620,957.17,536.33,155.16,3154,171,359.6,408,369.13,77,239,2132.37
"K07505",0,0,0,0,0,0,0,0.8,7,0,0,0,0,0,0,0
"K07506",947.17,1274.74,1733.96,652.58,1814.87,1417.93,1072.34,1397.99,8782.44,1055.17,1313.03,850.85,1309.14,508.77,478.18,4093.86
"K07507",1676.76,14324.53,12206.34,299.04,600.3,1345.82,5099.11,29051.09,7640.18,25397.79,3036.49,1115.01,2654.99,708.26,57504.4,7979.56
"K07516",1018.83,444.5,823.5,281.84,570.5,600.49,4118.55,889.99,2795.55,2851.28,1321.22,844.17,2586.61,338.83,1006.12,1772.05
"K07518",0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0
"K07533",3197.38,348.34,526.36,275.5,545,646.1,5027.55,884.16,4056.3,1638.7,981.38,800.21,697.06,165.51,1227.79,3059.56
"K07535",74,1228,88,6,5,573.29,19,118,989.57,929,7,11,109.86,0,123,163
"K07536",0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0
"K07540",0,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0
"K07552",5253.93,17341.41,19916.18,2068.13,5071.54,9946.5,14443.08,38688.21,56351.12,8781.99,8432.9,10285.38,10636.89,1446.56,3901.97,19356.97
"K07557",118.82,117.5,93,161.33,870.34,40.16,100.17,139.32,712.33,64,163.34,56.16,236.17,34.66,118.17,173.17
"K07558",329.82,1334.5,1421,241.33,1058.34,134.16,296.17,364.32,4618.33,270,732.34,370.16,902.17,88.66,296.17,333.17
"K07559",109.07,135.5,187.58,170.42,871.76,72.49,148.25,103.37,1003.5,66.08,287.92,47.33,270.84,39.74,216.98,294.57
"K07560",15712.8,12328.58,16170.24,1763.17,3635.11,8485.02,16666.92,22936.59,59088.01,32476.15,28734.34,24141.74,33354.32,7150.87,63012.79,16732.81
"K07561",329.82,1334.5,1421,241.33,1058.34,134.16,296.17,364.32,4618.33,270,732.34,370.16,902.17,88.66,296.17,333.17
"K07562",134.82,119.5,96,182.33,898.34,83.16,166.17,140.32,818.33,178,295.34,69.16,266.17,45.66,128.17,266.17
"K07565",3.5,0.5,0,0,0,0.5,4.5,0,3,13,0,0.5,2.5,0,3.5,3.5
"K07566",16333.29,13306.08,17275.74,2017.67,4794.62,7545.68,16397.51,21993.83,60488.42,27995.48,29508.18,24557.4,34578.49,7202.86,63094.57,15895.42
"K07568",15926.97,12076.83,16006.24,1757.34,3712.61,7232.85,15152.17,21504.84,55931.68,26556.98,28820.17,23909.41,34126.49,7735.87,62843.62,16407.39
"K07569",310.83,1285.17,1404.67,217,1025,98.16,197.84,334.66,4316,120,659.67,351.83,777.83,77,242.5,118.83
"K07570",2813.55,199.67,283.53,166.67,302.16,463.13,2492.04,617.33,895.6,1101.37,624.39,596.38,369.73,91.52,615.3,2271.72
"K07571",2918,223.67,255,219.84,357.84,472.97,3806.06,497.49,3059.09,1367.62,1015.21,650.67,460.12,100.83,638.96,1066.22
"K07572",329.82,1334.5,1421,241.33,1058.34,134.16,296.17,364.32,4618.33,270,732.34,370.16,902.17,88.66,296.17,333.17
"K07573",305.32,1333.33,1417.33,241.33,1057.34,130.33,276,363.32,4613.33,252.67,725.34,364.66,894.67,86.66,266,328.34
"K07574",15089.79,11212.83,15336.74,1609.67,4091.62,6516.35,11587.92,20084.58,51837.75,7775.98,27094.18,23034.9,30215.13,6625.36,6426.57,15046.84
"K07575",329.82,1334.5,1421,241.33,1058.34,134.16,296.17,364.32,4618.33,270,732.34,370.16,902.17,88.66,296.17,333.17
"K07576",10420.5,2940,5324,676,1246.5,2321.33,5531.88,3177.14,18372,3091.03,25283.67,21074.5,28512.36,5988.33,5002,4461.16
"K07577",581.14,438.83,1099.33,275.66,1056.68,222.99,1296.67,312.64,2824.66,1000.17,1495.68,644.82,1664.84,164.82,541.17,702.51
"K07578",3.5,0.5,0,0,0,0.5,4.5,0,3,13,0,0.5,2.5,0,3.5,3.5
"K07579",293.82,239.5,567,204.33,942.34,118.16,235.17,177.32,1335.33,214,643.34,303.16,819.17,82.66,264.17,297.17
"K07580",317.82,1334.5,1415,236.33,1051.34,132.16,286.17,301.32,4595.33,270,731.34,360.16,895.17,88.66,291.17,324.17
"K07581",327.82,1336.5,1418,236.33,1051.34,144.16,290.17,302.32,4603.33,271,863.34,373.16,914.17,99.66,292.17,325.17
"K07583",316.82,1334.5,1421,220.33,1030.34,104.16,234.17,363.32,4524.33,157,732.34,368.16,884.17,88.66,282.17,241.17
"K07584",2963.38,249.17,326.78,242,384.99,610.77,3867.54,774.83,3435.23,1522.2,1194.39,696.38,549.73,106.19,716.13,1225.72
"K07585",51.82,107.5,71,155.33,855.34,28.16,78.17,51.32,525.33,59,112.34,30.16,125.17,14.66,76.17,140.17
"K07586",2967.05,227.32,296.53,222.17,410.16,649.46,3978.04,639.33,1311.18,1332.2,1941.16,650.88,959.53,105.35,800.96,2565.17
"K07587",92.82,116.83,83.33,156.33,862.34,32.83,74.5,76.32,679.33,59.67,155.34,41.16,231.17,32.66,91.5,162.84
"K07588",1851,1347.67,1714.42,478.59,735.5,1167.16,6310.01,2218.15,5880.84,7056.91,2913.42,1848.67,4519.33,374.83,1586.87,4189.12
"K07589",1005.59,1160.26,1674.56,674.77,1904.69,1133.66,1770.17,1830.86,7699.21,1128.34,1430.13,970.34,1485.6,564.25,716.85,3780.8
"K07590",293.5,101,194.5,100.17,221.17,134.33,2886.67,293.33,687.5,1122.83,352.17,323,306,87,602.83,757
"K07591",0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0
"K07592",897.36,1186.35,1650.53,626.79,1756,1055.17,933.36,729.31,7231.48,778.7,1202.92,828.64,1183.47,719.1,491.91,2807.37
"K07636",15885.64,11985.33,15609.49,1754.51,3718.11,7112.02,14338.18,21151.17,55719.26,26104.48,28759.17,23891.41,34026.65,7704.53,62808.08,14937.67
"K07637",2077.59,8111.26,8865.56,838.1,2204.69,2122.66,2241.17,15505.53,11759.54,1344.34,2591.13,7537.34,4407.6,654.25,1206.85,6294.13
"K07638",1456.59,7928.66,7366.96,762.5,2022.29,1417.76,2447.63,15521.52,9146.44,1878.45,2501.78,1364.69,2822.48,623.35,983.6,7821.28
"K07639",1507.59,8007.66,8354.96,769.5,2128.29,1695.76,2654.63,15796.52,8969.44,1328.45,2121.28,1175.19,2504.9,606.85,877.6,7839.28
"K07640",1455.59,7858.26,7367.06,703.1,1958.19,1469.16,2251.88,15609.67,8880.04,1562.7,2124.63,1326.34,2479.1,569.25,969.85,6689.13
"K07641",1025.26,7621.93,6502.23,116.1,253.69,852.66,1128.17,14836.53,5510.54,914.68,1699.8,724.01,1999.27,477.25,643.18,3990.13
"K07642",1228.84,8591.91,7346.46,691.84,1922.7,1623.42,1415.01,15218.7,8608.03,1100.5,2062.03,1121.78,1624.81,548.01,797.03,6500.37
"K07643",1132.59,7735.26,7163.56,652.1,1807.69,1262.66,1175.17,14890.53,7795.54,990.34,1804.13,833.34,1362.6,527.25,715.85,4873.13
"K07644",1455.26,9227.33,8007.13,1219.5,3409.29,2275.34,1482.63,15150.02,11665.58,1675.79,2121.95,1169.36,1719.15,594.85,846.93,8074.28
"K07645",1041.48,1529.91,4227.56,706.14,1924.6,3769.07,1327.97,3632.02,32512.73,1031.1,1922.02,945.9,1976.93,556.52,706.19,5827.86
"K07646",1544.75,8057.13,7489.46,820.01,2127.79,1735.53,5540.76,15460.69,9568.53,6580.42,3515.82,1151.03,2528.02,623.84,1227.76,6955.87
"K07647",196.42,88.92,185,28.59,56.42,107.33,165.79,214.86,687.67,36.78,158.25,205.34,1017.34,34.58,226.42,1090.09
"K07648",1427.59,8449.26,7369.56,687.1,1881.69,1664.66,1437.88,15270.67,9237.54,1100.2,2101.13,1259.34,2476.6,554.25,900.85,6548.13
"K07649",645.72,462.52,1436.6,678.56,1880.03,708.41,699.47,1286.39,6213.47,1666.88,1220.56,759.55,1365.36,470.29,527.01,2503.83
"K07650",9,15,14.5,0.17,0.17,17.33,607.17,41.33,199.5,419,18.67,14,27,3.5,31.17,182.5
"K07651",256,103.17,198.5,90.84,198.67,132,2885.89,270.16,674.38,1069.62,352.71,203.67,295.45,68.33,580.79,646.72
"K07652",2937.55,232.17,298.03,176.67,325.16,541.13,3786.04,635.33,3133.1,1246.7,637.39,604.88,518.23,94.52,648.63,2457.72
"K07653",292,108,140,22,21,125,1289,77.99,151,4683,289,76,223,70,230.66,73.68
"K07654",636,402.9,338,133,161,1992.33,3002.08,1756.91,4419.08,5261,1669.27,349,769.8,85.33,444.77,514.82
"K07655",19,2,0,1,0,47,1226,33.33,11,4659,71,8,4,1,119.22,15.56
"K07656",19,0,0,0,0,46,1218,19,10,4631,71,8,1,1,107,0
"K07657",12854.09,11483.66,14972.46,1443.5,3152.29,6344.76,9441.63,20127.52,50226.94,5584.45,26916.28,22985.19,32062.76,7296.85,5952.1,13269.78
"K07658",5546.85,729.17,983.73,360.18,728.05,1098.89,5141.62,1596.81,6798.39,2335.36,1922.49,1833.19,3068.42,2272.71,1032.92,2246.56
"K07659",2150.84,8256.16,8869.21,936.5,2387.54,1896.26,3342.88,16121.27,12250.69,2194.95,3157.28,7896.69,5582.12,800.1,1479.1,8642.28
"K07660",2305.59,8749.26,9104.56,848.1,2226.69,2485.66,2303.17,15636.53,12421.54,1963.34,2659.13,7612.34,4686.6,681.25,1267.85,6633.13
"K07661",1628.59,8027.66,8422.96,781.5,2158.29,1725.76,2777.63,15915.52,9320.44,1402.45,2282.28,1374.19,2675.9,612.85,988.6,8473.28
"K07662",1541.59,7872.26,7393.06,704.1,1961.19,1482.16,2263.88,15648.67,8993.04,1568.7,2200.63,1329.34,2504.96,608.25,970.85,6808.13
"K07663",1025.26,7621.93,6502.23,116.1,253.69,852.66,1128.17,14836.53,5510.54,914.68,1699.8,724.01,1999.27,477.25,643.18,3990.13
"K07664",1146.59,7819.66,7182.96,656.5,1811.29,1280.76,1344.92,14927.38,8062.44,1047.59,1907.28,949.19,1409.9,533.85,776.6,6128.28
"K07665",1510.76,9295.33,8095.63,1238,3422.79,2311.67,2318.8,15376.52,13329.25,1822.46,2165.45,1223.36,1804.15,599.35,908.1,8153.11
"K07666",1424.42,1559.66,4685.96,1290.17,3569.79,4253.59,2226.63,2888.85,32767.11,2232.78,1670.45,1274.19,2413.12,677.85,932.6,6572.95
"K07667",1524.92,8712.13,7486.96,842.18,2220.78,1980.86,5843.31,15835.99,9642.7,25170.94,3495.98,1256.37,2626.18,917,57213.39,7227.15
"K07668",2962.55,290.17,355.03,196.34,376.49,608.46,4925.21,782.99,4068.77,1348.36,639.39,697.05,658.06,101.35,661.3,2610.89
"K07669",304,116,212,28,23,133.5,1302.5,113.99,528,4698.5,290,77,240,72.5,237.66,142.68
"K07670",660,464.9,338,157.34,267.66,2000.99,3067.42,1944.9,4391.42,5313.66,1625.27,498.34,862.96,95.99,466.23,690.6
"K07671",32,7,6.5,1,0.5,48.5,1241,36.33,19.5,5297.5,74.5,9,6.5,1,209.22,18.56
"K07672",19,0,0,0,0,46,1218,19,10,4631,71,8,1,1,107,0
"K07673",1150.59,7806.26,7491.56,673.1,1879.69,1290.66,1178.17,15220.53,10325.54,1206.34,2247.13,843.34,1672.6,534.25,719.85,4999.13
"K07674",686.31,444.3,1461.73,642.53,1806.7,696.28,611.35,1345.91,6762.69,428.37,1195.47,829.13,2013.6,142.55,582.9,4045.22
"K07675",1715.84,14529.76,13489.81,1224.1,3429.94,2012.16,1688.13,28836.42,11252.79,1316.7,2661.63,1231.34,1706.6,618,1053.35,8618.13
"K07676",1150.59,7806.26,7491.56,673.1,1879.69,1290.66,1178.17,15220.53,10325.54,1010.34,2247.13,843.34,1672.6,534.25,717.85,4999.13
"K07677",1169.59,8349.26,7206.56,655.1,1809.69,1545.66,1184.17,14949.53,8274.54,1392.34,1807.13,838.34,1416.46,527.25,719.85,4952.13
"K07678",2330.59,8335.66,9301.96,905.5,2404.29,2056.76,3309.63,16475.52,14795.44,2253.45,3356.28,7870.19,5772.9,756.85,1410.6,9169.28
"K07679",566.23,7378.47,6191.15,74.69,173.78,736.07,544.43,14794.5,4152.67,426.21,1290.97,237.8,853.49,77.3,485.56,2565.05
"K07680",2,1,0,0,0,16.33,0,0.5,55.33,2,0,1,4,1.5,22,0
"K07682",19,0,0,0,0,42,1218,19,6,4338,71,7,0,1,74,0
"K07683",2500.5,51,1,60,68,288,1796,20,66,300.83,108.5,300.5,174,7.5,8.33,182
"K07684",1735.59,1537.26,3199.56,889.77,2306.69,1583.66,3194.88,1974.33,10960.21,6011.2,2121.13,7445.34,5323.6,750.25,1218.07,4884.36
"K07685",769.31,6853.3,6287.23,93.69,216.53,498.28,738.18,14793.75,4467.85,483.37,1572.8,596.13,1831.6,92.55,580.73,4046.05
"K07686",1733.84,14600.76,13819.81,1244.43,3501.94,2039.16,1671.13,29161.09,13767.12,1314.7,3088.63,1241.34,2015.1,625,1050.35,8737.46
"K07687",1708.27,8138.41,8337.26,1292.41,3577.02,1968.51,1892.34,16694.19,11747.09,1858.13,2638.79,1476.72,2401.11,689.16,1205.77,7734.02
"K07688",1526.93,20182.79,18067.03,645.47,1799.1,1325.08,1517.18,41779.67,7927.68,1099.78,2795.46,732.58,1304.8,321.1,813.14,8357.09
