"","WDG002","WDG004","WDG018","WDG027","WDG028","WDG033","WDG040","WDG048","WDG058","WDG087","WDG092","WDG127","WDG132","WDG140","WDG146","WDG154"
"K01533",14028.63,4009.41,8280.87,995.34,1580.08,7936.77,10026.23,8224.96,49945.49,24158.94,26666.79,22256.8,30968.47,6476.68,61500.53,6265.44
"K01534",4660.75,9166.94,8635.32,1190.11,3459.36,2370.76,7274.38,17156.64,17253.3,22162.55,3731.77,2289.18,4097.15,1126.57,58235.73,9713.94
"K01535",82,12.5,11,33,48.5,74.99,169.51,300.32,179.67,888.01,24.34,76.66,81,6.5,130.83,231.83
"K01537",3355.83,794.74,1181.44,465.16,1429.85,1182.34,4144.96,1688.7,6973.19,2183.87,1499.42,1425.36,1851.07,233.16,1124.81,3906.49
"K01539",12.99,49.33,16.33,3.33,5.34,6.66,59.67,30.32,212,80.34,74.34,18.66,113.34,11.66,49.67,122.67
"K01541",2,0,0,0,0,0,0,1,2,0,0,0,41,0,0,0
"K01545",0,0,0,0,0,0,0,3.8,1,0,1,0,3,0,0,0
"K01546",1322.42,7876.73,7310.46,703.34,1859.46,1465.23,5125.26,15344.7,8631.15,6498.09,2157.55,1023.36,1593.39,602.01,1045.37,6483.44
"K01547",1298.59,8479.73,7350.46,700.01,1848.96,1693.73,5107.59,15315.7,9033.49,6454.42,2138.21,980.53,1605.56,598.18,1029.37,6431.77
"K01548",1290.92,8474.73,7348.46,699.34,1847.96,1695.4,5107.26,15313.7,9031.82,6452.09,2137.88,975.86,1596.39,598.18,1022.04,6433.44
"K01551",403,2613.51,407.51,71.67,129.83,1325.33,1770.68,528.49,2395.59,5183.82,458.5,231.17,520.83,55.33,405.4,873.72
"K01555",580,487.65,602.4,126.57,222.93,401.93,419.92,561.84,1869.82,841.08,773.15,539.52,1704.35,184.43,317.31,1928.63
"K01556",476,303.3,408.9,159.57,328.77,258.93,2695.92,368.34,1491.9,1594.75,1802.09,378.85,735.46,83.43,838.52,2118.47
"K01560",3438.16,365.25,529.08,152.67,239.59,796.4,3916.06,605.49,1350.04,1706.35,1055.8,610.66,540.83,159.82,397.45,2305.88
"K01561",28,176.25,242,4.5,2,46,25,41,27.25,199,82,64,28.72,3,8,45.25
"K01563",95,16,38,4,6,183,4895,109,690,17370,285,29,13.72,5,302,6
"K01567",254,100,192.5,92.17,198.17,85.47,1741.67,264.33,665.21,974,351.67,197,179,66.5,594,640.5
"K01569",18,73,328,21,72,28.66,3,331,2632.66,24,443,12,310,10,46,126
"K01571",1772.91,3152.6,2158.07,361.58,699.59,2206.7,2445.17,1988.39,7225.2,1249.88,1954.89,7495.34,4685.37,535.57,1033.86,3781.95
"K01572",1474.41,2624.1,2228.57,351.41,692.42,1956.87,2529.17,2236.06,9358.7,1171.05,2118.22,7354.84,4937.37,458.57,1063.86,3483.45
"K01573",1306.16,1227.6,1950.07,255.91,562.17,1191.87,2313.04,1813.81,5469.82,1044.93,1222.84,7234.84,4120.75,447.32,878.24,2914.57
"K01574",2631.33,126,84,80,102,266.66,834.33,89.33,542.33,233,252.67,485,936,22,76.55,977.56
"K01575",3871.21,1391.34,1888.92,903.68,2778.27,1990.29,4666.75,1904.79,9462.59,3046.5,1748.23,1409.54,2022.21,623.35,722.27,4718.89
"K01576",2,2.5,4,2,6,0,1,86.33,9.5,296,0.5,4.5,5.86,1.5,36.22,35.06
"K01577",510.42,31.92,93,56.59,90.42,239.33,1434.08,57.72,2106.67,4472.92,412.25,17.34,232.34,32.58,252.42,653.09
"K01578",14,88,117,3,3,23,12,20,3,196,33,12,13.86,1,2,22
"K01579",12699.09,12035.98,15556.96,1707.18,3617.79,8483.55,15878.43,22145.53,55848.24,30616.92,28969.88,23241.2,32711.89,7002.34,62798.99,13409.46
"K01580",3637.92,7013.68,6361.67,223.69,332.01,967.24,2827.72,14240.19,3655.01,5236.71,2430,899.1,2704.67,142.9,842.9,4286.59
"K01581",2100.24,14900.73,14518.09,1372.81,3714.62,2320.28,2923.29,29607.96,17317.91,1905.74,4675.06,1621.43,2847.24,903.06,1317.36,9645.07
"K01582",1334.87,2114.81,2640.14,711.1,1957.44,1749.95,4185.74,2657.31,13668.48,2073.95,2048.55,1261.47,2320.02,979.19,1153.95,4100.72
"K01583",9.58,0.5,5.33,1.83,2.92,35,3.75,11.17,24.16,15.58,118.25,13.41,44.91,4.66,14.74,0.5
"K01584",482.42,6616.92,5683.5,68.92,135.92,322.16,1636.08,13664.39,738.83,4751.42,778.42,184.34,568.7,93.91,423.75,2024.42
"K01585",11507.09,11398.26,14472.56,1260.94,2834.02,6168.48,7131.71,18983.33,47987.71,23111.86,25807.63,22008.18,29574.1,6729.08,61598.85,10136.63
"K01586",17246.65,14529.06,17841.12,2160.34,4953.72,11622.87,20375.23,25165.87,66707.61,34431.83,30777.35,24926.1,34916.59,7923.16,63639.18,17679.94
"K01588",17637.45,13796.31,17709.07,2150.67,4973.96,9445.34,18430.87,23567.07,65049.62,33347.36,31320.07,24925.4,35396.68,7958.85,63578.67,17804.97
"K01589",18584.64,11610.65,15218.16,1782.01,3732.45,9015.54,16152.97,21780.59,55248.42,13561.6,29192.99,23792.74,32083.74,6805.36,6851.91,15287.22
"K01590",633.36,496.86,538.48,86.81,134.51,280.02,884.53,287.68,2010.77,530.58,973.65,717.06,2141.8,441.55,252.14,3929.35
"K01591",18866.46,13789.98,17734.24,2176.34,5015.12,9594.34,19898.5,23637.66,65293.42,34978.98,31638.78,25258.57,35543.46,8001.19,63627.12,18037.51
"K01593",10,2.25,2,0.83,0,0,0,3.67,0.58,3,0,42,0,1,6,15.58
"K01595",12969.79,11839.31,14993.49,1500.67,3361.78,7313.71,9818.37,19818.24,50149.67,26271.69,28347.41,22824.4,31795,7016.36,62225.51,14155.3
"K01596",679,514.05,367.9,169.57,248.43,2033.26,3191.42,1874.84,4621.65,5593.08,1778.92,489.52,832.29,148.26,519.64,1861.83
"K01597",3385.05,162.67,144.03,139.17,232.32,594.63,2115.54,583.16,1199.27,683.53,360.22,683.55,463.56,59.35,141.47,2349.39
"K01598",70.38,41.5,84.03,17.66,38.32,127.13,43.15,348.17,194.89,138.58,160.18,102.21,123.28,12.36,42.84,1626.5
"K01599",13230.42,12084.48,15631.46,1741.18,3682.79,8561.07,17709.64,22814.49,56397.53,33077.62,28863.72,23896.86,33388.22,7100.34,63165.15,15185.96
"K01601",9160.82,2515.23,3418.33,542.33,1476.34,1194.83,3022.5,1769.32,15213.33,1747.17,23189.44,20046.66,25658.97,5798.16,4357,1975.04
"K01602",9082,2406,3338,336,511,1155,2882,1599,14626,1469.5,23017,19960,25164,5722,4236.5,1803
"K01607",7492.6,11336.52,8340.31,571.5,1067.52,3137.94,7544.02,18046.78,15695.86,10934.89,6537.74,2168.39,3994.21,1177.74,2089.64,9204.15
"K01608",235.67,130.82,228.25,69.59,134.67,186.16,363.33,196.8,606.25,441.42,1398.02,137.34,635,31.66,448.47,482.85
"K01609",14527.57,5392.22,9582.23,1307.24,2913.86,6420.22,16484.85,6191.49,48628.69,30605.66,28011.17,23064.43,32067.87,6658.41,62547.22,9393.5
"K01610",5374.4,10441.31,11010.96,1230.54,2976.22,3187.72,8167.73,18132.47,19813.34,4197.91,5155.73,2834.47,6421.99,918.47,2160.1,9496.97
"K01611",11641.42,10813.76,14890.56,1388.77,3113.36,5865.12,9972.51,19127.36,47959.59,24789.68,26931.47,22097.34,28747.1,6821.75,62261.85,10614.29
"K01613",13451.08,13063.24,16557.04,1775.51,4417.63,7021.21,14410.96,20772.82,56451.49,30401.28,28008.29,23396.69,33401.6,7685.34,62872.48,14371.26
"K01615",11,13,5.25,9,5,9,24,102,264.25,27,45,22,7,0,23,38
"K01616",277,17,21,15,13,90,1241,36,69,4659,230,66,201,68,225,10
"K01617",0,5.25,2.5,0.67,0.17,4,0.17,3.83,8.42,25,16.67,1,2.72,0,12.17,2.75
"K01619",4309.78,16521.8,15653.41,1278.87,2880.04,5336.46,10654.95,33421.8,24935.69,27447.44,7990.06,3703.35,7997.51,1416.65,58991.3,14316.86
"K01620",2607.56,8949.08,8638.18,1028.27,2476.92,2446.09,8229.03,16991.91,15147.73,24547.2,5522.34,2947.98,5407.96,1109.44,57837.83,10485.31
"K01621",6011.47,296.65,328.2,230.83,317.57,1863.96,3673.98,248.58,1671.22,2910,2005.53,1219.8,897.84,86.36,400.15,1026.34
"K01622",347,1296.5,1408,245,1071.5,175,275.5,352,4503,266,671.5,394.5,835,78,245.5,345
"K01623",202.5,121.5,287.25,49,65,527,2055.38,89,1513.63,495.45,593.88,92.5,851.98,12.5,44.45,163.88
"K01624",17558.33,13547.82,17841.66,2454.95,5639.45,10076.19,17822.23,24782.74,67784.18,33477.22,31132.98,25107.34,34505.81,8359.61,63708.42,20333.4
"K01625",2888.03,8717.93,9588.06,1199.94,3042.73,2669.11,7292.44,17639.37,15871.4,23074.27,9079.44,2426.36,6684.19,1173.01,58660.93,14740.33
"K01626",16088.73,27747.38,30723.34,3023.93,7354.51,11692.44,18003.86,52449.71,72031.68,35490.09,34361.33,25779.01,37117.55,8114.13,64327.89,32259.04
"K01627",12941.59,11552.66,15076.71,1479.67,3247.29,6414.75,10843.96,20407.02,51454.03,6163.95,27041.78,23032.36,32268.93,7298.35,6088.43,13749.94
"K01628",1746.74,8580.66,7616.73,466.66,1365.53,1760.15,4949.01,15852.47,8965.39,6275.09,2962.98,1461.44,3824.25,268.24,1225.43,6359.59
"K01629",3338.33,1084.28,1147.86,708.33,1837.48,1307.84,1714.52,487.14,4902.75,905.58,1988.27,1013.85,1302.67,492.14,667.48,2916.54
"K01630",1135.59,7662.93,6837.23,630.77,1736.69,1237.99,1175.84,14560.86,5266.21,1778.67,1367.13,828.34,1056.46,522.25,819.52,4753.13
"K01631",1311.48,1931.84,1564.49,662.25,1796.41,1396.92,1457.14,855.73,6798.72,1724.58,1103.24,1405.43,2812.01,898.81,844.33,4994.09
"K01633",15350.72,11601.48,15323.66,1678.34,3542.36,8564.72,15598.37,21778.01,55555.42,30327.45,28845.65,23330.16,32541.09,7043.71,62791.75,15682.63
"K01635",153.21,101.5,147.86,38.16,73.82,213.13,1222.37,538.5,689.6,353.86,196.88,187.21,293.23,21.69,74.8,3255.72
"K01637",11012.59,10438.06,14016.46,1337.34,3099.79,5483.42,11862.97,18656.01,46862.61,14474.78,27430.22,21845.86,28244.75,6449.51,6229.27,11832.65
"K01638",3752.01,8891.38,11890.46,1346.93,3282.21,5519.08,10299.76,18234.2,38363.61,10119.56,9288.74,8833.2,10239.53,1001.42,3144.24,13021.5
"K01639",3547,7036.55,6164.61,171.5,258.82,961.83,2932.01,14482.65,3089.77,1215.58,1476.43,1182.6,2563.79,476.22,733.38,4757.34
"K01640",922,484.05,1701.4,328.91,756.27,646.59,4351.18,1404.28,2671.82,4656.8,1163.76,922.52,1494.51,239.26,1247.81,4052.83
"K01641",3686.87,1495.84,1554.7,353.83,1250.66,686.12,2303.38,881.15,5675.93,765.86,1093.56,1030.71,1326.73,148.01,388.31,2448.22
"K01643",3733.84,7838.56,7391.86,723.57,1897.54,1643.97,1950.12,15424.21,9103.34,1232.14,1855.83,1153.74,1349.9,555.1,770.55,5109.6
"K01644",4874.17,8740.81,8453.06,1119.27,2515.94,5205.36,8813.59,19349.27,20943.05,15038.33,6039.5,1944.67,3497.69,743.16,2067.79,6617.9
"K01646",3726.84,7830.56,7372.86,722.57,1896.54,1638.47,1941.62,15410.21,8782.34,1229.64,1855.83,1153.74,1349.9,554.6,767.55,5106.6
"K01647",14044.99,14334.46,17352.54,1936.68,4025.55,10487.35,23034.31,24992.15,65746.84,43662.44,31547.49,24668.69,35051.77,7267.08,64200.88,17694.64
"K01649",15556.32,16205.07,20973.93,3031.02,7386.32,11118.67,23955.9,26496.46,72876.48,55102.19,32849.52,26501.6,38725.58,8303.82,120666.71,22943.65
"K01652",32460.01,37164.09,43895.4,5648.7,13977.36,19718.42,37092.18,61489.92,143350.4,77219.21,65247.26,49701.31,69952.25,16572.23,128172.65,41611.92
"K01653",14269.58,14479.24,18299.85,2585.44,6489.74,9767.51,17047.81,24203.44,67714.73,33627.37,30854.6,24853.11,35040.57,7691.91,63914.25,19999.26
"K01654",242.8,1307.15,1323.35,106.9,313,696.4,1276.03,1107.18,6914.68,787.87,815.13,495.65,652.62,38.8,293.3,3628.28
"K01655",12,34,0,13.67,53.33,6.33,23.67,107.66,2.67,19.33,2,74.67,50.33,5.33,8.34,123.67
"K01657",17467.99,13379.72,16761.63,2110.84,4947.05,9623.2,19300.98,23097.41,61723.31,33659.02,31786.24,24541.27,35030.27,8026.99,63769.07,16150.49
"K01658",15556.75,12065.46,15278.83,1325.67,2984.7,6241.97,14870.52,20834.86,52401.85,25457.94,28250.05,23256.02,33356.36,7369.08,62500.75,12855.95
"K01659",1755.42,940.72,4322.4,414.99,815.02,4738.76,3771.54,4193.71,30965.9,2352.03,2537.67,7272.19,5360.16,317.51,1145.5,4529.44
"K01661",2952.26,8707,8361.73,1029.78,2466.86,3988.65,7261.73,17669.49,16293.87,8409.36,4910.73,2319.68,5706.06,838.57,2333.36,8164.67
"K01662",16026.65,12372.33,16409.16,1906.91,3856.17,9220.74,18969.64,23601.41,58936.41,37344.35,30669.63,24301.39,34322.96,7216.08,63358.38,16104.78
"K01664",2057.26,8315.41,7892.81,904.94,2240.36,3491.79,6788.63,17247.58,14814,8957.53,4199.9,1890.51,3799.07,647.08,1855.73,7539.97
"K01665",11083.09,10721.41,14147.21,1270.67,2918.46,5447.06,11338.47,19006.18,47305.32,10981.45,26097.45,21940.69,29037.9,6419.35,6061.82,11327.92
"K01666",163.67,708.67,466.25,38.43,101.01,1457.12,2546.67,601.32,3395.08,9724.42,654.09,226.34,500.7,26.33,547.92,385.02
"K01667",910.67,181.09,334.17,57.59,81.67,219.16,235.38,478.61,1707.17,142.94,629.75,272.34,1625.84,709.33,353.26,1141.42
"K01668",11,13,5.25,9,5,9,24,102,236.25,27,45,22,7,0,23,38
"K01669",12769.4,11956.32,15141.3,1565.84,3469.63,7491.56,12004.02,20456.63,51748.86,6798.97,28479.9,23211.19,33738.06,6714.5,6469.16,16002.46
"K01671",427.42,219.17,846,607.09,1707.42,580.33,248.08,156.72,3305.92,125.92,1511.25,346.34,844.34,91.58,386.42,2144.34
"K01673",15413.89,20645.35,23898.55,2446.97,5666.26,10316.56,20094.46,38121.14,70044.64,43608.49,33960.18,25156.68,35245.12,8302.88,64356.04,23261.01
"K01674",2841.81,303.85,830.28,641.24,1713.63,803.88,1884.15,1112.18,3361.51,720.57,452.12,710.36,575.18,110.48,330.64,2164.48
"K01676",3472.12,9562.54,12620.04,1660.92,4368.54,5716.3,6842.41,18265.82,40305.97,4932.45,4227.45,8775.74,7607.6,1358.63,2659.94,12222.01
"K01677",672.82,538.83,1217.33,289.33,1032.34,355.3,1441.17,728.32,3809.71,823.34,1206.34,682.66,2663.17,160.66,393.67,1154.67
"K01678",672.82,538.83,1217.33,289.33,1032.34,355.3,1441.17,728.32,3809.71,823.34,1206.34,682.66,2663.17,160.66,393.67,1154.67
"K01679",15365.09,12205.15,15255.63,1696.68,3593.79,8801.91,16257.14,21786.17,56723.36,30328.44,28535.38,23233.7,32110.75,7027.84,62800.49,14133.46
"K01681",14208.32,13462.77,17114.06,1844.62,3968.07,8980.44,18261.8,23499.62,60423.17,33956.76,29820.13,24190.97,33153.52,8104,63576.7,17658.91
"K01682",2517.01,8408.16,11176.21,963.67,2488.54,4642.42,5122.38,17577.77,34757.53,3453.95,3001.11,7954.86,6199.43,820.1,1645.1,9038.44
"K01683",6,0,0,21,28,30,62,0,94,113,0,0,11,0,9,92
"K01684",1107.36,1122.05,1244.5,718.17,1916.75,1220.7,960.29,560.47,5768.03,1315.73,3207.91,956.21,2570.5,519.28,844.39,3892.16
"K01685",1421.18,7894.1,7340.31,699.28,1908.45,1318.62,1484.75,15174.95,8891.17,1300.18,2078.63,1306.02,3159.17,573.16,971.86,6854.31
"K01686",1680.92,8631.72,7547.84,714.17,1911,1777.83,1871.61,15165.84,9859.25,1539.65,2267.6,1519.35,2662.76,955.4,979.19,7857.59
"K01687",14387.82,13866.58,17744.59,2114.14,5013.25,9813.23,18132.64,23367.77,63817.94,34716.03,31826.65,24979.3,36928.61,7290.52,63871.72,21685.33
"K01689",20286.96,13898.48,17788.24,2230.84,5086.12,9710.48,20024.42,23764.24,65534.38,34122.98,31500.78,25427.57,36313.46,7979.19,63678.84,18750.57
"K01690",1478.76,8067.33,8468.63,788,2159.29,1734.26,4000.13,15938.02,9207.94,2122.29,2409.95,1279.86,1931.79,623.35,1060.43,7612.78
"K01692",2662.21,2416.81,3712.93,1125.37,2546.64,4737.79,21293.52,6704.21,18529.35,50630.97,6245.48,1984.09,4954.47,810.42,2695.67,9831.13
"K01693",14138.32,5379.22,9372.4,1262.74,2782.44,7245.39,16026.85,7195.07,50736.11,31771.75,27345.59,22845.85,30347.79,6536.25,62317.65,8704.17
"K01695",16737.99,13487.98,17071.29,2040.84,4828.05,9040.21,18756.64,23009.41,61128.98,33486.36,30248.97,24592.27,34518.47,7886.66,63481.4,15875.63
"K01696",17008.49,13411.88,16752.04,2021.34,4782.05,9163.35,18703.14,23016.41,60942.44,33486.86,30252.57,24615.27,34247.27,7951.16,63498.4,15819.83
"K01697",1864,8133.89,7702.06,820.18,2088.77,2364.82,5321.5,15384.05,10112.2,8829.42,3867.09,1611.5,3436.36,657.83,1307.86,5855.48
"K01698",13632.82,13506.95,17094.16,1989.3,4800.3,8830.17,17621.14,23327.41,63638.69,31652.73,30032.56,24134.45,34236.19,7412.57,63384.53,15886.83
"K01699",414.75,7218.17,5621.25,20.67,42.75,559.46,397.09,13772.38,1166.32,479.67,624.66,108.17,148.83,28.08,245.84,2150.84
"K01703",14356.91,14621.48,18095.96,2185.51,5760.13,8886.71,17458.39,23254.74,64733.32,33905.28,30184.72,24417.86,34502.5,7887.5,63585.16,17271.63
"K01704",13673.49,13523.98,17231.29,2150.34,5645.05,8891.71,17380.14,23075.91,61423.48,34146.86,30091.97,24356.27,34452.41,7219.16,63591.9,17219.13
"K01706",1308.59,1292.86,1401.96,784.34,2022.96,1354.26,1806.09,1157.37,6759.78,1704.09,3598.25,1071.19,2829.16,547.35,1088.99,5751.61
"K01707",302,150.2,66.4,112.57,219.27,280.93,721.92,128.51,992.9,1466.75,2720.19,207.85,967.26,29.43,501.47,1811.61
"K01708",1171.59,8367.66,6901.96,638.34,1740.96,1524.26,1295.09,14650.04,5868.78,1170.09,1454.45,856.19,1113.26,523.35,720.77,6014.45
"K01709",1005,6606,5610.5,9.33,11.5,251.97,368.5,13584.17,625.87,166.5,729.5,158,93.36,690.5,162.83,1883.33
"K01710",18037.63,13410.23,16757.66,2057.01,4830.61,8433.66,17420.53,21748.9,59959.97,37584.2,30511.74,24762.08,34920.52,8563.53,63064.73,16903.11
"K01711",10551.09,11870.92,11328.5,1305.76,3372.75,3635.15,8662.63,17010.35,25077.34,26267.25,25320.25,15935.68,28087.7,6226.74,61088.59,9545.75
"K01712",2626.42,8732.56,8954.38,1101.75,2693.96,2345.91,8285.64,17349.04,19871.26,4158.36,6546.65,2264.35,6182.22,829.34,2021.22,10067.53
"K01713",643.17,1100.01,958.23,98.51,223.27,615.66,801.13,1251.95,4843.87,764.62,1102.22,660.67,1816.93,453.67,389.09,1989.04
"K01714",24278.3,17404.41,21272.72,3452.57,7759.77,15151.48,30147.81,30855.81,88275.52,47098.07,37574.79,28979.46,41419.05,10014.58,66588.41,30417.91
"K01715",1393.5,1204.07,1355.42,306.67,491.33,1012.13,2433.72,2110.66,7500.84,2216.78,2877.15,1194.17,5046.75,233.16,922.96,3747.58
"K01716",11037.59,10501.26,14057.56,1182.1,2751.69,5577.66,7394.88,18606.67,46512.54,4495.2,25568.13,21580.34,28421.6,6367.25,5372.85,9495.13
"K01719",12889.91,12793.38,16320.96,1856.68,4602.8,8820.06,16605.15,21805.82,59625.86,31369.45,30300.66,22976.86,33124.5,7024.83,63077.83,13599.66
"K01720",738.42,456.32,464,179.59,269.42,1523.99,3349.58,1908.22,6081.33,5623.92,1806.52,612.34,2452.86,77.41,621.58,2452.29
"K01721",165.62,70.7,123.9,39.14,75.92,104.1,295.68,1311.14,482.6,968.46,193.84,227.72,312.18,50.64,358.68,442.86
"K01724",11080.5,3502.57,7692.67,850.67,1471.83,6320.99,12363.05,6112.46,45026.5,18183.52,26213.27,21692.17,29938.99,6074.66,5471.11,6891.32
"K01725",522.16,244.22,788.95,74.54,216.42,631.46,1212.08,862.5,3563.37,633.2,799.09,243.09,735.49,317.32,248.17,557.01
"K01727",70.38,22,15.53,13.83,23.32,107.63,1141.65,64.33,115.39,146.91,173.02,106.71,220.61,13.19,57.44,259.62
"K01728",487.57,6732.27,5714.57,58.83,120.25,926.83,390.92,13736.92,1212.16,411.47,1913.62,235.32,586.72,35.25,357.85,2146.18
"K01729",0,0,0,0,0,0,0,0,0,286,0,0,0,0,2,0
"K01730",957.61,7588.29,6607.41,601.74,1679.41,1142.63,970.66,14109.98,4807.77,813.85,1138.66,731.29,706.33,484.2,532.29,4274.91
"K01731",331.33,6601.33,5581.33,9.33,15,243,307,13582.67,534.33,162.66,612.33,71.33,89.33,21,141.67,1879.33
"K01732",2.33,2.33,2.33,0,0,0.33,1,1.5,55.33,2.66,2.33,1.33,1.33,1.5,24.67,0
"K01733",18066.12,13978.99,18289,2208.35,5125.12,10047.99,19829.44,23952.06,65638.44,52625.97,31456.46,25423.74,35640.62,8310.69,119887.03,18188.56
"K01734",2236.59,8247.1,7963.23,934.77,2310.36,1916.96,3496.44,16062.33,11069.96,2170.82,3568.67,2125.01,4323.08,767.08,1777.48,7881.68
"K01735",16480.64,12407.73,16461.99,1835.01,3822.78,9118.35,18130,23298.34,59515.92,31498.31,29669.44,24198.41,34213.79,7848.53,63173.28,16675.26
"K01736",17543.46,13752.48,17685.74,2098.51,4917.79,9368.34,19163.59,23643.24,64502.84,33357.98,30723.45,24939.07,35344.46,7953.69,63563.62,17569.01
"K01737",16243.58,13251.56,15715.46,1961.01,4625.96,7239.87,13660.48,20951.49,57764.16,25781.11,29980.89,23991.36,34561.56,7792,62973.78,13585.98
"K01738",10441.14,19701.56,21898.89,2554.18,5829.05,10532.3,25664.03,39275.44,64180.62,42159.37,11566.64,6210.24,13549.83,2885.03,61250.15,23611.3
"K01739",5054.17,8943.15,8671.06,1175.78,2702.61,5315.31,11884.4,19915.23,21498.37,10905.27,6251.92,2688.26,4532.1,716.06,2196.16,10494.35
"K01740",14168.82,5273.64,9671.73,1166.74,1948.44,9371.03,14943.06,9995.56,57132.73,33794.59,27375.08,23602.34,29821.96,6586.41,62249.41,9868.35
"K01741",57.5,14.67,11.67,7,13.5,53.83,32.67,20,62,20.33,156.5,62,66.5,15,15.67,128.33
"K01744",5018.42,9471.89,9738.79,1136.01,2793.63,2964.05,7337.88,16756.93,15055.73,5640.44,5555.39,2407.69,4618.53,822.84,2186.09,10204.81
"K01745",2734.58,9019.46,9231.28,1163.69,2827.5,2485.46,8897.84,18057.99,20477.55,5285.23,6942.45,2555.83,6532.98,876.91,2336.64,12025.79
"K01746",19.5,27.17,22.67,21.5,35,21.83,49.67,173.5,316.5,145.83,66,37,25.5,3,48.17,218.83
"K01749",13461.91,13978.98,16876.21,1956.51,4701.13,9015.71,17410.31,23182.32,61483.82,31462.78,29382.22,23953.36,33817.56,7185,63301.88,15703.19
"K01750",1211.97,7593.93,6954.78,343.4,598.29,2985.54,4757.34,18602.72,14773.38,2936.55,2401.75,1073.86,2180,200.65,1007.72,4262.92
"K01751",441.7,847.88,431.33,47,76.58,483.85,536.78,429.64,1802.07,665.75,378.58,421.55,506.2,407.28,365.54,704.17
"K01752",11660.64,17241.09,17647.16,2349.44,5491.54,7318.53,18672.85,34932.4,33223.05,33196.39,13778.32,5507.01,10352.85,2415.75,60964.54,22937.67
"K01753",3842.26,1646.83,2571.38,863.34,2222.46,1529.38,3116.68,2465.18,11947.81,1878.41,2466,1716.86,3605.41,655.35,1307.05,6756.33
"K01754",14800.05,21333.65,25343.31,2619.05,5982.02,11379.17,19641,40960.62,79483,35140.64,34512,24973.87,36073.34,7740.92,64250.87,24335.23
"K01755",17442.21,13495.23,17150.49,2067.34,4833.2,9197.68,18090.63,23195.77,61631.01,33732.37,30150.03,24646.82,33679.4,7892.86,63454.87,16440.26
"K01756",17652.46,13809.31,18013.57,2172.51,5051.62,9469.17,19055.75,23934.91,65841.34,33722.97,31713.94,24950.07,35663.46,7962.19,63613.62,17868.84
"K01757",0,0,0,0,0,0,7,0,0,319,0,0,0,0,45,0
"K01758",1110.84,7749.93,7125.4,655.68,1813.77,1268.16,1202.51,14977.39,8447.54,1326.59,1811.05,840.67,1252.93,517.67,638.43,4773.29
"K01759",13579.37,15114.68,19138.8,1754.36,4087.32,7447.81,14614.59,23216.63,66681.71,26314.89,28897.15,23621.57,33168.85,8132.44,63091.09,20051.15
"K01760",4317.93,8129.33,7600.71,882.84,2230.13,1836.56,7415.43,15630.1,10596.69,5041.9,2997.15,2063.03,2963.27,703.01,1703.22,8917.16
"K01761",1072.55,612.63,961.98,265.77,478.62,662.28,2957.14,1503.62,3924.1,1791.6,1755.23,1069.12,2980.77,244.63,1131.64,2539.72
"K01766",1256.59,7763.26,7243.56,664.1,1841.69,1358.66,1301.88,15147.67,8273.54,1076.2,1973.13,1063.34,1551.6,538.25,847.85,5507.13
"K01768",11586.5,3970.4,7973.5,928.84,1576.66,6548.49,18272.84,6545.15,46878.17,36764.66,27214.27,28031.34,31353.46,6086.99,6286.73,6254.6
"K01769",0,0,0,0,0,0,0,3,0,3,0,42,0,1,6,0
"K01770",13186.42,12152.48,15770.71,1770.84,3678.46,8102.39,14987.6,22241.76,58187.28,31936.41,29731.43,23675.86,33809.51,7104.01,63055.61,14171.34
"K01771",19,4.67,38,4.67,0.5,49.67,1211.84,16.83,101.5,104,17.66,13.67,145.33,9.83,10.33,28.34
"K01772",15784.84,12166.98,15733.79,1760.51,3629.88,8956.41,18133.55,22354.68,57338.69,31055.86,29326.96,23881.11,34057.14,7086.17,63074.55,14732.12
"K01775",18697.57,21078.56,24229.12,2630.01,5869.74,11610.1,21901.76,39067.25,72517.1,34833.63,33107.56,25839.77,37172.22,8465.54,64276.76,24877.76
"K01776",17180.14,13566.13,16981.14,1938.41,4000.88,8977.78,18991.5,23400.24,63204.49,33775.73,30661.59,24622.76,34393.09,7863.63,63378.03,18447.24
"K01777",20,1.67,35.67,5,0,13.33,117.67,21.33,156,516.33,23,9,30.5,10,94.55,16.89
"K01778",16738.82,13401.33,16954.66,2050.91,4783.17,9048.27,17724.69,23625.08,61790.58,33065.47,30312.34,24348.89,33832.08,7873.58,63345.45,15897.6
"K01779",4397.84,7441.93,7059.92,360.12,708.45,1094,3638.3,15884.49,11133.62,2642.16,2608.39,1941.09,4027.77,494.45,1301.42,8197.2
"K01782",1872.59,8327.91,8586.96,891,2244.29,3033.76,5197.63,17561.52,13430.69,7044.45,2671.28,1846.19,3028.4,591.85,1208.6,9476.53
"K01783",17337.56,12465.83,16308.74,1925.36,3935.95,9890.91,18942.82,23337.08,60778.43,33141.45,30549.29,24667.18,34508.24,7869.93,63335.1,17478.92
"K01784",26452.6,23490.2,29205.24,3075.38,7267.71,15224.2,33915.86,42777.29,102006.35,71139.07,38033.41,28658.51,41674.85,10006.09,122164.67,27561.71
"K01785",10402.22,9092.3,8093.24,1269.75,2806.2,3902.63,10305.62,16342.76,13386.69,7376.19,7881.84,3451.41,6008.03,834.61,2619.92,12764.8
"K01787",0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
