"BulkRAG1"	"BulkRAG2"	"BulkRAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"K11538"	0	1.73130193905817e-05	0	1.47755774480361e-05	1.2786906208043e-05	1.65199829844175e-05	0	5.34031134015113e-06	7.28236647781063e-06	0	4.6198552137376e-06	5.2317672909909e-06	8.10175808150369e-06	0	0	0	8.80677064527209e-06	0	1.49517805078621e-05	0	4.60138225522947e-06	1.96567924046154e-05	0	1.05473549870531e-05	1.38423631682401e-05	1.04268219568017e-05	1.30357701533007e-05
"K00255"	0.000176653476540418	0.000155817174515235	0.000207855554246835	8.86534646882168e-05	0.000102295249664344	0.00010324989365261	0.000197466504744133	9.61256041227204e-05	0.000145647329556213	0.000136227677910386	0.000152455222053341	0.000167416553311709	2.43052742445111e-05	0.000114424331189784	0.000166018297908618	0.000177745050117756	7.92609358074488e-05	0.000143433549730906	7.47589025393107e-05	0.000101006700111107	0.000115034556380737	9.82839620230771e-05	0.000122208126258453	0.00016875767979285	9.68965421776806e-05	0.000135548685438422	0.000104286161226405
"K00249"	0.00482852835877143	0.00458795013850416	0.00446196589783207	0.00415563115726016	0.00376702256888946	0.0037665561204472	0.00424059318938025	0.00438973592160423	0.00460973798045413	0.00418159741759706	0.00416710940279132	0.00418018206550173	0.0033986875151908	0.00488363045517999	0.00404725688415064	0.00396752344012848	0.00417440928585897	0.00439031387002426	0.00414164320067781	0.00387192350425912	0.00415504817647221	0.00393135848092308	0.00368952152608853	0.00420312096234067	0.00370975332908834	0.00387877776793022	0.0040019814370633
"K00248"	0.00120124364047484	0.00122056786703601	0.00119863369615675	0.0010232087382765	0.0011610510836903	0.00123073873233911	0.00119960901632061	0.00128701503297642	0.00133267306543935	0.0013681997216217	0.00131203888070148	0.00129224652087475	0.000478003726808717	0.00126782158958281	0.00126084166790059	0.00128230357584953	0.00118010726646646	0.00122853953465167	0.00116623887961325	0.000976398101074038	0.0010767234477237	0.00108112358225385	0.000977665010067622	0.00098090401379594	0.00114891614296393	0.00120951134698899	0.00122536239441026
"K09478"	0	0	1.3857036949789e-05	1.84694718100452e-05	2.55738124160859e-06	2.47799744766263e-05	1.97466504744133e-05	1.60209340204534e-05	2.18470994334319e-05	4.73835401427429e-05	9.2397104274752e-06	1.04635345819818e-05	8.10175808150369e-06	4.57697324759137e-06	0	0	0	0	9.9678536719081e-06	2.24459333580239e-05	9.20276451045894e-06	0	0	1.05473549870531e-05	0	2.08536439136034e-05	0
"K09479"	3.53306953080837e-05	0	1.3857036949789e-05	1.47755774480361e-05	1.79016686912602e-05	1.23899872383131e-05	3.45566383302232e-05	2.13612453606045e-05	7.28236647781063e-06	1.77688275535286e-05	1.84794208549504e-05	1.04635345819818e-05	4.05087904075184e-06	1.83078929903655e-05	4.03828292210152e-05	2.53921500168223e-05	1.76135412905442e-05	6.2362412926481e-06	2.49196341797702e-05	2.24459333580239e-05	2.30069112761474e-05	0	5.81943458373584e-06	1.58210324805797e-05	0	1.56402329352025e-05	3.9107310459902e-05
"K12489"	0	0	0	0	0	0	0	0	0	5.92294251784286e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K01049"	0	0	0	7.38778872401807e-06	2.55738124160859e-06	0	0	0	1.45647329556213e-05	0	4.6198552137376e-06	5.2317672909909e-06	0	4.57697324759137e-06	8.97396204911449e-06	0	8.80677064527209e-06	1.24724825852962e-05	4.98392683595405e-06	0	0	0	5.81943458373584e-06	1.05473549870531e-05	1.38423631682401e-05	5.21341097840084e-06	0
"K01648"	0	1.73130193905817e-05	3.46425923744726e-05	2.95511548960723e-05	1.2786906208043e-05	2.06499787305219e-05	4.93666261860332e-05	1.06806226803023e-05	0	2.36917700713715e-05	4.15786969236384e-05	3.66223710369363e-05	2.02543952037592e-05	3.66157859807309e-05	8.97396204911449e-06	0	0	1.87087238779443e-05	0	1.12229666790119e-05	1.84055290209179e-05	1.96567924046154e-05	1.16388691674717e-05	1.05473549870531e-05	0	5.21341097840084e-06	0
"K01681"	0.00502873563218391	0.00457063711911357	0.00449660849020654	0.00383795624212739	0.00390512115593632	0.00398544589499073	0.00417641657533841	0.0037595791834664	0.0039761720968846	0.00454881985370332	0.00430570505920344	0.00436329392068641	0.00256825731183667	0.00423370025402202	0.00442416329021345	0.0041008322277168	0.00445622594650768	0.00415957294219628	0.00391736649305988	0.00405149097112331	0.00456917257944287	0.00357753621764001	0.00462645049407	0.00428222612474357	0.0042496054926497	0.00468164305860395	0.00436698300135572
"K11992"	0	0	0	0	0	0	0	0	0	5.92294251784286e-06	4.6198552137376e-06	0	0	0	0	0	0	0	0	0	9.20276451045894e-06	0	0	0	0	0	0
"K14394"	0	0	0	3.69389436200904e-06	5.11476248321719e-06	0	0	5.34031134015113e-06	0	0	4.6198552137376e-06	0	0	0	0	0	0	0	4.98392683595405e-06	1.12229666790119e-05	9.20276451045894e-06	0	0	0	0	5.21341097840084e-06	0
"K14379"	0	0	0	0	2.55738124160859e-06	0	0	0	0	0	4.6198552137376e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K01897"	0.00465187488223102	0.00464854570637119	0.0046767499705538	0.00429969303737852	0.00430663001086887	0.00391936596305306	0.0044627430072174	0.00406931724119516	0.00445680828442011	0.00447182160097136	0.00452283825424911	0.00467196819085487	0.00245483269869562	0.00457697324759137	0.00459466856914662	0.0046721556030953	0.00442099886392659	0.00384152463627123	0.00406190037130255	0.0044218488715307	0.00395258735724212	0.00361684980244924	0.0045624367136489	0.00441406806208173	0.00423576312948147	0.00426978359131029	0.00448430493273543
"K01896"	3.53306953080837e-05	8.65650969529086e-05	6.23566662740506e-05	3.69389436200904e-05	3.32459561409117e-05	5.78199404454613e-05	4.44299635674299e-05	3.73821793810579e-05	1.45647329556213e-05	2.36917700713715e-05	2.3099276068688e-05	5.2317672909909e-06	4.05087904075184e-06	4.11927592283223e-05	1.7947924098229e-05	1.90441125126167e-05	5.28406238716325e-05	4.98899303411848e-05	6.97749757033567e-05	3.36689000370358e-05	1.38041467656884e-05	1.96567924046154e-05	4.65554766698868e-05	3.69157424546859e-05	2.76847263364802e-05	2.60670548920042e-05	2.60715403066013e-05
"K01895"	0.00613576408517053	0.00592105263157895	0.00563288552008924	0.00547065755013538	0.0058026980372099	0.00571178411686236	0.00537602559165901	0.00554858348241702	0.00632109410273963	0.00567417893209346	0.00546066886263784	0.00592759234069269	0.00377136838693997	0.00589971851614527	0.00562218722377023	0.00607507189152473	0.00583888893781539	0.00580594064345538	0.00575643549552693	0.00530846323917264	0.00610143287043428	0.0052287067796277	0.00666907203296128	0.0061543816349455	0.00618753633620332	0.00552100222612649	0.00625716967358431
"K05692"	0	0	0	0	0	0	4.93666261860332e-06	0	0	1.18458850356857e-05	0	0	0	9.15394649518274e-06	8.97396204911449e-06	0	0	6.2362412926481e-06	0	0	4.60138225522947e-06	0	0	0	0	0	0
"K11265"	0	0	0	0	7.67214372482578e-06	8.25999149220876e-06	4.93666261860332e-06	0	0	0	0	0	0	4.57697324759137e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"K08041"	0	0	0	0	0	0	9.87332523720664e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.21341097840084e-06	0
"K08043"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30357701533007e-05
"K08046"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.60138225522947e-06	0	0	0	0	0	0
"K08048"	0	0	0	3.69389436200904e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K08049"	0	0	6.92851847489451e-06	0	2.55738124160859e-06	0	0	0	0	5.92294251784286e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K11808"	0	2.59695290858726e-05	1.3857036949789e-05	3.69389436200904e-06	1.53442874496516e-05	1.23899872383131e-05	0	1.06806226803023e-05	1.45647329556213e-05	5.92294251784286e-06	4.6198552137376e-06	1.04635345819818e-05	8.10175808150369e-06	9.15394649518274e-06	2.24349051227862e-05	1.26960750084111e-05	8.80677064527209e-06	2.49449651705924e-05	0	3.36689000370358e-05	1.84055290209179e-05	0	1.74583037512075e-05	1.05473549870531e-05	0	0	0
"K11788"	5.88844921801394e-05	8.65650969529086e-06	6.92851847489451e-06	2.21633661720542e-05	2.55738124160859e-05	1.65199829844175e-05	9.87332523720664e-06	1.60209340204534e-05	1.45647329556213e-05	5.92294251784286e-06	9.2397104274752e-06	1.04635345819818e-05	0	4.57697324759137e-06	8.97396204911449e-06	6.34803750420557e-06	1.76135412905442e-05	6.2362412926481e-06	3.48874878516783e-05	1.12229666790119e-05	1.38041467656884e-05	0	1.74583037512075e-05	1.58210324805797e-05	1.38423631682401e-05	1.04268219568017e-05	1.30357701533007e-05
"K13951"	0	0	6.92851847489451e-06	1.10816830860271e-05	2.55738124160859e-06	0	9.87332523720664e-06	2.13612453606045e-05	0	5.92294251784286e-06	9.2397104274752e-06	5.2317672909909e-06	0	1.83078929903655e-05	4.48698102455725e-06	0	8.80677064527209e-06	0	0	0	4.60138225522947e-06	0	0	2.10947099741062e-05	0	5.21341097840084e-06	0
"K13980"	1.17768984360279e-05	0	0	0	0	0	4.93666261860332e-06	0	0	0	0	0	0	0	0	0	0	0	0	1.12229666790119e-05	0	0	0	0	0	0	0
"K13952"	0	0	0	0	2.55738124160859e-06	0	0	0	0	0	0	0	0	0	4.48698102455725e-06	0	0	0	4.98392683595405e-06	0	0	0	0	0	0	0	0
"K07297"	0	0	6.92851847489451e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00910"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2362412926481e-06	4.98392683595405e-06	0	0	0	0	0	0	0	1.30357701533007e-05
"K05359"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.34803750420557e-06	0	0	0	0	0	0	0	0	0	0	0
"K01196"	0	0	0	0	0	0	0	0	0	5.92294251784286e-06	0	0	0	0	4.48698102455725e-06	0	0	0	0	0	0	0	0	0	0	0	0
"K00827"	7.06613906161673e-05	4.32825484764543e-05	4.84996293242616e-05	0.000125592408308307	9.46231059395179e-05	5.3689944699357e-05	7.40499392790498e-05	5.87434247416624e-05	4.36941988668638e-05	7.10753102141144e-05	6.9297828206064e-05	5.2317672909909e-05	2.83561532852629e-05	5.0346705723505e-05	8.97396204911449e-05	3.17401875210279e-05	5.28406238716325e-05	5.61261716338329e-05	8.47267562112188e-05	1.12229666790119e-05	9.20276451045894e-05	0.00021622471645077	0.000104749822507245	6.85578074158453e-05	6.92118158412004e-05	8.34145756544134e-05	7.82146209198039e-05
"K00830"	0.000635952515545506	0.000631925207756233	0.000720565921389029	0.000786799499107925	0.000756984847516143	0.000941639030111799	0.000572652863757985	0.000720942030920403	0.000764648480170116	0.000568602481712915	0.000637540019495789	0.000769069791775662	0.000255205379567366	0.000819278211318855	0.000596768476266114	0.000584019450386913	0.000554826550652141	0.00094790867648251	0.000727653318049291	0.000841722500925895	0.000888066775259288	0.000707644526566155	0.000762345930469396	0.000717220139119612	0.000747487611084964	0.000797651879695328	0.000469287725518824
"K14489"	1.17768984360279e-05	8.65650969529086e-06	1.3857036949789e-05	0	5.11476248321719e-06	8.25999149220876e-06	0	1.06806226803023e-05	1.45647329556213e-05	5.92294251784286e-06	9.2397104274752e-06	1.04635345819818e-05	0	9.15394649518274e-06	0	0	0	6.2362412926481e-06	0	0	4.60138225522947e-06	0	0	5.27367749352656e-06	0	5.21341097840084e-06	0
"K14171"	0	8.65650969529086e-06	0	3.69389436200904e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.27367749352656e-06	0	0	0
"K12597"	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57697324759137e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00251"	0	0	0	0	0	0	4.93666261860332e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K04456"	0	0	0	0	0	0	0	0	0	0	0	0	4.05087904075184e-06	0	0	0	0	0	0	0	0	0	5.81943458373584e-06	0	0	0	0
"K12657"	0	0	0	3.69389436200904e-06	0	0	9.87332523720664e-06	0	0	0	4.6198552137376e-06	1.04635345819818e-05	0	4.57697324759137e-06	0	0	0	0	4.98392683595405e-06	0	0	0	1.16388691674717e-05	1.05473549870531e-05	0	5.21341097840084e-06	0
"K14085"	1.17768984360279e-05	8.65650969529086e-06	0	0	0	0	0	5.34031134015113e-06	0	0	0	5.2317672909909e-06	0	9.15394649518274e-06	8.97396204911449e-06	1.26960750084111e-05	0	0	0	0	0	0	0	0	1.38423631682401e-05	1.04268219568017e-05	2.60715403066013e-05
"K00149"	0	0	0	3.69389436200904e-06	1.02295249664344e-05	4.12999574610438e-06	1.480998785581e-05	0	1.45647329556213e-05	0	0	0	4.05087904075184e-06	0	0	0	8.80677064527209e-06	0	0	0	4.60138225522947e-06	0	5.81943458373584e-06	5.27367749352656e-06	1.38423631682401e-05	5.21341097840084e-06	0
"K01623"	0.000953928773318259	0.000882963988919668	0.000762137032238396	0.00124484239999704	0.00118406751486478	0.00121008875360858	0.00102682582466949	0.0007102614082401	0.000837472144948222	0.000995054342997601	0.000970169594884896	0.000926022810505389	0.000684598557887062	0.00104812687369842	0.000883935261837778	0.000939509550622425	0.00101277862420629	0.0012971381888708	0.00119614244062897	0.00120085743465428	0.00132519808950609	0.00135631867591846	0.0016236222488623	0.00145553498821333	0.00142576340632873	0.0012303649909026	0.00126446970487016
"K03844"	0	0	1.3857036949789e-05	0	0	4.12999574610438e-06	0	0	0	0	0	0	0	0	1.34609430736717e-05	0	0	0	0	0	0	0	0	0	0	0	0
"K07441"	0	0	0	0	0	0	0	0	7.28236647781063e-06	0	9.2397104274752e-06	0	0	4.57697324759137e-06	0	0	0	0	0	1.12229666790119e-05	4.60138225522947e-06	0	5.81943458373584e-06	0	0	0	0
"K03842"	0	0	0	1.47755774480361e-05	2.30164311744773e-05	0	0	5.34031134015113e-06	1.45647329556213e-05	2.96147125892143e-05	4.6198552137376e-06	1.56953018729727e-05	0	0	0	0	8.80677064527209e-06	2.49449651705924e-05	1.49517805078621e-05	0	2.30069112761474e-05	0	0	0	0	1.04268219568017e-05	0
"K03843"	0	0	0	3.69389436200904e-06	5.11476248321719e-06	0	0	0	0	1.18458850356857e-05	0	0	0	0	4.48698102455725e-06	0	1.76135412905442e-05	0	0	0	0	0	0	0	0	1.04268219568017e-05	1.30357701533007e-05
"K00729"	7.06613906161673e-05	4.32825484764543e-05	4.15711108493671e-05	4.06328379820994e-05	4.60328623489547e-05	4.54299532071482e-05	2.96199757116199e-05	3.73821793810579e-05	5.09765653446744e-05	0	5.54382625648512e-05	6.80129747828817e-05	2.43052742445111e-05	5.49236789710964e-05	4.93567912701297e-05	1.90441125126167e-05	5.28406238716325e-05	6.8598654219129e-05	2.49196341797702e-05	6.73378000740716e-05	1.38041467656884e-05	3.93135848092308e-05	4.07360420861509e-05	4.21894199482125e-05	2.76847263364802e-05	2.60670548920042e-05	6.51788507665033e-05
"K01001"	5.88844921801394e-05	1.73130193905817e-05	2.07855554246835e-05	1.84694718100452e-05	1.53442874496516e-05	8.25999149220876e-06	1.97466504744133e-05	1.60209340204534e-05	2.91294659112425e-05	0	2.77191312824256e-05	1.04635345819818e-05	8.10175808150369e-06	9.15394649518274e-06	2.69218861473435e-05	1.90441125126167e-05	0	2.49449651705924e-05	9.9678536719081e-06	0	0	0	1.74583037512075e-05	5.27367749352656e-06	0	1.56402329352025e-05	1.30357701533007e-05
"K03846"	4.71075937441115e-05	0	0	0	0	0	0	0	0	0	4.6198552137376e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K00460"	0	0	6.92851847489451e-06	0	0	0	0	5.34031134015113e-06	0	0	0	5.2317672909909e-06	0	0	0	0	8.80677064527209e-06	6.2362412926481e-06	0	0	0	0	0	0	0	0	0
"K04575"	0	0	0	3.69389436200904e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K10636"	0	0	0	3.69389436200904e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K11140"	1.17768984360279e-05	1.73130193905817e-05	6.92851847489451e-06	7.38778872401807e-06	1.2786906208043e-05	1.23899872383131e-05	0	3.20418680409068e-05	7.28236647781063e-06	1.18458850356857e-05	4.6198552137376e-06	1.56953018729727e-05	8.10175808150369e-06	0	3.14088671719007e-05	0	2.64203119358163e-05	6.2362412926481e-06	4.98392683595405e-06	1.12229666790119e-05	1.38041467656884e-05	1.96567924046154e-05	5.81943458373584e-06	1.05473549870531e-05	1.38423631682401e-05	1.04268219568017e-05	0
"K00157"	0	0	0	0	0	0	0	5.34031134015113e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81943458373584e-06	0	0	0	0
"K12392"	1.17768984360279e-05	0	0	0	0	8.25999149220876e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16388691674717e-05	0	0	0	0
"K12393"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.80882250252335e-05	0	1.24724825852962e-05	0	0	0	0	0	0	0	0	0
"K11824"	0	0	0	0	0	0	0	0	0	0	0	0	8.10175808150369e-06	0	0	1.90441125126167e-05	0	0	0	0	0	0	5.81943458373584e-06	0	0	0	0
"K11825"	1.17768984360279e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K11826"	0	0	0	0	0	4.12999574610438e-06	0	0	0	0	0	0	1.62035161630074e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12397"	0	0	0	3.69389436200904e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12400"	0	0	0	0	2.55738124160859e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12402"	0	0	0	0	0	0	0	0	0	1.77688275535286e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K02084"	0	0	0	3.69389436200904e-06	0	4.12999574610438e-06	0	0	0	0	4.6198552137376e-06	0	0	0	4.48698102455725e-06	0	0	6.2362412926481e-06	0	0	4.60138225522947e-06	0	0	0	1.38423631682401e-05	0	0
"K03348"	4.71075937441115e-05	0	6.92851847489451e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.93135848092308e-05	0	0	0	0	0
"K03352"	0	0	0	0	0	0	0	5.34031134015113e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03353"	0	0	0	0	0	0	0	0	0	0	4.6198552137376e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K03355"	0	0	0	0	0	0	0	0	0	0	4.6198552137376e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K10771"	3.53306953080837e-05	0	2.07855554246835e-05	1.47755774480361e-05	7.67214372482578e-06	8.25999149220876e-06	1.480998785581e-05	5.34031134015113e-06	0	0	1.38595656412128e-05	2.09270691639636e-05	4.05087904075184e-06	9.15394649518274e-06	4.48698102455725e-05	1.26960750084111e-05	0	1.87087238779443e-05	9.9678536719081e-06	0	2.30069112761474e-05	0	1.74583037512075e-05	0	0	0	0
"K04520"	0	0	0	0	0	0	0	0	7.28236647781063e-06	5.92294251784286e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K09864"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2362412926481e-06	0	0	0	0	0	0	0	0	0
"K09865"	0	0	0	0	2.55738124160859e-06	0	0	0	0	0	0	0	0	0	0	0	0	6.2362412926481e-06	0	0	0	0	0	0	0	0	0
"K09876"	0	0	6.92851847489451e-06	0	1.02295249664344e-05	4.12999574610438e-06	0	0	0	5.92294251784286e-06	0	2.09270691639636e-05	0	4.57697324759137e-06	0	6.34803750420557e-06	0	0	0	2.24459333580239e-05	0	1.96567924046154e-05	0	0	0	0	0
"K09866"	0	8.65650969529086e-06	6.92851847489451e-06	0	1.53442874496516e-05	1.65199829844175e-05	4.93666261860332e-06	0	7.28236647781063e-06	0	0	0	0	1.37309197427741e-05	0	0	8.80677064527209e-06	1.24724825852962e-05	4.98392683595405e-06	0	4.60138225522947e-06	0	5.81943458373584e-06	0	0	5.21341097840084e-06	0
"K09867"	0	0	0	0	0	0	4.93666261860332e-06	0	0	0	9.2397104274752e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K08771"	0	0	0	3.69389436200904e-06	2.55738124160859e-06	0	4.93666261860332e-06	0	7.28236647781063e-06	0	0	0	0	0	0	0	8.80677064527209e-06	0	0	0	4.60138225522947e-06	0	5.81943458373584e-06	0	0	5.21341097840084e-06	1.30357701533007e-05
"K09869"	0	2.59695290858726e-05	1.3857036949789e-05	7.38778872401807e-06	1.02295249664344e-05	1.65199829844175e-05	1.480998785581e-05	1.60209340204534e-05	2.18470994334319e-05	3.55376551070572e-05	2.77191312824256e-05	5.2317672909909e-06	8.10175808150369e-06	9.15394649518274e-06	8.97396204911449e-06	5.07843000336446e-05	1.76135412905442e-05	1.87087238779443e-05	9.9678536719081e-06	1.12229666790119e-05	9.20276451045894e-06	1.96567924046154e-05	3.49166075024151e-05	3.16420649611594e-05	0	2.08536439136034e-05	0
"K09877"	0	8.65650969529086e-06	0	0	0	8.25999149220876e-06	0	0	0	0	0	0	0	0	0	1.90441125126167e-05	0	0	0	0	0	0	5.81943458373584e-06	0	0	0	1.30357701533007e-05
"K12874"	0	8.65650969529086e-06	0	0	0	0	0	0	0	0	0	5.2317672909909e-06	0	0	8.97396204911449e-06	0	0	0	4.98392683595405e-06	0	4.60138225522947e-06	0	0	5.27367749352656e-06	0	0	0
"K07937"	0	0	0	0	0	0	0	0	0	0	0	0	0	4.57697324759137e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12493"	0	0	1.3857036949789e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"K12659"	0	0	0	7.38778872401807e-06	0	4.12999574610438e-06	4.93666261860332e-06	0	0	0	0	5.2317672909909e-06	0	0	0	0	0	6.2362412926481e-06	4.98392683595405e-06	0	9.20276451045894e-06	0	0	0	0	0	0
"K13830"	2.35537968720558e-05	2.59695290858726e-05	1.3857036949789e-05	3.69389436200904e-06	1.02295249664344e-05	4.12999574610438e-06	0	5.34031134015113e-06	7.28236647781063e-06	5.92294251784286e-06	4.6198552137376e-06	1.04635345819818e-05	0	0	4.48698102455725e-06	0	8.80677064527209e-06	0	0	0	0	0	0	0	0	1.04268219568017e-05	2.60715403066013e-05
"K00838"	0	0	6.92851847489451e-06	0	0	4.12999574610438e-06	0	0	7.28236647781063e-06	5.92294251784286e-06	0	0	0	4.57697324759137e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"K05821"	0	0	0	0	0	0	0	0	0	0	0	0	4.05087904075184e-06	0	0	0	0	6.2362412926481e-06	0	0	0	0	0	0	0	0	0
"K04516"	3.53306953080837e-05	8.65650969529086e-06	2.07855554246835e-05	3.69389436200904e-06	1.02295249664344e-05	0	9.87332523720664e-06	2.13612453606045e-05	0	5.92294251784286e-06	9.2397104274752e-06	2.61588364549545e-05	2.83561532852629e-05	1.83078929903655e-05	1.7947924098229e-05	3.17401875210279e-05	2.64203119358163e-05	6.2362412926481e-06	9.9678536719081e-06	1.12229666790119e-05	1.84055290209179e-05	1.96567924046154e-05	0	3.16420649611594e-05	1.38423631682401e-05	5.21341097840084e-06	1.30357701533007e-05
