"BulkAG1"	"BulkAG2"	"BulkAG3"	"BulkTP1"	"BulkTP2"	"BulkTP3"	"RAG1"	"RAG10"	"RAG12"	"RAG2"	"RAG3"	"RAG4"	"RAG5"	"RAG6"	"RAG7"	"RAG8"	"RTP1"	"RTP10"	"RTP11"	"RTP12"	"RTP2"	"RTP3"	"RTP4"	"RTP5"	"RTP6"	"RTP7"	"RTP9"
"3639181"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	0	0
"1139057"	0	4.53699922871013e-05	6.07459603936338e-05	0	0	0	0	4.11827691293963e-05	0	3.25034128583501e-05	3.60893572485474e-05	4.02252614641995e-05	9.89315393747527e-05	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"291945"	0.00103489059727972	0.000862029853454925	0.000971935366298141	0	6.32091273979963e-05	0	0.000652954619653934	0.000906020920846718	0.00111942909116351	0.000877592147175453	0.00115485943195352	0.00148833467417538	0.00123664424218441	2.6768505960454e-05	0.000929250263991552	0.00012847965738758	0	6.21523353740017e-05	3.3254630707326e-05	0	0	3.53419332037462e-05	0	5.92083839071613e-05	0	0.000110318452599838	3.15487270088652e-05
"938901"	0	9.07399845742026e-05	0	0.00157619317823592	0.00158022818494991	0.00212169432446768	0	8.23655382587925e-05	0	0.000195020477150101	0	0.000120675784392599	0	0	4.22386483632524e-05	2.14132762312634e-05	0.00175819960360591	0.00186457006122005	0.00202853247314689	0.00155475658342241	0.00132860938883968	0.00134299346174236	0.00132707711265937	0.00136179282986471	0.000861983224480324	0.00139736706626462	0.00151433889642553
"1131603"	0	0	0	0	3.16045636989981e-05	0	6.52954619653934e-05	0	0	3.25034128583501e-05	0	0	4.94657696873763e-05	0	4.22386483632524e-05	0	0	0	3.3254630707326e-05	0	0	0	0	2.96041919535806e-05	3.31532009415509e-05	3.67728175332794e-05	0
"538315"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	0	4.02252614641995e-05	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"20029"	0	0	0	9.45715906941555e-05	0.000126418254795993	0	3.26477309826967e-05	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0.000186457006122005	0.000199527784243956	0.000194344572927801	0	0.000141367732814985	0.000142186833499218	0.000148020959767903	6.63064018831018e-05	0	0.000157743635044326
"339020"	7.39207569485512e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"179393"	0	9.07399845742026e-05	6.07459603936338e-05	0	0	0	0	4.11827691293963e-05	0	0	0	4.02252614641995e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4041568"	0	0	0	3.15238635647185e-05	3.16045636989981e-05	3.78873986512086e-05	3.26477309826967e-05	8.23655382587925e-05	0	3.25034128583501e-05	0	8.0450522928399e-05	0	0	4.22386483632524e-05	0	0	0	0	0	3.69058163566578e-05	0	0	0	0	0	0
"306069"	0.000295683027794205	0.000226849961435507	0.000242983841574535	6.3047727129437e-05	3.16045636989981e-05	0	0.00019588638589618	0.00032946215303517	0.000349821590988596	0.000292530715725151	7.21787144970948e-05	0.000120675784392599	0.000148397309062129	8.92283532015133e-06	0.000295670538542767	2.14132762312634e-05	3.19672655201074e-05	6.21523353740017e-05	3.3254630707326e-05	9.71722864639005e-05	3.69058163566578e-05	0.000106025799611239	9.4791222332812e-05	5.92083839071613e-05	6.63064018831018e-05	0.000147091270133118	3.15487270088652e-05
"567486"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	6.63064018831018e-05	0	0
"113477"	0	0	0	0	3.16045636989981e-05	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	6.39345310402148e-05	0	0	4.85861432319502e-05	3.69058163566578e-05	0	0	0	0	0	3.15487270088652e-05
"251983"	0.000147841513897102	0.000136109976861304	6.07459603936338e-05	3.15238635647185e-05	0.000126418254795993	0	0	0.000123548307388189	0.000209892954593157	0	3.60893572485474e-05	0.000120675784392599	9.89315393747527e-05	3.56913412806053e-05	0.000126715945089757	2.14132762312634e-05	0	6.21523353740017e-05	3.3254630707326e-05	0	3.69058163566578e-05	0	0	5.92083839071613e-05	0	0	6.30974540177304e-05
"509991"	0	0	0	0	0	0	0	0	0	0	0	0	4.94657696873763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4351648"	0	4.53699922871013e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.22386483632524e-05	0	0	0	0	0	0	0	0	0	0	0	0
"4351649"	0	4.53699922871013e-05	6.07459603936338e-05	0	0	0	3.26477309826967e-05	0	0	3.25034128583501e-05	3.60893572485474e-05	0	0	8.92283532015133e-06	4.22386483632524e-05	0	0	0	0	0	0	0	0	0	0	0	0
"2954730"	0.000147841513897102	0	0	0	0	0	0	8.23655382587925e-05	0	3.25034128583501e-05	0	4.02252614641995e-05	0	2.6768505960454e-05	0	2.14132762312634e-05	3.19672655201074e-05	0	0	0	0	0	4.7395611166406e-05	5.92083839071613e-05	3.31532009415509e-05	7.35456350665588e-05	0
"255407"	0	0	0	0	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"583223"	7.39207569485512e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67728175332794e-05	0
"147174"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	0	0
"85863"	0	0	0	0	0	0	6.52954619653934e-05	4.11827691293963e-05	0	0	3.60893572485474e-05	4.02252614641995e-05	0	8.92283532015133e-06	8.44772967265047e-05	0	0	0	0	0	0	0	0	0	0	0	0
"528651"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"752012"	0	4.53699922871013e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"823019"	0	0	0	0	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67728175332794e-05	0
"2406106"	0	0	6.07459603936338e-05	3.15238635647185e-05	3.16045636989981e-05	3.78873986512086e-05	0	4.11827691293963e-05	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	3.3254630707326e-05	0	0	3.53419332037462e-05	0	0	0	0	3.15487270088652e-05
"138920"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	6.21523353740017e-05	3.3254630707326e-05	0	3.69058163566578e-05	0	0	2.96041919535806e-05	0	0	0
"4412806"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	0
"316335"	0	0	0.000121491920787268	0	0	3.78873986512086e-05	0	4.11827691293963e-05	0	0	0	0	0	0	4.22386483632524e-05	0	0	0	3.3254630707326e-05	0	0	0	0	0	0	0	3.15487270088652e-05
"311452"	0	0.000272219953722608	0	6.3047727129437e-05	9.48136910969944e-05	0.000151549594604834	0.000163238654913484	0.000247096614776378	6.99643181977192e-05	0.000195020477150101	0.000324804215236927	0.000160901045856798	0.000445191927186387	8.92283532015133e-06	0.000337909186906019	0	0.000191803593120644	0.000155380838435004	9.9763892121978e-05	9.71722864639005e-05	0.000258340714496605	0.000212051599222477	0.000142186833499218	0.000118416767814323	3.31532009415509e-05	0.000147091270133118	6.30974540177304e-05
"1105149"	0	0	0	3.15238635647185e-05	0.000126418254795993	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	6.39345310402148e-05	6.21523353740017e-05	3.3254630707326e-05	0	3.69058163566578e-05	0	9.4791222332812e-05	5.92083839071613e-05	0	0.000110318452599838	6.30974540177304e-05
"1891556"	7.39207569485512e-05	4.53699922871013e-05	0	0	3.16045636989981e-05	0	3.26477309826967e-05	4.11827691293963e-05	6.99643181977192e-05	0	3.60893572485474e-05	0	4.94657696873763e-05	0	4.22386483632524e-05	0	3.19672655201074e-05	3.10761676870008e-05	0	0	0	3.53419332037462e-05	4.7395611166406e-05	0	0	0	0
"4457165"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"1105141"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	0	0	0	0	0	0	0
"4461579"	7.39207569485512e-05	0	0	9.45715906941555e-05	3.16045636989981e-05	0.00026521179055846	0	0	0	0	0	0	0	0	0	0	0.000223770858640752	0.000124304670748003	0.000133018522829304	9.71722864639005e-05	0.000147623265426631	0.000212051599222477	0.000189582444665624	0.000118416767814323	0.000165766004707755	0.000220636905199676	0.000252389816070922
"278164"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	0	0	4.94657696873763e-05	0	0	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	0
"137961"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22386483632524e-05	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	0	0
"796861"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"137789"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	2.14132762312634e-05	0	0	0	0	0	0	0	0	0	0	0
"4472782"	0	0	0	0	3.16045636989981e-05	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	4.85861432319502e-05	0	0	0	0	0	0	3.15487270088652e-05
"275449"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85861432319502e-05	0	7.06838664074925e-05	0	0	3.31532009415509e-05	3.67728175332794e-05	6.30974540177304e-05
"3352044"	0	9.07399845742026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"811133"	0	4.53699922871013e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"792140"	0	9.07399845742026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"818813"	0	4.53699922871013e-05	0	0	6.32091273979963e-05	0	0	0	6.99643181977192e-05	0	0.000108268071745642	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	3.53419332037462e-05	0	2.96041919535806e-05	3.31532009415509e-05	0	0
"815498"	0	9.07399845742026e-05	6.07459603936338e-05	0	0	0	0	0	6.99643181977192e-05	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	0	0
"242006"	0.000147841513897102	4.53699922871013e-05	0.000121491920787268	0.000157619317823592	0.000316045636989981	0.00026521179055846	6.52954619653934e-05	0	0	3.25034128583501e-05	0.000180446786242737	0.000160901045856798	4.94657696873763e-05	0	0.000126715945089757	2.14132762312634e-05	0.000191803593120644	9.32285030610025e-05	3.3254630707326e-05	9.71722864639005e-05	0.000258340714496605	0.000106025799611239	9.4791222332812e-05	2.96041919535806e-05	9.94596028246527e-05	3.67728175332794e-05	0.000189292362053191
"136560"	0.000517445298639858	0.00068054988430652	0.000303729801968169	0	0	3.78873986512086e-05	6.52954619653934e-05	0.000164731076517585	6.99643181977192e-05	3.25034128583501e-05	0.00014435742899419	8.0450522928399e-05	0.000197863078749505	8.92283532015133e-06	8.44772967265047e-05	2.14132762312634e-05	0	3.10761676870008e-05	6.6509261414652e-05	9.71722864639005e-05	0	3.53419332037462e-05	4.7395611166406e-05	2.96041919535806e-05	9.94596028246527e-05	0	6.30974540177304e-05
"748636"	0.000147841513897102	0.000226849961435507	0.000121491920787268	0	0	0	3.26477309826967e-05	0	6.99643181977192e-05	9.75102385750504e-05	0	0	0	0	0	2.14132762312634e-05	0	0	0	0	0	0	0	0	0	0	0
"343608"	0	0	0	0	0	3.78873986512086e-05	9.79431929480901e-05	4.11827691293963e-05	0	3.25034128583501e-05	3.60893572485474e-05	0	0	8.92283532015133e-06	0	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	0	0
"15018"	0	0	0	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"569719"	0.000887049083382614	0.000907399845742026	0.000425221722755437	0.00129247840615346	0.00139060080275592	0.000757747973024172	0.000848841005550114	0.000370644922164566	0.00118939340936123	0.000455047780016902	0.000613519073225306	0.000965406275140788	0.000643055005935892	9.81511885216646e-05	0.000802534318901795	0.00012847965738758	0.00137459241736462	0.00114981820441903	0.00149645838182967	0.00194344572927801	0.00143932683790965	0.00113094186251988	0.0016114507796578	0.00109535510228248	0.00172396644896065	0.00169154960653085	0.00148279016941666
"316151"	0	0	0	0	0	0	9.79431929480901e-05	4.11827691293963e-05	6.99643181977192e-05	0	3.60893572485474e-05	0	4.94657696873763e-05	0	4.22386483632524e-05	0	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"206614"	0	0	0	0	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	3.53419332037462e-05	0	0	0	0	0
"4330792"	0	0	0	0	0	0	3.26477309826967e-05	0	0	0	3.60893572485474e-05	4.02252614641995e-05	4.94657696873763e-05	0	0	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	0	0
"1063126"	7.39207569485512e-05	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"681246"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	0	0	0	0	0	0
"204462"	0	0	0	0	0	0	0	0	0	0	0	0	4.94657696873763e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"775149"	0	0	0	9.45715906941555e-05	3.16045636989981e-05	7.57747973024172e-05	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	3.10761676870008e-05	9.9763892121978e-05	4.85861432319502e-05	3.69058163566578e-05	7.06838664074925e-05	0	2.96041919535806e-05	0	3.67728175332794e-05	3.15487270088652e-05
"838196"	0	0	0	0	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4402202"	7.39207569485512e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"78832"	0	4.53699922871013e-05	0.000121491920787268	0	3.16045636989981e-05	0	3.26477309826967e-05	8.23655382587925e-05	0.000139928636395438	0.0001300136514334	3.60893572485474e-05	0.000201126307320998	9.89315393747527e-05	0	4.22386483632524e-05	4.28265524625268e-05	3.19672655201074e-05	3.10761676870008e-05	0	0	0	0	0	0	0	0	3.15487270088652e-05
"333899"	0	0	0.000121491920787268	0	0	3.78873986512086e-05	9.79431929480901e-05	0	0	0	3.60893572485474e-05	0	9.89315393747527e-05	8.92283532015133e-06	0.000126715945089757	0	0.00111885429320376	0	0.000299291676365934	0.000340103002623652	0.000738116327133156	0.00159038699416858	0.000900516612161714	0.000858521566653838	0.000895136425421875	0.00242700595719644	0.000883364356248225
"1108783"	0.00184801892371378	0.00190553967605826	0.00194387073259628	0	0	0	0.00150179562520405	0.00181204184169344	0.00223885818232701	0.00169017746863421	0.00234580822115558	0.00189058728881738	0.0029184804115552	0.00013384252980227	0.00223864836325238	0.000235546038543897	0	0	0	4.85861432319502e-05	0	0	0	0	0	0	0
"728568"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	0	0	0	0	6.63064018831018e-05	0	0
"2907650"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.22386483632524e-05	0	0	0	0	0	0	0	0	0	0	0	0
"992405"	0	0	0	0	0	0	0	0	0	0	0	4.02252614641995e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"338517"	7.39207569485512e-05	4.53699922871013e-05	0.000121491920787268	0	3.16045636989981e-05	0	3.26477309826967e-05	4.11827691293963e-05	0	3.25034128583501e-05	3.60893572485474e-05	0	0.000148397309062129	0	8.44772967265047e-05	2.14132762312634e-05	3.19672655201074e-05	3.10761676870008e-05	0	4.85861432319502e-05	3.69058163566578e-05	0	0	5.92083839071613e-05	3.31532009415509e-05	3.67728175332794e-05	0
"594040"	0	0	0	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"308095"	0	0	6.07459603936338e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"881442"	7.39207569485512e-05	0.000136109976861304	0	0	0	0	0.000163238654913484	4.11827691293963e-05	0.000139928636395438	6.50068257167002e-05	0.000108268071745642	4.02252614641995e-05	0.000148397309062129	2.6768505960454e-05	4.22386483632524e-05	6.42398286937901e-05	0	0	0	0	0	0	0	0	0	0	0
"4316354"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"588310"	0	0	0	0	0	0	0	4.11827691293963e-05	6.99643181977192e-05	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	4.85861432319502e-05	0	3.53419332037462e-05	4.7395611166406e-05	0	0	3.67728175332794e-05	0
"4417526"	0.000295683027794205	0.000499069915158114	0.000546713643542704	0	0	3.78873986512086e-05	3.26477309826967e-05	4.11827691293963e-05	0	3.25034128583501e-05	3.60893572485474e-05	0	4.94657696873763e-05	8.92283532015133e-06	4.22386483632524e-05	0	0	3.10761676870008e-05	9.9763892121978e-05	4.85861432319502e-05	3.69058163566578e-05	0	0	2.96041919535806e-05	3.31532009415509e-05	3.67728175332794e-05	0
"318229"	0	0	0	0	3.16045636989981e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0	0	3.53419332037462e-05	0	0	0	0	0
"392994"	0	0	0	0	0	0	0	4.11827691293963e-05	6.99643181977192e-05	9.75102385750504e-05	7.21787144970948e-05	0	4.94657696873763e-05	8.92283532015133e-06	4.22386483632524e-05	0	6.39345310402148e-05	3.10761676870008e-05	6.6509261414652e-05	0	3.69058163566578e-05	0	4.7395611166406e-05	0	0	0	3.15487270088652e-05
"341936"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0	0	0	0	0	0	0	0	0	0
"158034"	0	0	0	0	0	0	0	0	6.99643181977192e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1591463"	0	0	0	3.15238635647185e-05	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1591464"	0.00066528681253696	0.000589809899732317	0.000728951524723606	6.3047727129437e-05	9.48136910969944e-05	3.78873986512086e-05	0.00107737512242899	0.0011531175356231	0.000909536136570349	0.000552558018591952	0.000721787144970948	0.00080450522928399	0.000840918084685398	8.92283532015133e-05	0.000675818373812038	0.000149892933618844	9.59017965603222e-05	6.21523353740017e-05	3.3254630707326e-05	4.85861432319502e-05	7.38116327133156e-05	3.53419332037462e-05	9.4791222332812e-05	5.92083839071613e-05	6.63064018831018e-05	3.67728175332794e-05	3.15487270088652e-05
"131511"	0	0	0	9.45715906941555e-05	3.16045636989981e-05	7.57747973024172e-05	3.26477309826967e-05	4.11827691293963e-05	0	3.25034128583501e-05	0.000108268071745642	0	0	1.78456706403027e-05	4.22386483632524e-05	0	0.00012786906208043	0.000155380838435004	6.6509261414652e-05	4.85861432319502e-05	0.000147623265426631	0.000141367732814985	0	8.88125758607419e-05	0	3.67728175332794e-05	3.15487270088652e-05
"2427929"	0	0	0	0	0	0	9.79431929480901e-05	0	6.99643181977192e-05	0	0.00014435742899419	0.000160901045856798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"266211"	7.39207569485512e-05	4.53699922871013e-05	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.15487270088652e-05
"1108876"	0	0	0	0.000126095454258874	6.32091273979963e-05	7.57747973024172e-05	0	0	0	0	0	0	0	0	0	0	0	3.10761676870008e-05	0	0.000145758429695851	0	3.53419332037462e-05	4.7395611166406e-05	5.92083839071613e-05	6.63064018831018e-05	0.000257409722732956	3.15487270088652e-05
"616088"	0	0	0	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"925027"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19672655201074e-05	0.000124304670748003	0	4.85861432319502e-05	0	0	0	2.96041919535806e-05	0	3.67728175332794e-05	3.15487270088652e-05
"260920"	0	9.07399845742026e-05	0	0	0	0	0	0	0	0	0	4.02252614641995e-05	0	0	4.22386483632524e-05	2.14132762312634e-05	0	0	0	0	0	0	0	0	0	0	0
"760806"	0	0	6.07459603936338e-05	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"201697"	7.39207569485512e-05	4.53699922871013e-05	6.07459603936338e-05	3.15238635647185e-05	0	0	3.26477309826967e-05	4.11827691293963e-05	6.99643181977192e-05	0	7.21787144970948e-05	0	0	8.92283532015133e-06	0	0	0	0	3.3254630707326e-05	0	0	0	0	0	0	0	0
"276133"	0.000147841513897102	9.07399845742026e-05	6.07459603936338e-05	0	0	3.78873986512086e-05	6.52954619653934e-05	0.000617741536940944	6.99643181977192e-05	0.0001300136514334	0.000433072286982569	0.000643604183427192	0	0	0.000253431890179514	2.14132762312634e-05	0	0	0	0	0	0	0	0	3.31532009415509e-05	0	0
"261435"	0	0	0	9.45715906941555e-05	6.32091273979963e-05	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	9.59017965603222e-05	3.10761676870008e-05	0.00016627315353663	0.000145758429695851	0	3.53419332037462e-05	4.7395611166406e-05	0.000207229343675064	0	3.67728175332794e-05	9.46461810265956e-05
"226062"	0	0	0	0	9.48136910969944e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.21523353740017e-05	6.6509261414652e-05	0	0	0	0	0	0	0	0
"1141995"	0	4.53699922871013e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"448893"	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92283532015133e-06	0	0	0	0	0	0	0	0	0	0	0	0	0
"208118"	0.000221762270845653	0	0.000242983841574535	0.000504381817035496	0.000221231945892987	0.000378873986512086	0.000555011426705844	0.000494193229552755	0.000279857272790877	0.000325034128583501	0.000469161644231116	0.000241351568785197	0.000494657696873763	1.78456706403027e-05	0.000211193241816262	2.14132762312634e-05	0.000287705389680967	0.000341837844557009	0.000199527784243956	0.000340103002623652	0.000184529081783289	7.06838664074925e-05	0.000189582444665624	0.000296041919535806	0.000331532009415509	0.000220636905199676	0.000220841089062056
"154494"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"209507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.53419332037462e-05	0	0	0	0	0
"209508"	0.000369603784742756	0.000136109976861304	0.000364475762361803	0	6.32091273979963e-05	0	0.000130590923930787	0.000205913845646981	0.000419785909186315	0.000422544367158552	0.000252625500739832	0.000402252614641995	0.000445191927186387	8.92283532015133e-06	0.000591341077085533	0	3.19672655201074e-05	0	3.3254630707326e-05	0	0	0	0	0	0	0	0
"1119140"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4475399"	0	0	0	3.15238635647185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1124784"	0.000295683027794205	4.53699922871013e-05	0.000182237881180901	0.000378286362776622	0.00034765020068898	7.57747973024172e-05	3.26477309826967e-05	0.000164731076517585	6.99643181977192e-05	6.50068257167002e-05	0.000180446786242737	0.000201126307320998	9.89315393747527e-05	0	0	0	0.000159836327600537	0.000248609341496007	0.000299291676365934	0.000194344572927801	0.000147623265426631	0.000318077398833716	0	0.000325646111489387	0.000132612803766204	0.000220636905199676	0.000220841089062056
"322898"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69058163566578e-05	0	0	0	0	0	0
"1131858"	0	4.53699922871013e-05	0	0	0	0	6.52954619653934e-05	0	6.99643181977192e-05	0	0	0	0	0	0	2.14132762312634e-05	0	0	0	0	0	0	0	0	0	0	0
"579733"	0	0	0	0	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7395611166406e-05	0	0	3.67728175332794e-05	3.15487270088652e-05
"101277"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.96041919535806e-05	0	0	0
"51778"	0	0	6.07459603936338e-05	3.15238635647185e-05	0	0	0	4.11827691293963e-05	0	0	0	4.02252614641995e-05	0	0	0	2.14132762312634e-05	0	6.21523353740017e-05	0	4.85861432319502e-05	0	3.53419332037462e-05	0	2.96041919535806e-05	0	3.67728175332794e-05	3.15487270088652e-05
"536252"	0	0	0	3.15238635647185e-05	0	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	6.39345310402148e-05	0	0	4.85861432319502e-05	3.69058163566578e-05	3.53419332037462e-05	0	2.96041919535806e-05	9.94596028246527e-05	7.35456350665588e-05	6.30974540177304e-05
"4383213"	0	4.53699922871013e-05	0.000182237881180901	0	6.32091273979963e-05	3.78873986512086e-05	9.79431929480901e-05	0.000164731076517585	0.000139928636395438	0.0001300136514334	3.60893572485474e-05	8.0450522928399e-05	9.89315393747527e-05	2.6768505960454e-05	0.00071805702217529	8.56531049250535e-05	0	3.10761676870008e-05	6.6509261414652e-05	4.85861432319502e-05	0	0	0	0.000207229343675064	3.31532009415509e-05	3.67728175332794e-05	6.30974540177304e-05
"518190"	0	0	0	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"224825"	0.000221762270845653	0.000136109976861304	0.000121491920787268	0	0	0	6.52954619653934e-05	0.000205913845646981	0.000139928636395438	0.000162517064291751	0.000324804215236927	0.000120675784392599	0.000148397309062129	8.92283532015133e-06	8.44772967265047e-05	2.14132762312634e-05	0	3.10761676870008e-05	6.6509261414652e-05	0	0	3.53419332037462e-05	0	2.96041919535806e-05	6.63064018831018e-05	0	0
"605483"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	0	0	0	0	0	0	0
"518198"	0	0	0	0	3.16045636989981e-05	3.78873986512086e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.3254630707326e-05	0	3.69058163566578e-05	3.53419332037462e-05	0	0	3.31532009415509e-05	0	0
"2065775"	0	0	0	0	0	0	0	0	0	0	3.60893572485474e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"215388"	7.39207569485512e-05	4.53699922871013e-05	0	0	0	0	0	0	6.99643181977192e-05	3.25034128583501e-05	3.60893572485474e-05	4.02252614641995e-05	0	8.92283532015133e-06	0.000295670538542767	0	3.19672655201074e-05	3.10761676870008e-05	0	0	0	0	0	0	0	3.67728175332794e-05	0
"218070"	0	0	0	0	0	0	0	0	0	3.25034128583501e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
